UDI,Rotational speed,Torque,Tool wear,y
2320,1700,33.5,185,0
2321,1440,39.1,188,0
2322,1314,52.5,193,0
2323,1514,41.9,196,0
2324,1401,47.0,198,0
2325,1636,29.9,201,0
2326,1603,33.9,203,0
2327,1487,52.6,205,0
2328,1420,50.3,208,0
2329,1579,36.3,211,0
2330,1484,40.5,213,0
2331,1390,49.3,215,0
2332,1384,53.6,218,1
2333,1378,50.4,220,1
2334,1445,45.2,222,0
2335,1445,43.5,224,0
2336,1509,39.4,0,0
2337,1434,46.8,2,0
2338,1877,23.9,4,0
2339,1651,28.0,6,0
2340,1466,41.3,8,0
2341,1479,40.7,10,0
2342,1409,46.4,12,0
2343,1674,28.2,14,0
2344,1305,61.4,17,0
2345,1755,26.4,19,0
2346,1475,38.7,22,0
2347,1402,47.7,24,0
2348,1410,43.0,26,0
2349,1436,41.8,28,0
2350,1386,42.2,30,0
2351,1744,26.4,33,0
2352,1393,48.4,35,0
2353,1422,45.4,37,0
2354,1841,22.8,40,0
2355,1433,37.7,42,0
2356,1305,60.6,44,0
2357,1498,39.5,47,0
2358,1772,26.1,52,0
2359,1381,42.5,54,0
2360,1413,38.5,57,0
2361,1388,53.2,59,0
2362,1631,35.4,64,0
2363,1520,41.4,67,0
2364,1510,45.4,72,0
2365,1366,49.7,74,0
2366,1845,22.9,76,0
2367,1485,44.7,78,0
2368,1496,39.4,80,0
2369,1468,42.2,83,0
2370,1856,22.7,86,0
2371,1620,34.1,89,0
2372,1409,44.8,91,0
2373,1404,49.4,93,0
2374,1350,51.3,96,0
2375,1538,38.0,98,0
2376,1476,32.7,101,0
2377,1364,51.8,104,0
2378,1582,45.5,107,0
2379,1348,56.1,110,0
2380,1450,46.1,112,0
2381,1242,60.9,117,0
2382,1493,34.9,119,0
2383,1601,31.4,121,0
2384,1568,33.3,123,0
2385,1506,38.0,125,0
2386,1524,34.1,128,0
2387,1543,37.9,130,0
2388,1474,47.2,132,0
2389,1526,37.3,135,0
2390,1867,27.0,138,0
2391,1487,41.2,140,0
2392,1580,32.6,142,0
2393,1340,50.0,144,0
2394,1544,41.6,146,0
2395,1488,40.3,148,0
2396,1742,28.9,150,0
2397,1592,34.2,153,0
2398,1582,38.8,156,0
2399,1490,43.2,158,0
2400,1594,35.8,160,0
2401,1462,55.0,163,0
2402,1367,47.6,168,0
2403,1325,51.0,171,0
2404,1448,51.4,173,0
2405,2008,20.3,178,0
2406,1498,38.9,181,0
2407,1437,41.6,183,0
2408,1499,45.1,185,0
2409,1356,52.6,188,0
2410,1539,46.8,190,0
2411,1689,32.1,192,0
2412,1559,38.1,194,0
2413,1408,46.7,196,0
2414,1886,23.0,198,0
2415,1415,43.4,0,0
2416,1587,35.6,2,0
2417,1571,38.6,5,0
2418,1576,36.6,7,0
2419,1660,34.4,9,0
2420,1328,49.2,11,0
2421,1450,44.7,14,0
2422,2384,15.0,19,0
2423,1443,53.4,21,0
2424,2022,20.0,23,0
2425,1828,23.8,26,0
2426,1472,53.5,28,0
2427,1372,63.6,30,1
2428,1855,23.8,33,0
2429,1377,47.2,35,0
2430,1432,48.9,38,0
2431,1335,47.8,40,0
2432,1411,51.3,43,0
2433,1510,43.5,46,0
2434,1441,44.0,48,0
2435,1358,42.7,50,0
2436,1686,30.4,53,0
2437,1662,30.4,55,0
2438,1426,40.1,60,0
2439,1330,53.6,62,0
2440,1693,31.6,65,0
2441,1426,47.9,67,0
2442,1676,31.0,69,0
2443,1332,51.7,71,0
2444,1647,35.0,74,0
2445,1267,68.2,76,1
2446,1375,55.1,78,0
2447,1422,48.9,83,0
2448,1408,48.7,85,0
2449,1440,42.5,87,0
2450,1772,25.2,89,0
2451,1492,37.8,91,0
2452,1650,30.5,93,0
2453,2329,14.6,95,0
2454,1648,30.8,98,0
2455,1653,31.7,100,0
2456,1946,22.3,102,0
2457,1555,36.6,104,0
2458,1661,32.2,106,0
2459,1434,45.9,108,0
2460,1297,54.2,110,0
2461,1466,46.4,112,0
2462,1517,39.8,114,0
2463,1742,34.5,117,0
2464,1580,39.1,119,0
2465,1534,42.9,121,0
2466,1481,40.7,124,0
2467,1429,37.7,126,0
2468,1574,33.5,128,0
2469,1524,40.4,131,0
2470,1507,37.5,134,0
2471,1467,44.7,136,0
2472,1301,51.1,138,0
2473,1429,55.1,140,0
2474,1555,37.6,142,0
2475,1503,40.6,145,0
2476,1459,43.1,147,0
2477,1449,42.4,149,0
2478,1387,57.3,154,0
2479,1456,50.0,156,0
2480,1604,34.7,159,0
2481,1734,32.4,161,0
2482,1378,47.8,163,0
2483,1504,41.8,165,0
2484,1402,49.8,167,0
2485,1524,37.7,170,0
2486,1593,35.5,175,0
2487,1772,28.4,177,0
2488,1623,31.0,180,0
2489,1356,50.7,185,0
2490,1500,41.6,187,0
2491,1566,46.6,192,0
2492,1445,43.4,197,0
2493,1382,58.5,199,0
2494,1418,45.7,204,0
2495,1329,53.6,207,1
2496,1491,41.0,209,0
2497,1573,37.4,212,0
2498,1521,42.3,215,0
2499,1467,47.2,218,0
2500,1325,48.4,220,0
2501,1617,32.3,223,0
2502,1476,42.7,225,0
2503,1515,48.9,228,1
2504,1408,47.2,0,0
2505,1468,45.6,2,0
2506,1387,48.7,4,0
2507,1503,34.7,6,0
2508,1410,47.1,9,0
2509,1615,30.6,14,0
2510,1511,35.9,16,0
2511,1405,53.8,18,0
2512,1526,41.1,20,0
2513,1530,38.3,23,0
2514,1583,32.5,25,0
2515,2069,18.7,27,0
2516,1490,35.0,29,0
2517,1736,29.0,31,0
2518,1395,44.4,33,0
2519,1425,49.6,35,0
2520,1631,32.4,38,0
2521,1535,41.2,40,0
2522,1584,34.4,42,0
2523,1543,38.2,44,0
2524,1635,35.2,47,0
2525,1446,45.5,49,0
2526,1598,35.1,52,0
2527,1501,35.0,55,0
2528,1450,50.8,57,0
2529,1730,25.9,59,0
2530,1571,33.7,61,0
2531,1438,51.7,64,0
2532,1510,38.7,66,0
2533,1389,44.9,69,0
2534,1490,33.6,71,0
2535,1729,26.6,73,0
2536,1495,38.4,75,0
2537,1281,53.9,77,0
2538,1353,48.1,79,0
2539,1429,50.1,84,0
2540,1413,42.1,86,0
2541,1502,38.3,88,0
2542,1553,32.6,90,0
2543,1712,26.4,95,0
2544,1786,23.5,100,0
2545,1951,21.4,102,0
2546,1541,36.3,104,0
2547,1605,34.3,107,0
2548,1578,38.1,109,0
2549,1440,37.5,111,0
2550,1489,42.3,114,0
2551,1366,48.4,116,0
2552,1541,37.2,118,0
2553,1552,40.7,120,0
2554,1473,40.3,125,0
2555,1531,37.9,127,0
2556,1511,37.2,129,0
2557,1449,47.9,131,0
2558,1440,50.0,134,0
2559,1881,23.9,137,0
2560,1447,50.4,140,0
2561,1326,62.0,142,0
2562,1607,31.7,145,0
2563,1551,39.1,147,0
2564,1496,37.2,149,0
2565,1493,38.0,151,0
2566,1304,50.5,153,0
2567,1420,41.6,155,0
2568,1766,24.6,158,0
2569,1450,43.1,160,0
2570,1872,22.6,162,0
2571,1713,26.5,167,0
2572,1497,40.9,169,0
2573,1352,44.7,172,0
2574,1499,41.5,175,0
2575,1972,19.3,177,0
2576,1422,49.2,179,0
2577,1523,41.5,181,0
2578,1563,41.5,183,0
2579,1391,46.6,185,0
2580,1795,24.7,187,0
2581,1293,53.7,189,0
2582,1345,60.7,191,1
2583,1615,33.7,193,0
2584,1342,50.8,195,0
2585,1502,46.7,197,0
2586,1620,35.4,199,0
2587,1537,42.8,202,0
2588,2248,16.8,204,0
2589,1706,28.6,206,0
2590,2250,16.6,208,0
2591,1396,48.6,0,0
2592,1522,46.4,2,0
2593,1539,45.4,4,0
2594,1415,54.0,6,0
2595,1446,37.0,11,0
2596,1486,41.1,13,0
2597,1426,38.6,16,0
2598,1449,38.9,18,0
2599,1320,67.5,20,1
2600,1447,39.6,22,0
2601,1422,47.3,25,0
2602,1399,52.1,27,0
2603,1427,41.5,29,0
2604,1334,46.3,31,0
2605,1385,45.6,34,0
2606,1552,37.4,37,0
2607,1534,37.5,39,0
2608,1448,48.6,44,0
2609,1409,44.7,46,0
2610,1621,34.5,48,0
2611,1547,40.9,50,0
2612,1957,22.1,55,0
2613,2421,14.2,57,0
2614,1571,38.3,59,0
2615,1634,36.8,62,0
2616,1516,38.7,64,0
2617,1207,66.5,66,0
2618,1670,35.9,68,0
2619,1461,48.6,70,0
2620,1569,40.8,73,0
2621,1556,35.7,75,0
2622,1506,41.5,77,0
2623,1642,30.3,80,0
2624,1283,62.1,83,0
2625,1375,46.8,86,0
2626,1399,39.9,91,0
2627,1650,29.8,93,0
2628,1346,53.2,95,0
2629,1410,51.2,98,0
2630,1586,37.8,103,0
2631,1372,39.6,105,0
2632,1529,42.4,107,0
2633,1652,28.6,112,0
2634,1532,39.8,115,0
2635,1554,32.0,117,0
2636,1462,51.0,119,0
2637,1254,61.3,124,0
2638,1294,49.7,126,0
2639,1739,27.5,128,0
2640,1412,47.8,130,0
2641,1372,56.2,133,0
2642,1420,46.7,136,0
2643,1542,40.3,141,0
2644,1401,48.1,143,0
2645,1510,42.5,146,0
2646,1547,38.5,148,0
2647,1453,43.2,153,0
2648,1408,45.6,156,0
2649,1436,51.6,158,0
2650,1582,38.2,160,0
2651,1280,59.3,163,0
2652,2008,20.4,165,0
2653,1772,23.5,167,0
2654,1779,26.1,169,0
2655,1567,35.5,171,0
2656,1751,27.0,173,0
2657,1349,51.3,176,0
2658,1425,40.8,178,0
2659,1395,44.5,181,0
2660,1595,32.1,183,0
2661,1291,56.4,188,0
2662,1509,42.8,190,0
2663,1483,38.1,193,0
2664,1620,31.1,196,0
2665,1487,42.2,198,0
2666,2256,15.9,201,0
2667,1691,27.7,203,0
2668,1663,35.2,208,0
2669,1640,31.1,211,0
2670,1494,37.8,214,0
2671,1467,46.2,219,0
2672,1399,41.9,221,1
2673,1445,42.6,0,0
2674,1480,40.9,2,0
2675,1546,37.2,4,0
2676,1574,35.8,6,0
2677,1592,34.2,8,0
2678,1495,39.6,10,0
2679,1447,43.1,12,0
2680,1476,44.4,14,0
2681,1641,27.1,16,0
2682,1545,32.2,18,0
2683,1364,44.4,20,0
2684,1590,28.5,23,0
2685,1460,37.4,25,0
2686,1609,32.5,27,0
2687,1633,27.5,29,0
2688,1348,52.8,31,0
2689,1322,53.9,33,0
2690,1641,30.1,35,0
2691,1728,26.0,37,0
2692,1431,47.7,39,0
2693,1641,30.4,41,0
2694,1622,36.1,43,0
2695,1625,38.0,46,0
2696,1869,22.7,49,0
2697,1452,46.0,51,0
2698,1618,28.7,53,0
2699,2010,20.0,55,0
2700,1363,60.9,57,0
2701,1473,40.4,59,0
2702,1333,50.8,61,0
2703,1760,25.9,63,0
2704,1372,58.2,65,0
2705,1608,34.4,68,0
2706,1326,64.8,71,0
2707,1560,37.1,73,0
2708,1539,36.1,76,0
2709,2266,15.3,79,0
2710,1641,35.8,81,0
2711,1574,39.2,83,0
2712,1407,50.6,85,0
2713,1302,55.5,87,0
2714,1651,30.8,92,0
2715,1366,55.2,95,0
2716,1701,28.6,98,0
2717,1498,44.6,101,0
2718,1422,45.3,103,0
2719,1357,47.3,106,0
2720,1690,29.2,108,0
2721,1559,39.1,110,0
2722,1553,32.4,112,0
2723,1558,34.8,115,0
2724,1362,51.9,117,0
2725,1470,42.7,119,0
2726,1555,34.8,122,0
2727,1423,42.9,124,0
2728,1434,38.5,127,0
2729,1779,25.5,129,0
2730,1417,54.6,131,0
2731,1425,45.9,133,0
2732,1597,32.9,135,0
2733,1346,57.4,138,0
2734,1422,40.4,140,0
2735,1572,32.8,142,0
2736,1412,45.4,147,0
2737,1576,36.4,149,0
2738,1508,41.2,152,0
2739,1496,44.4,155,0
2740,1572,35.4,158,0
2741,1525,42.8,160,0
2742,1378,51.9,162,0
2743,1369,51.4,164,0
2744,1476,45.3,166,0
2745,1620,30.0,168,0
2746,1603,38.5,170,0
2747,1411,46.1,173,0
2748,1616,31.6,175,0
2749,1631,35.1,177,0
2750,1685,28.9,179,1
2751,1456,40.6,182,0
2752,1417,50.1,187,0
2753,1851,24.7,189,0
2754,1715,27.8,192,0
2755,1630,32.3,194,0
2756,1478,38.8,199,0
2757,1781,29.6,201,0
2758,1439,36.1,203,0
2759,1412,45.3,205,0
2760,1483,41.1,208,0
2761,1400,42.6,210,0
2762,1299,65.1,212,1
2763,1479,44.4,214,0
2764,1491,47.5,216,0
2765,1389,52.8,0,0
2766,1399,54.8,3,0
2767,1889,26.0,6,0
2768,1925,21.9,9,0
2769,1675,30.2,11,0
2770,1477,38.1,13,0
2771,1364,45.9,16,0
2772,1451,39.4,18,0
2773,1467,41.2,20,0
2774,1858,22.5,22,0
2775,1559,39.7,24,0
2776,1560,47.7,26,0
2777,1453,47.6,28,0
2778,1464,41.7,30,0
2779,1308,50.2,32,0
2780,1353,50.9,34,0
2781,1556,35.8,36,0
2782,2183,17.8,39,0
2783,1491,41.8,41,0
2784,1528,35.1,44,0
2785,1430,52.7,47,0
2786,1495,32.6,49,0
2787,1630,28.3,51,0
2788,1524,38.4,54,0
2789,1326,52.4,57,0
2790,1438,44.0,59,0
2791,1356,45.9,64,0
2792,1416,43.3,66,0
2793,1584,32.6,71,0
2794,1597,31.8,73,0
2795,1553,43.9,75,0
2796,1405,49.4,77,0
2797,1539,35.3,80,0
2798,1398,53.7,82,0
2799,1568,39.6,85,0
2800,1404,44.6,87,0
2801,1500,45.7,89,0
2802,1642,28.8,92,0
2803,1509,46.6,95,0
2804,1343,50.2,98,0
2805,1450,40.1,100,0
2806,1460,43.5,102,0
2807,1364,41.2,104,0
2808,1452,41.9,106,0
2809,1471,41.8,109,0
2810,1598,34.6,111,0
2811,1772,24.8,113,0
2812,1761,25.6,115,0
2813,1413,40.7,117,0
2814,1887,22.6,120,0
2815,1395,56.5,122,0
2816,1569,31.6,124,0
2817,1434,47.3,127,0
2818,1417,41.1,129,0
2819,1729,28.4,131,0
2820,1356,51.1,133,0
2821,1436,48.8,135,0
2822,1419,42.5,137,0
2823,1593,38.1,140,0
2824,1320,62.2,142,0
2825,1448,42.4,145,0
2826,1470,33.5,148,0
2827,1612,33.1,150,0
2828,1412,51.6,153,0
2829,1875,23.9,155,0
2830,1612,36.0,158,0
2831,1411,41.6,160,0
2832,1490,47.9,163,0
2833,1467,40.3,166,0
2834,1807,26.4,169,0
2835,1368,46.0,171,0
2836,1572,32.0,173,0
2837,1458,44.3,175,0
2838,1699,30.3,178,0
2839,1478,39.5,180,0
2840,1362,42.1,182,0
2841,1487,38.9,185,0
2842,1705,29.4,190,0
2843,1345,53.5,192,0
2844,1532,40.2,194,0
2845,1650,35.2,196,0
2846,1398,54.4,198,0
2847,1412,44.8,200,0
2848,1525,39.6,202,0
2849,1391,57.9,204,0
2850,1766,28.2,207,0
2851,1671,35.0,209,0
2852,1373,48.8,211,0
2853,1347,50.1,213,0
2854,1539,39.1,216,0
2855,1470,40.8,219,0
2856,1528,37.0,221,0
2857,1471,45.2,223,0
2858,1528,37.2,228,0
2859,1417,51.5,231,1
2860,1549,43.4,233,0
2861,1463,49.2,235,0
2862,1479,43.6,240,0
2863,1867,23.0,242,0
2864,1471,44.1,244,0
2865,1380,47.6,246,1
2866,1623,32.7,0,0
2867,1997,20.7,5,0
2868,1390,48.5,7,0
2869,1418,46.6,12,0
2870,1519,35.8,14,0
2871,1519,39.7,16,0
2872,1536,37.2,19,0
2873,1680,28.7,22,0
2874,1555,37.9,24,0
2875,1471,49.6,29,0
2876,1877,23.8,31,0
2877,1578,30.5,34,0
2878,1655,32.1,37,0
2879,1502,34.3,40,0
2880,1367,63.2,45,1
2881,1541,37.2,48,0
2882,1588,37.0,50,0
2883,1684,32.8,53,0
2884,1437,40.0,55,0
2885,1409,42.4,57,0
2886,1320,49.9,59,0
2887,1635,34.2,62,0
2888,1691,27.6,67,0
2889,1365,50.0,70,0
2890,1523,38.2,73,0
2891,1593,32.4,76,0
2892,1682,30.7,78,0
2893,1329,54.3,80,0
2894,1568,35.2,82,0
2895,1733,24.8,85,0
2896,1473,48.1,87,0
2897,1633,31.3,90,0
2898,1530,40.2,93,0
2899,1550,40.2,96,0
2900,1410,40.6,99,0
2901,1574,33.5,101,0
2902,1425,40.3,103,0
2903,1541,35.2,105,0
2904,1733,26.7,108,0
2905,2496,13.5,111,0
2906,1552,36.4,113,0
2907,1409,38.7,115,0
2908,1581,35.7,117,0
2909,1251,59.9,120,0
2910,1500,44.1,122,0
2911,1576,38.8,124,0
2912,1352,44.0,126,0
2913,1661,30.3,129,0
2914,1541,34.6,131,0
2915,1888,20.5,133,0
2916,1255,62.1,138,0
2917,1411,41.6,140,0
2918,1516,39.0,142,0
2919,1492,34.0,144,0
2920,1726,30.0,147,0
2921,1598,33.7,149,0
2922,1657,31.1,151,0
2923,1481,38.1,153,0
2924,1397,51.3,155,0
2925,1461,44.3,158,0
2926,1388,51.1,160,0
2927,1507,52.4,163,0
2928,1421,49.8,165,0
2929,1258,54.9,168,0
2930,1482,39.0,171,0
2931,1403,51.3,174,0
2932,1373,45.4,179,0
2933,1460,42.1,181,0
2934,1751,27.9,183,0
2935,1546,42.3,186,0
2936,1680,28.2,189,0
2937,1394,48.8,192,0
2938,1810,26.0,195,0
2939,1479,34.5,197,0
2940,1431,41.4,199,0
2941,2355,14.4,201,0
2942,1996,19.8,203,1
2943,1461,49.9,0,0
2944,2007,19.7,2,0
2945,1505,34.9,7,0
2946,1925,20.5,9,0
2947,1622,30.5,14,0
2948,1592,29.0,17,0
2949,1850,24.5,19,0
2950,1470,48.7,21,0
2951,1445,46.4,24,0
2952,1685,31.1,27,0
2953,1667,30.5,29,0
2954,1578,35.4,34,0
2955,1691,28.0,36,0
2956,1439,43.8,41,0
2957,1404,38.7,44,0
2958,1498,45.8,47,0
2959,1481,44.5,49,0
2960,1589,35.0,52,0
2961,1467,44.3,55,0
2962,1654,32.8,57,0
2963,1508,39.9,59,0
2964,1439,43.0,61,0
2965,1692,30.3,64,0
2966,1838,24.9,66,0
2967,1601,40.2,69,0
2968,1369,51.6,71,0
2969,1312,45.2,73,0
2970,1468,44.1,76,0
2971,1452,39.4,78,0
2972,1393,43.9,81,0
2973,1432,44.2,84,0
2974,1510,46.0,87,0
2975,1521,37.2,90,0
2976,1360,46.2,93,0
2977,1881,25.5,98,0
2978,1413,50.3,101,0
2979,1642,36.2,103,0
2980,1542,38.5,108,0
2981,1447,39.3,110,0
2982,1530,40.4,112,0
2983,1795,27.7,117,0
2984,1290,57.4,119,0
2985,1639,30.4,121,0
2986,1596,31.5,123,0
2987,1455,48.0,125,0
2988,1659,28.9,127,0
2989,1532,42.5,130,0
2990,1502,42.4,133,0
2991,1688,28.6,135,0
2992,1341,50.9,137,0
2993,1685,29.4,140,0
2994,1370,55.9,143,0
2995,1461,52.5,146,0
2996,1550,37.4,148,0
2997,1508,37.8,150,0
2998,1345,62.7,153,0
2999,1616,34.5,155,0
3000,1395,61.0,157,0
3001,1324,72.8,159,1
3002,1445,43.9,164,0
3003,1555,38.9,166,0
3004,1449,42.4,169,0
3005,1466,53.2,172,0
3006,1503,37.4,175,0
3007,1488,35.7,177,0
3008,1314,50.2,179,0
3009,1547,38.0,181,0
3010,1466,39.8,184,0
3011,1537,37.1,187,0
3012,1434,51.5,189,0
3013,1432,44.7,192,0
3014,1390,48.4,194,0
3015,1580,42.8,196,0
3016,1589,30.5,198,0
3017,1441,48.8,200,0
3018,1305,51.7,202,0
3019,1566,35.9,204,0
3020,1379,54.2,207,1
3021,1543,38.1,209,0
3022,1421,49.6,211,0
3023,1760,30.6,213,0
3024,1711,29.2,215,0
3025,1465,41.6,217,0
3026,1366,50.2,219,0
3027,1888,21.9,221,0
3028,1777,23.6,0,0
3029,1379,55.6,2,0
3030,1525,51.3,4,0
3031,1563,34.0,6,0
3032,1389,43.3,9,0
3033,1447,42.9,12,0
3034,1934,22.8,15,0
3035,1470,43.8,18,0
3036,1428,42.6,23,0
3037,1319,48.1,26,0
3038,1887,24.3,28,0
3039,1349,50.4,30,0
3040,1665,31.4,32,0
3041,1474,38.7,35,0
3042,1543,38.9,37,0
3043,1459,43.9,39,0
3044,1551,37.9,42,0
3045,1981,21.4,44,0
3046,1526,35.3,46,0
3047,1501,40.0,48,0
3048,1558,38.3,51,0
3049,1532,43.2,53,0
3050,1326,55.9,55,0
3051,1431,51.3,57,0
3052,1366,49.3,59,0
3053,1421,42.5,61,0
3054,1506,35.6,63,0
3055,1342,48.7,68,0
3056,1427,37.6,73,0
3057,1667,29.9,75,0
3058,1400,46.7,77,0
3059,1709,32.1,79,0
3060,1368,45.8,81,0
3061,1882,23.8,84,0
3062,1353,58.7,86,0
3063,1553,40.0,88,0
3064,1431,45.4,90,0
3065,1731,30.4,92,0
3066,1687,27.7,95,0
3067,1457,44.3,98,0
3068,1533,37.0,101,0
3069,1622,31.8,103,0
3070,1791,28.2,108,0
3071,1631,28.3,110,0
3072,2174,16.9,112,0
3073,1314,58.2,114,0
3074,1478,46.9,116,0
3075,1783,27.3,118,0
3076,1385,46.1,120,0
3077,1444,43.6,123,0
3078,1841,23.0,125,0
3079,1349,56.2,127,0
3080,1340,56.0,130,0
3081,1539,43.2,132,0
3082,1932,21.8,135,0
3083,1407,43.9,138,0
3084,1712,28.5,141,0
3085,1329,55.2,143,0
3086,1441,42.9,148,0
3087,1610,32.1,150,0
3088,1474,45.2,152,0
3089,1624,30.8,155,0
3090,1520,38.2,158,0
3091,1448,45.8,163,0
3092,1558,29.7,168,0
3093,2293,16.3,170,0
3094,1397,51.2,173,0
3095,1972,22.0,175,0
3096,1574,36.5,177,0
3097,1560,38.9,180,0
3098,1353,49.8,182,0
3099,1389,51.2,185,0
3100,1513,43.8,188,0
3101,1578,42.1,191,0
3102,1467,37.3,193,0
3103,1412,48.3,198,0
3104,1668,30.3,200,0
3105,1678,29.8,202,0
3106,1612,35.4,205,0
3107,1485,39.9,207,0
3108,1456,39.4,209,0
3109,1504,38.7,212,0
3110,1491,44.3,214,0
3111,1525,33.2,0,0
3112,1759,27.9,5,0
3113,1355,56.7,7,0
3114,1345,56.8,10,0
3115,1683,30.5,13,0
3116,1658,34.8,16,0
3117,1566,34.4,18,0
3118,1469,43.9,20,0
3119,1458,46.9,23,0
3120,1858,23.6,26,0
3121,1563,40.8,28,0
3122,2141,17.9,33,0
3123,1473,46.0,35,0
3124,1498,38.5,37,0
3125,1568,39.7,42,0
3126,1694,27.4,44,0
3127,1499,35.7,46,0
3128,1717,28.3,48,0
3129,1462,42.8,50,0
3130,1642,34.5,53,0
3131,1760,25.4,55,0
3132,1660,32.7,57,0
3133,1557,40.6,59,0
3134,1442,49.2,61,0
3135,1359,51.5,66,0
3136,1342,52.5,68,0
3137,1435,54.8,70,0
3138,1567,36.5,72,0
3139,1376,43.5,74,0
3140,1513,38.7,76,0
3141,2563,12.8,81,1
3142,1521,45.1,86,0
3143,1658,34.7,88,0
3144,1419,42.4,90,0
3145,1478,36.3,95,0
3146,1415,43.5,98,0
3147,1780,26.5,101,0
3148,1440,42.8,104,0
3149,1448,39.7,107,0
3150,1500,35.2,112,0
3151,1513,32.9,117,0
3152,1428,43.8,119,0
3153,1473,42.3,121,0
3154,1483,49.3,124,0
3155,1534,42.5,127,0
3156,1367,54.0,129,0
3157,1467,36.9,131,0
3158,1488,42.2,133,0
3159,1679,30.1,136,0
3160,1409,47.5,138,0
3161,1367,51.2,143,0
3162,1314,63.1,146,0
3163,1480,40.0,148,0
3164,1549,38.9,150,0
3165,1685,31.3,152,0
3166,1536,34.5,154,0
3167,1539,37.7,156,0
3168,1384,45.1,159,0
3169,1614,30.3,161,0
3170,1675,35.5,164,0
3171,1685,32.3,167,0
3172,1386,56.9,170,0
3173,1488,41.3,172,0
3174,1624,32.6,175,0
3175,1600,34.6,177,0
3176,1468,44.7,179,0
3177,1435,45.4,181,0
3178,1564,33.4,183,0
3179,1329,53.6,186,0
3180,1570,36.8,189,0
3181,1433,48.8,191,0
3182,1527,37.0,194,0
3183,1443,50.3,196,0
3184,1616,32.0,199,0
3185,1654,31.0,201,0
3186,1685,27.1,203,0
3187,1456,48.8,205,0
3188,1752,27.8,208,0
3189,1438,51.0,211,0
3190,1551,33.7,214,0
3191,1599,30.1,216,0
3192,1732,33.7,218,0
3193,1418,39.8,221,0
3194,1401,44.5,0,0
3195,1454,51.7,2,0
3196,1635,32.4,4,0
3197,1489,40.3,7,0
3198,1465,40.6,9,0
3199,1463,45.7,11,0
3200,1560,35.4,14,0
3201,1454,44.4,19,0
3202,1479,47.0,22,0
3203,1430,43.4,24,0
3204,1533,38.0,26,0
3205,1404,54.8,29,0
3206,1548,38.4,31,0
3207,1612,33.0,34,0
3208,1642,31.2,37,0
3209,1406,42.2,40,0
3210,1587,31.4,43,0
3211,1364,47.6,45,0
3212,1462,51.4,48,0
3213,1649,32.4,50,0
3214,1752,29.0,52,0
3215,1396,51.2,54,0
3216,2179,16.3,59,0
3217,1653,27.6,62,0
3218,2025,21.4,64,0
3219,1426,53.6,66,0
3220,1503,38.4,68,0
3221,1525,36.5,71,0
3222,1423,49.1,74,0
3223,1435,44.7,76,0
3224,1495,36.5,79,0
3225,1557,33.8,84,0
3226,1474,40.7,87,0
3227,1465,46.0,89,0
3228,1589,34.9,91,0
3229,1475,46.8,94,0
3230,1442,43.2,96,0
3231,1556,36.0,98,0
3232,1425,45.3,100,0
3233,1580,38.3,102,0
3234,1474,40.7,104,0
3235,1489,38.4,109,0
3236,1946,20.5,111,0
3237,1342,62.4,113,1
3238,1758,26.8,116,0
3239,1724,25.6,119,0
3240,1430,48.5,122,0
3241,1612,35.2,124,0
3242,1469,43.4,126,0
3243,1384,42.4,131,0
3244,1724,28.1,133,0
3245,1397,48.0,135,0
3246,1588,32.7,138,0
3247,1468,42.0,141,0
3248,1594,31.1,143,0
3249,1511,39.3,146,0
3250,1493,38.9,149,0
3251,1709,27.0,151,0
3252,1501,36.1,156,0
3253,1668,30.8,158,0
3254,1502,48.9,160,0
3255,1288,58.4,162,0
3256,1491,42.9,165,0
3257,1519,39.6,167,0
3258,1984,19.7,169,0
3259,1643,32.9,171,0
3260,1625,31.6,173,0
3261,2068,17.8,176,0
3262,1469,39.7,179,0
3263,1558,36.3,184,0
3264,1344,54.8,186,0
3265,1455,44.1,188,0
3266,1355,53.6,193,0
3267,1269,56.8,195,1
3268,1550,41.5,197,0
3269,1525,37.8,199,0
3270,1696,32.4,202,0
3271,1937,21.8,205,0
3272,1689,32.1,207,0
3273,1593,30.8,210,0
3274,1565,36.0,213,0
3275,1665,31.4,0,0
3276,1532,36.3,2,0
3277,1438,40.9,7,0
3278,1531,41.6,9,0
3279,1506,40.8,11,0
3280,1382,52.4,13,0
3281,1456,50.8,15,0
3282,1445,45.6,18,0
3283,1515,40.9,21,0
3284,1449,45.5,23,0
3285,1362,50.7,25,0
3286,1687,29.7,30,0
3287,1618,37.6,32,0
3288,1558,32.6,34,0
3289,1662,31.0,37,0
3290,1295,56.6,39,0
3291,1385,42.3,42,0
3292,1479,45.5,44,0
3293,1400,44.3,47,0
3294,1357,54.5,49,0
3295,1657,34.1,52,0
3296,1496,43.4,54,0
3297,1379,43.2,56,0
3298,1548,38.6,59,0
3299,1499,38.1,61,0
3300,1390,45.8,63,0
3301,1538,38.4,65,0
3302,1365,47.7,70,0
3303,1503,48.6,72,0
3304,1390,49.9,74,0
3305,1497,45.7,76,0
3306,1577,48.3,78,0
3307,1432,54.3,81,0
3308,1563,39.9,83,0
3309,1433,43.4,86,0
3310,1384,50.1,88,0
3311,1346,46.7,90,0
3312,1459,44.7,92,0
3313,1639,28.9,94,0
3314,1737,31.9,96,0
3315,1489,43.5,98,0
3316,1492,43.0,100,0
3317,1217,60.6,103,0
