UDI,Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear,y
6759,L,301.7,311.1,1644,32.8,206,0
4670,M,303.3,311.5,1373,47.3,60,1
2656,M,299.8,309.4,1751,27.0,173,0
5169,H,304.1,313.4,1696,29.6,65,0
6717,L,301.3,310.6,1387,53.6,94,0
4249,L,302.6,311.0,1506,37.2,95,0
9649,L,299.1,310.1,1416,41.2,185,0
481,L,297.4,309.0,1583,32.0,166,0
7093,L,300.7,310.2,1493,35.9,10,0
8434,M,298.8,310.1,1501,48.7,192,0
1249,L,297.2,308.6,1489,40.2,214,0
1038,H,296.4,307.5,1596,35.1,75,0
3402,M,301.4,310.7,1617,34.3,101,0
6999,M,300.6,310.7,1388,42.9,190,0
3144,H,300.6,310.0,1419,42.4,90,0
3724,L,302.3,311.2,1758,24.4,68,0
5604,L,302.9,312.2,1340,57.8,90,0
1945,L,298.1,308.1,1791,27.3,63,0
5416,M,302.6,312.4,1410,50.3,33,0
6794,L,301.3,310.7,1608,31.4,86,0
8020,L,301.0,312.1,1675,30.7,200,0
3333,M,301.7,310.8,1671,31.6,137,0
9546,L,299.6,311.0,1430,38.3,124,0
1081,L,297.0,307.8,1774,28.0,188,0
5616,M,303.0,312.2,1257,71.3,122,1
445,L,297.4,308.4,1582,37.2,68,0
1288,L,298.5,309.6,1419,41.5,105,0
4423,M,302.6,310.2,2157,17.2,94,0
6479,L,300.5,309.8,1663,29.1,145,1
5659,M,302.2,311.4,1372,55.1,9,0
8180,L,299.8,311.3,1560,35.4,178,0
7748,M,300.5,311.8,1331,55.3,167,0
7020,L,300.8,310.8,1741,27.1,39,0
7672,M,300.5,311.6,1456,51.1,193,0
2694,M,300.1,309.6,1622,36.1,43,0
9058,M,297.3,308.4,1686,34.5,97,0
5997,M,300.5,310.2,1386,48.2,225,0
6463,H,300.6,310.0,1483,44.0,97,0
3874,L,302.6,311.8,1638,35.1,17,0
371,M,297.5,308.3,1622,37.2,103,0
1001,L,296.3,307.1,1654,29.6,188,0
7637,L,300.4,311.5,1704,29.7,103,0
3162,L,300.4,309.8,1314,63.1,146,0
2626,L,299.7,309.4,1399,39.9,91,0
3893,M,302.3,311.1,1338,53.3,63,0
161,L,298.4,308.2,1282,60.7,216,1
7259,L,300.3,310.4,1742,25.9,7,0
9673,H,299.0,310.2,1744,31.5,0,0
3034,M,300.6,309.7,1934,22.8,15,0
1012,M,296.2,307.3,1451,42.8,11,0
6552,L,301.4,310.7,1616,36.5,121,0
29,L,299.1,309.4,1439,44.2,82,0
9324,L,298.6,309.4,1447,40.2,173,0
2767,M,299.9,309.4,1889,26.0,6,0
7045,M,300.7,310.6,1505,35.6,105,0
9383,L,297.5,308.2,1610,33.6,115,0
1802,M,298.0,307.5,1427,43.6,101,0
4378,M,301.8,309.6,1436,49.0,214,0
861,H,296.1,306.9,1541,32.6,33,0
7118,L,300.9,310.5,1570,40.1,79,0
2699,L,300.0,309.4,2010,20.0,55,0
3283,L,301.2,309.9,1515,40.9,21,0
1731,M,298.3,307.8,1330,55.4,114,0
9006,L,297.2,307.9,1337,58.1,184,0
5869,L,301.5,311.1,1731,27.9,101,0
6657,M,301.4,310.4,1553,44.7,173,0
6138,M,300.9,310.8,1988,19.7,136,0
8916,L,297.1,308.3,1403,54.1,179,0
7064,L,300.7,310.4,1234,51.7,160,0
4805,L,303.7,312.6,1621,38.8,182,0
2998,L,300.5,309.8,1345,62.7,153,0
1360,L,298.7,310.2,1404,50.3,54,0
4118,L,301.9,310.5,1340,55.7,204,1
4447,L,302.5,310.3,1584,35.5,158,0
1426,L,298.6,309.7,1356,54.0,6,0
3507,H,301.6,310.8,1435,47.2,152,0
227,L,298.3,308.4,1329,49.2,166,0
3525,M,301.8,310.8,1365,48.2,199,0
1807,H,298.0,307.6,1593,32.2,118,0
9354,L,298.2,308.8,1345,44.3,37,0
665,L,297.5,308.9,1390,47.4,187,0
4893,L,303.7,312.3,1922,23.1,193,0
5942,L,300.6,310.7,1438,48.5,78,1
7742,L,300.5,312.0,1478,39.0,153,0
6327,L,300.6,310.0,1455,40.4,172,0
724,M,297.4,308.9,1500,46.3,137,0
8695,L,297.2,308.5,1766,25.8,7,0
412,L,297.5,308.7,1429,44.3,201,0
3991,H,302.2,311.2,1692,28.2,122,0
8295,M,298.9,310.5,1525,38.5,27,0
4796,L,303.6,312.5,1431,49.0,162,0
9126,L,297.4,308.5,1569,34.2,72,0
3222,L,300.6,309.6,1423,49.1,74,0
8547,L,298.4,309.3,1716,28.4,66,0
4142,H,301.7,310.1,1462,38.3,49,0
9723,H,298.8,309.8,1911,21.6,126,0
7281,L,299.9,310.2,1288,69.6,62,1
6483,L,300.6,309.9,1480,43.7,153,0
7816,M,299.9,311.3,1703,28.4,134,0
9055,M,297.3,308.4,1521,38.2,87,0
7371,M,299.6,310.1,1455,46.1,76,0
3492,H,301.9,310.9,1590,34.3,106,0
9839,L,298.4,309.2,1425,45.5,11,0
1967,L,297.9,307.6,1515,40.5,118,0
4411,L,302.5,310.2,1586,32.2,64,0
4192,L,302.4,311.0,1317,59.4,179,0
1784,H,298.3,308.0,1553,41.0,52,0
6680,L,301.6,310.8,1392,42.4,3,0
6180,M,301.1,310.9,1396,45.1,12,0
1737,L,298.4,307.9,1544,35.9,132,0
594,L,297.5,309.6,1312,50.7,0,0
7759,L,300.4,311.8,1689,30.8,196,0
7492,L,300.4,311.8,1320,57.9,168,0
6233,L,301.3,311.0,1576,30.4,151,0
8236,M,299.2,310.6,1443,50.9,85,0
8969,L,297.1,307.8,1454,50.6,94,0
6535,L,301.3,310.6,1436,44.2,76,0
5386,H,302.9,312.3,1754,26.9,209,0
1137,L,296.9,307.8,1557,38.1,135,0
9402,M,297.7,308.2,1720,25.6,174,0
3346,L,301.3,310.7,1594,34.1,172,0
6444,L,300.8,310.3,1537,33.3,52,0
9821,M,298.6,309.5,1568,36.7,182,0
9947,L,298.3,307.9,1502,42.0,103,0
9049,M,297.3,308.4,1370,50.5,71,0
3790,L,302.3,310.8,1650,32.4,26,0
7248,M,300.0,310.1,1314,53.5,199,0
3462,H,301.6,310.4,1330,49.5,30,0
6272,M,300.9,310.5,1702,29.3,32,0
8429,M,299.0,310.3,1827,28.0,178,0
3501,H,301.9,311.0,1871,26.0,132,0
8050,H,300.6,311.9,1604,30.5,45,0
6566,L,301.4,310.6,1550,36.8,159,0
3231,L,300.6,309.4,1556,36.0,98,0
8708,L,297.2,308.5,1471,41.7,41,0
679,M,297.8,309.2,1295,61.2,12,0
2538,H,298.9,308.7,1353,48.1,79,0
836,M,296.7,307.4,1533,32.5,182,0
3392,L,301.5,310.7,1466,47.3,77,0
3048,L,300.2,309.4,1558,38.3,51,0
422,M,297.3,308.3,1657,31.1,8,0
1824,L,298.1,307.7,1414,48.7,159,0
3762,M,302.4,311.0,1490,37.1,168,0
6625,L,301.7,310.7,1532,39.8,92,0
1188,M,297.4,308.6,1522,38.0,33,0
3705,M,302.0,311.2,1400,49.5,20,0
799,M,296.9,307.8,1828,24.6,91,0
966,L,295.8,306.6,1508,46.5,99,0
2097,M,299.5,309.4,1387,56.2,32,0
2350,M,299.3,308.5,1386,42.2,30,0
6949,L,300.7,311.2,1457,51.4,61,0
8461,L,298.7,309.9,1372,54.7,44,0
4242,L,302.4,311.0,1475,47.9,79,0
8625,H,297.5,308.4,1490,39.7,34,0
324,L,297.8,308.5,1561,46.3,194,0
4475,L,302.7,310.5,1563,35.0,8,0
4764,L,303.7,312.1,1443,45.9,74,0
2873,L,300.8,309.6,1680,28.7,22,0
7788,L,300.3,311.5,1378,47.5,64,0
320,L,297.8,308.4,1612,32.1,183,0
5668,L,302.2,311.4,2080,19.2,31,0
247,L,297.9,308.1,1585,33.5,212,0
843,M,296.6,307.5,1566,35.0,201,0
6697,L,301.7,310.9,1636,31.3,42,0
4886,H,303.8,312.5,1748,25.1,175,0
866,L,295.9,306.6,1414,50.2,51,0
8372,L,298.7,309.7,1881,21.7,29,0
3992,L,302.3,311.3,1682,34.4,127,0
5804,L,301.5,310.9,1671,31.1,170,0
5916,M,300.6,310.2,1532,38.7,16,0
9357,L,298.3,308.9,1270,52.7,44,0
405,L,297.3,308.6,1297,45.9,184,0
8125,L,300.2,311.4,1568,41.0,32,0
7331,H,299.8,310.2,1537,36.6,191,0
1796,M,298.1,307.7,1498,38.3,81,0
3812,M,302.1,310.7,1608,30.3,81,0
9413,L,298.0,308.5,1702,26.7,203,0
3499,L,301.9,311.0,1289,54.9,128,0
7682,L,300.7,311.8,1443,43.7,217,0
1280,M,298.3,309.6,1531,40.1,81,0
8192,M,299.6,310.9,1630,29.8,206,0
4807,H,303.6,312.5,1375,54.0,186,0
1201,M,296.9,308.0,1430,55.9,71,0
6086,L,300.9,310.6,1538,36.7,3,0
927,L,295.6,306.1,1372,55.6,215,1
2353,M,299.3,308.5,1422,45.4,37,0
8755,L,297.4,308.6,1635,30.5,159,0
367,M,297.6,308.5,1552,40.9,90,0
9084,M,297.2,307.9,1541,35.7,169,0
3196,M,300.0,309.2,1635,32.4,4,0
3332,L,301.7,310.8,1559,44.5,135,0
1776,L,298.5,308.0,1404,48.1,32,0
2840,M,300.4,309.4,1362,42.1,182,0
5299,M,303.7,313.1,2130,18.1,185,0
2270,L,299.3,308.6,1314,48.2,65,0
160,L,298.4,308.2,1471,47.0,214,0
4785,L,303.9,312.6,1642,32.3,127,0
6190,M,301.0,310.9,1910,21.9,37,0
2868,H,300.7,309.6,1390,48.5,7,0
4355,L,302.0,309.8,1456,58.1,145,0
2290,L,299.4,308.7,1504,37.8,112,0
5195,M,303.9,313.1,1668,34.4,137,0
9182,L,297.9,309.1,1521,36.1,15,0
4963,M,304.0,312.7,1456,51.2,160,0
1764,L,298.2,307.6,1511,31.0,209,1
8203,L,299.3,310.9,1669,32.4,5,0
8488,L,298.4,309.4,1392,50.1,117,0
9600,L,299.0,310.1,1463,37.4,56,0
1533,M,298.1,308.9,1417,39.2,65,0
4090,M,301.9,310.5,1590,40.3,130,0
6570,M,301.4,310.7,1375,42.0,168,0
6587,L,301.5,310.6,1453,44.0,208,0
8654,M,297.4,308.3,1335,57.9,113,0
4098,L,301.9,310.4,1518,34.1,155,0
8176,M,299.9,311.3,1445,41.2,169,0
6598,L,301.5,310.6,1481,46.8,20,0
1475,M,298.5,309.5,1366,61.9,130,0
1738,L,298.4,307.9,1743,27.3,134,0
9577,L,299.6,310.7,1922,23.3,205,1
39,H,298.9,309.2,1379,50.7,106,0
4871,M,303.7,312.4,1631,28.5,132,0
7549,L,300.2,311.4,1495,43.6,95,0
7388,H,299.8,310.6,1423,44.6,116,0
5454,L,303.0,312.6,1451,42.1,125,0
4479,L,302.5,310.2,1477,41.6,16,0
1044,L,296.5,307.6,1431,45.2,90,0
283,M,298.1,308.1,1390,49.8,85,0
8315,L,298.8,309.9,1739,30.6,83,0
4003,L,302.1,311.2,1454,59.2,153,1
805,M,296.9,307.8,1544,37.6,109,0
2220,M,299.6,309.1,1435,48.4,143,0
7648,L,300.4,311.4,1728,31.7,133,0
6137,H,300.9,310.8,1390,40.6,131,0
1452,L,298.9,310.4,1831,25.4,81,0
5121,M,304.2,313.6,1424,43.7,151,0
9496,H,299.3,310.0,1373,44.8,221,0
7613,M,300.5,311.4,1743,27.6,46,0
7891,L,300.8,312.4,1767,25.6,105,0
7679,M,300.6,311.7,1389,52.1,210,0
3557,L,301.9,310.8,1735,31.5,66,0
9241,M,298.1,308.7,1362,49.6,158,0
628,L,298.4,310.1,1455,42.2,94,0
3238,M,300.9,309.5,1758,26.8,116,0
6745,M,301.7,311.0,1298,58.1,168,0
9378,H,297.7,308.3,1488,41.0,101,0
2486,L,298.8,308.6,1593,35.5,175,0
7268,L,300.5,310.5,1695,26.7,28,0
1063,L,296.8,307.9,1372,49.0,140,0
6673,L,301.6,310.7,1424,50.5,214,0
5439,L,302.9,312.5,1683,32.1,85,0
8532,L,298.6,309.3,1449,46.5,26,0
2294,L,299.5,308.9,1520,38.3,122,0
3078,L,300.1,309.3,1841,23.0,125,0
3535,M,302.0,311.1,1769,26.0,10,0
5348,L,303.3,312.7,1262,63.8,100,0
6039,L,300.7,311.0,1496,38.3,99,0
5771,L,301.6,311.2,1408,42.9,89,0
5631,M,302.8,312.2,1615,32.9,159,0
6133,L,301.1,311.1,1429,42.5,123,0
7280,L,300.0,310.1,1465,40.9,60,0
1787,L,298.4,308.2,1618,33.0,61,0
5069,M,304.3,313.3,1540,39.0,14,0
4915,M,303.5,312.3,1532,41.7,32,0
1372,M,298.7,310.3,1495,38.7,88,0
46,L,298.8,309.1,1489,49.1,128,0
2905,L,300.6,309.4,2496,13.5,111,0
5266,M,303.5,312.9,1883,23.3,100,0
1638,L,297.9,307.8,1665,33.9,102,0
808,L,297.0,307.7,1867,22.8,118,0
8157,L,299.6,310.8,1644,30.9,114,0
4424,M,302.6,310.2,1563,39.0,97,0
2179,L,299.6,309.2,1602,37.3,31,0
9039,L,297.3,308.3,2358,14.9,49,0
2341,L,299.1,308.1,1479,40.7,10,0
1229,M,297.1,308.4,1583,38.2,150,0
9831,L,298.3,309.3,1337,56.1,206,1
9759,L,298.6,309.8,2271,16.2,218,1
3365,L,301.4,310.5,1633,39.5,0,0
9215,L,298.0,308.9,1508,37.1,92,0
4601,L,303.0,311.0,1359,44.2,115,1
5057,M,303.9,312.9,1430,53.5,189,0
9206,L,297.8,308.8,1579,32.9,70,0
193,H,298.2,308.4,1398,51.8,76,0
6989,L,300.7,311.1,1478,46.8,165,0
5953,L,300.7,310.8,1563,33.8,104,0
2745,L,299.7,309.2,1620,30.0,168,0
7747,M,300.4,311.7,1508,45.4,164,0
7554,L,300.3,311.3,1505,39.6,107,0
4836,M,303.4,311.9,1419,50.9,39,0
9710,M,299.0,310.0,1486,34.6,91,0
4510,L,302.4,310.1,1429,43.7,104,0
9709,L,299.0,310.1,1664,29.7,89,0
4678,H,303.5,311.6,1466,47.0,80,0
3285,H,301.2,309.9,1362,50.7,25,0
6071,L,300.9,310.9,1615,32.0,183,0
5467,M,302.9,312.3,1426,44.7,157,0
8220,L,299.0,310.4,1504,34.3,48,0
4112,M,302.0,310.6,1563,41.0,184,0
7536,L,300.0,311.2,1629,31.7,62,0
7824,L,300.0,311.3,1484,53.2,158,0
6222,M,301.2,310.9,1359,50.8,118,0
1474,M,298.5,309.5,1315,48.9,127,0
2926,M,300.7,309.6,1388,51.1,160,0
7740,L,300.5,311.9,1576,31.1,149,0
291,L,298.1,308.4,1438,45.6,105,0
3769,L,302.2,311.0,1555,34.2,185,0
8098,L,300.3,311.7,1452,41.5,172,0
4597,L,303.0,311.2,1361,47.6,106,1
7564,M,300.4,311.2,1831,23.4,133,0
6674,L,301.6,310.7,1380,51.8,216,1
974,L,295.9,306.6,1679,30.4,117,0
6706,M,301.5,310.6,1382,58.1,67,0
5782,M,301.7,311.1,1618,36.7,115,0
7194,L,300.1,310.1,1306,64.7,57,0
629,M,298.4,310.1,1335,57.8,96,0
9083,L,297.2,307.9,1309,49.6,167,0
8731,H,297.3,308.7,1569,33.9,93,0
9527,M,299.2,310.4,1395,55.4,76,0
944,M,295.6,306.2,1477,45.0,40,0
517,L,297.5,309.3,1732,29.9,32,0
1108,M,296.7,307.5,1515,42.1,55,0
775,L,296.8,307.9,1448,48.8,31,0
1083,H,297.1,307.9,1420,39.8,192,0
2954,L,300.7,309.5,1578,35.4,34,0
64,M,298.9,309.0,1812,25.9,174,0
7768,H,300.2,311.4,1319,54.6,15,0
7532,H,300.1,311.4,1377,56.7,50,0
9901,H,298.7,309.2,1449,42.3,182,0
5332,L,303.7,312.8,1448,44.5,55,0
8243,M,299.0,310.3,1689,29.7,101,0
3844,L,302.5,311.2,1227,60.1,167,0
9424,L,298.1,308.5,1676,30.5,22,0
3942,L,302.2,311.4,1987,19.9,200,0
881,M,295.8,306.3,1235,76.2,89,1
6254,L,300.9,310.4,1615,30.9,200,0
2946,H,300.7,309.6,1925,20.5,9,0
8836,H,297.4,308.8,1324,53.5,169,0
2241,L,299.2,308.5,1457,44.7,195,0
9922,M,298.5,308.7,1347,48.5,33,0
5908,H,300.8,310.4,1419,46.4,200,0
8296,L,298.9,310.4,1739,26.3,30,0
7576,L,300.4,311.2,1471,46.5,164,0
3227,L,300.5,309.3,1465,46.0,89,0
6387,L,300.2,309.7,1656,34.3,120,0
3400,L,301.4,310.7,1605,34.2,94,0
1065,M,296.8,307.9,1409,44.3,145,0
3779,M,302.4,311.1,1366,54.4,0,0
6083,L,300.9,310.7,1352,46.4,212,0
9848,L,298.4,309.1,1362,46.1,37,0
3240,L,301.0,309.5,1430,48.5,122,0
8310,M,298.7,310.0,1459,40.2,69,0
6589,L,301.6,310.7,1457,40.4,213,0
4460,L,302.6,310.4,1743,26.3,191,0
4147,L,301.8,310.3,1482,41.4,63,0
9371,H,297.7,308.4,1418,51.9,77,0
3383,L,301.3,310.6,1510,38.5,47,0
2590,L,299.0,308.7,2250,16.6,208,0
2733,L,299.7,309.2,1346,57.4,138,0
9582,L,299.4,310.6,1418,53.1,10,0
7983,L,301.0,312.3,1488,42.6,107,0
8787,L,297.5,308.5,1306,50.7,38,0
6398,M,300.0,309.6,1587,32.6,152,0
3778,M,302.4,311.1,1721,30.1,210,0
2715,M,299.6,309.1,1366,55.2,95,0
6799,L,301.2,310.7,1676,32.4,98,0
2476,L,298.9,308.5,1459,43.1,147,0
3409,M,301.2,310.4,1382,41.6,117,0
5927,L,300.2,310.1,1440,51.1,41,0
6847,M,301.2,311.5,1498,49.5,3,0
1278,M,298.2,309.4,1408,46.5,76,0
3761,L,302.3,310.9,1377,46.8,166,1
2716,M,299.5,309.0,1701,28.6,98,0
2682,L,299.8,309.5,1545,32.2,18,0
8673,L,297.5,308.8,1312,50.3,159,0
6014,L,300.7,310.8,1597,30.5,38,0
9552,L,299.4,310.8,1391,48.9,139,0
9125,L,297.4,308.4,1426,50.4,70,0
4971,L,303.8,312.6,1565,36.0,179,0
9172,M,297.7,308.8,1388,45.6,190,0
1030,M,296.2,307.3,1477,35.2,53,0
4441,L,302.5,310.3,1446,44.0,146,0
8175,L,299.9,311.3,1371,52.3,167,0
167,H,298.4,308.2,1612,32.6,10,0
3364,L,301.4,310.6,1555,43.3,212,0
6748,M,301.8,311.1,1597,29.8,177,0
6826,L,301.0,310.9,1828,25.1,166,0
8824,M,297.3,308.8,1447,57.4,134,0
3160,H,300.4,309.8,1409,47.5,138,0
2579,L,299.4,309.3,1391,46.6,185,0
66,L,299.0,309.1,1394,45.1,179,0
1187,L,297.3,308.4,1417,47.8,31,0
7395,L,299.7,310.6,1479,38.0,137,0
3155,L,300.4,309.7,1534,42.5,127,0
4239,M,302.3,311.0,1521,34.8,72,0
654,L,297.8,309.3,2015,20.1,161,0
1425,L,298.7,309.7,1462,46.8,4,0
7774,L,300.3,311.4,1759,24.8,34,0
5105,L,304.1,313.5,1469,44.6,113,0
9957,M,298.2,307.8,1578,34.5,127,0
122,L,298.9,308.7,1558,41.2,110,0
9555,M,299.3,310.7,1440,45.5,146,0
4727,M,303.4,311.8,2133,18.3,207,0
5555,M,302.5,312.0,1521,40.2,174,0
5499,M,302.9,312.5,1903,21.2,23,0
3523,L,301.8,311.0,1651,32.5,195,0
2574,L,299.5,309.2,1499,41.5,175,0
2811,L,299.8,309.1,1772,24.8,113,0
4594,L,303.0,311.2,1409,41.9,98,0
1125,M,296.7,307.8,1258,69.0,105,1
5262,L,303.4,312.8,1513,35.8,92,0
9450,M,298.1,308.8,1434,41.8,93,0
65,L,299.0,309.1,1523,38.6,177,0
9031,M,297.5,308.4,1403,44.3,25,0
732,M,297.3,308.6,1431,53.0,160,0
4679,H,303.6,311.7,1476,40.1,85,0
3472,L,301.8,310.7,1441,49.3,58,0
4811,M,303.4,312.1,1499,39.4,197,0
4524,L,302.5,310.4,1488,48.4,134,0
3324,L,301.5,310.5,1589,36.7,118,0
6866,L,301.1,311.4,1531,38.7,55,0
7584,L,300.3,311.1,1480,46.6,185,0
4307,L,301.6,310.0,1869,22.9,18,0
4852,L,303.7,312.1,1363,51.8,90,1
1097,L,297.0,307.6,1680,35.8,20,0
2277,L,299.3,308.7,1393,54.2,80,0
9437,L,298.0,308.6,1481,42.5,54,0
7713,L,300.5,311.5,1499,37.6,73,0
5669,M,302.2,311.4,1432,45.3,33,0
5276,L,303.7,313.1,1423,41.2,124,0
1944,L,298.1,308.0,1704,30.9,61,0
6637,M,301.5,310.5,1774,25.5,121,0
5495,L,302.8,312.4,1368,49.5,10,0
4799,L,303.5,312.5,1457,46.4,168,0
5915,L,300.7,310.3,1592,36.0,14,0
6519,H,301.0,310.0,1212,67.9,30,0
1876,L,298.3,308.0,1363,50.1,96,0
6005,L,300.5,310.4,1761,26.5,12,0
8423,H,298.9,310.3,1243,63.0,163,0
2152,M,299.3,308.7,1289,51.5,185,0
6245,M,301.0,310.4,1665,30.9,177,0
4535,L,302.4,310.2,1633,28.0,164,0
6120,L,300.9,311.1,1471,39.3,91,0
2129,L,299.4,309.0,1800,24.3,128,0
8040,L,300.8,311.9,1560,31.8,21,0
7385,L,299.7,310.4,1614,36.2,108,0
4675,L,303.4,311.5,1414,44.8,71,0
1490,M,298.2,309.0,1723,26.6,168,0
8470,M,298.6,309.7,1280,64.1,71,0
7075,M,300.7,310.6,1488,39.2,189,0
3208,M,300.2,309.0,1642,31.2,37,0
411,M,297.5,308.6,1472,44.9,198,0
9651,M,299.1,310.0,1437,41.1,192,0
7520,L,300.2,311.6,1999,21.0,19,0
2547,L,299.2,309.1,1605,34.3,107,0
5406,L,302.7,312.4,1444,48.7,9,0
2646,H,299.9,309.5,1547,38.5,148,0
8035,L,300.7,311.8,1564,36.8,11,0
6723,L,301.4,310.7,1657,28.7,108,0
1096,L,296.9,307.5,2721,9.3,18,1
743,L,296.8,308.2,1643,34.7,191,0
2833,M,300.4,309.3,1467,40.3,166,0
9237,L,298.1,308.7,1556,31.6,145,0
3192,M,300.1,309.2,1732,33.7,218,0
3016,L,300.5,309.7,1589,30.5,198,0
1436,H,298.8,309.9,1526,42.1,30,0
2513,L,298.9,308.8,1530,38.3,23,0
1844,L,297.6,307.1,1496,39.2,12,0
7557,L,300.3,311.4,1471,37.0,114,0
7341,L,299.7,310.3,1386,46.6,2,0
3836,M,302.3,311.1,1435,43.1,149,0
1674,M,298.1,307.8,1384,43.7,200,0
4698,M,303.5,311.6,1573,34.0,134,0
5497,M,302.9,312.5,1924,24.0,17,0
2588,L,299.0,308.7,2248,16.8,204,0
7927,L,300.7,311.9,1335,57.1,194,1
7467,H,300.3,311.6,1801,23.6,97,0
7263,M,300.4,310.6,1545,35.6,16,0
4401,L,302.3,310.1,1353,50.9,36,1
3093,M,300.0,309.3,2293,16.3,170,0
9510,M,299.2,310.4,1502,39.8,34,0
3835,M,302.3,311.1,1295,57.1,146,0
6299,L,301.1,310.5,1428,44.1,103,0
9259,H,298.3,309.0,1379,43.2,0,0
9929,M,298.4,308.5,1576,27.4,55,0
7077,L,300.7,310.5,1960,21.0,194,0
2827,M,300.3,309.4,1612,33.1,150,0
7106,L,300.9,310.4,1536,34.2,45,0
3337,L,301.6,310.8,1535,35.4,148,0
508,H,297.8,309.4,1445,48.2,10,0
1617,H,297.8,307.8,1662,30.7,48,0
9025,L,297.4,308.3,1366,45.5,11,0
9976,M,298.6,308.3,1589,34.1,174,0
9251,H,298.3,309.0,1823,25.9,181,0
3173,M,300.3,309.6,1488,41.3,172,0
3907,L,302.3,311.2,1297,62.5,109,0
9242,L,298.1,308.7,1683,29.1,161,0
7184,L,300.2,310.3,1445,50.9,34,0
6997,M,300.5,310.6,1621,32.0,184,0
4013,M,302.2,311.2,1360,52.8,176,0
2510,L,299.0,308.9,1511,35.9,16,0
8596,M,297.5,308.2,1624,30.9,186,0
1859,M,297.8,307.4,1488,36.1,57,0
1953,L,298.0,307.8,1266,60.5,81,0
5889,M,301.5,311.1,1507,38.6,149,0
7053,H,300.6,310.4,1510,42.8,124,0
9432,L,298.0,308.6,1430,57.0,43,0
8483,L,298.4,309.5,1520,38.1,106,0
8462,L,298.7,309.9,1446,43.3,46,0
2109,H,299.4,309.0,1415,51.7,62,0
1236,H,297.1,308.4,1654,31.4,171,0
7134,M,300.5,309.9,1552,41.3,116,0
6739,H,301.8,311.1,1463,50.1,149,0
3549,L,301.9,310.9,1616,34.5,46,0
99,L,298.9,308.8,1529,32.7,53,0
8117,L,300.3,311.8,2004,19.6,12,0
719,L,297.5,308.8,1477,39.0,127,0
9518,L,298.9,310.1,1523,39.1,53,0
5206,L,303.7,312.7,1468,43.3,168,0
6006,L,300.6,310.5,1570,38.3,14,0
8105,L,300.3,311.9,1692,31.5,187,0
7108,H,300.9,310.5,1512,41.2,49,0
5136,L,304.1,313.3,1883,24.5,190,0
3106,L,299.8,309.1,1612,35.4,205,0
9108,M,297.5,308.5,1662,30.3,26,0
6882,L,301.0,311.4,1573,37.6,103,0
1887,L,297.9,307.6,1503,40.7,124,0
5340,M,303.4,312.7,1594,32.8,79,0
4825,L,303.4,311.8,1499,45.0,16,0
1328,L,298.8,310.2,1814,26.8,204,0
1597,L,298.0,308.1,1877,24.3,0,0
3602,L,301.7,310.5,1377,43.1,183,0
6561,L,301.6,310.8,1961,21.8,148,0
7939,L,300.8,311.7,1681,31.3,221,0
1412,L,298.9,310.1,1944,23.4,192,0
3039,L,300.4,309.5,1349,50.4,30,0
5308,L,304.0,313.3,1530,34.8,211,0
7780,L,300.5,311.7,1811,26.8,47,0
8543,H,298.4,309.4,1512,35.3,51,0
8317,L,298.8,309.8,1463,40.0,90,0
7784,L,300.3,311.5,1667,28.8,56,0
9287,L,298.2,308.9,1605,32.0,79,0
4994,L,303.8,312.9,1819,23.7,16,0
9250,L,298.3,309.0,1657,32.2,179,0
6362,M,300.1,309.7,1348,57.3,48,0
45,M,298.8,309.1,1472,47.5,125,0
1046,H,296.4,307.5,1403,52.8,94,0
7429,M,300.0,311.4,1864,23.3,2,0
2264,M,299.2,308.4,1529,43.0,50,0
3311,L,301.3,310.4,1346,46.7,90,0
6492,L,300.8,310.0,1468,52.7,178,0
4202,L,302.4,311.0,2211,15.4,203,0
4130,M,301.8,310.3,1666,32.7,19,0
9271,L,298.2,308.8,1302,60.4,34,0
3882,L,302.5,311.5,1521,44.1,37,0
6623,L,301.7,310.7,1493,51.1,87,0
5988,L,300.7,310.8,1608,39.5,202,0
2352,L,299.2,308.4,1393,48.4,35,0
2177,M,299.6,309.3,1387,48.3,25,0
5491,L,302.6,312.1,1288,68.5,0,1
1367,M,298.7,310.1,1368,56.8,72,0
6303,L,301.2,310.6,1437,51.2,112,0
6942,L,300.8,311.4,1316,57.6,43,0
4870,L,303.7,312.4,1718,26.5,130,0
8881,L,298.0,309.2,1458,39.8,87,0
5106,L,304.1,313.4,1374,56.6,115,0
454,L,297.4,308.7,1510,36.2,92,0
720,L,297.4,308.8,1447,58.1,129,0
5522,L,302.6,311.9,1397,46.9,82,0
9661,M,298.9,309.8,1392,43.1,218,0
2644,M,299.8,309.4,1401,48.1,143,0
170,L,298.4,308.3,1318,59.1,22,0
4406,L,302.4,310.2,1331,45.5,53,1
4944,H,303.6,312.6,1436,42.0,110,0
7644,H,300.4,311.4,1427,50.7,122,0
86,M,299.0,309.0,1804,26.8,17,0
4611,L,303.1,311.2,1394,45.3,144,0
3295,L,301.1,310.2,1657,34.1,52,0
9127,L,297.4,308.5,1477,40.7,74,0
5459,L,303.1,312.6,1514,42.1,138,0
1697,L,297.9,307.6,1550,39.0,35,0
8523,H,298.3,309.4,1631,29.8,0,0
7305,L,300.1,310.5,1394,44.3,121,0
5440,L,303.0,312.5,1626,30.5,87,0
6671,L,301.5,310.6,1998,20.2,210,0
