index,elevation,dominant_land_cover,X5_Ct_2010_Da,X5_Bf_2010_Da,param1,param2,y
3577,158,2,1204.169264,13.45856279,44.75,36.25,0
3578,197,2,902.3791892,0.0,36.25,35.75,0
3579,160,2,710.3248117,5.75e-05,36.75,35.75,0
3580,168,8,301.0746113,0.003645014,37.25,35.75,0
3581,163,9,173.3319046,0.000376195,37.75,35.75,0
3582,169,9,27.77473201,0.0,38.25,35.75,0
3583,160,9,51.00400037,3.1e-14,38.75,35.75,0
3584,162,9,116.7743285,0.0,39.25,35.75,0
3585,164,9,986.1862878,1.5e-07,39.75,35.75,0
3586,163,9,478.3339985,4.64e-14,40.25,35.75,0
3587,156,2,293.4274216,12.73578993,40.75,35.75,0
3588,159,9,91.22806717,5.116584589,41.25,35.75,0
3589,157,9,139.8301494,25.56370952,41.75,35.75,0
3590,159,8,49.70300351,21.40408016,42.25,35.75,0
3591,190,2,601.3213745,0.0,36.25,35.25,0
3592,169,2,527.9887243,24.95164613,36.75,35.25,0
3593,175,8,316.8414259,7.551589108,37.25,35.25,0
3594,178,9,115.3952732,0.599026452,37.75,35.25,0
3595,175,9,117.7062507,0.0,38.25,35.25,0
3596,172,9,59.00666341,0.0,38.75,35.25,0
3597,170,9,56.36638072,0.0,39.25,35.25,0
3598,160,9,477.7254915,1.25e-12,39.75,35.25,0
3599,158,2,1816.044438,0.43730216,40.25,35.25,0
3600,159,9,469.8402136,5.28e-10,40.75,35.25,0
3601,161,9,407.8043994,1.56e-14,41.25,35.25,0
3602,164,9,50.70333781,18.62620655,41.75,35.25,0
3603,162,9,18.85661853,23.91582073,42.25,35.25,0
3604,171,2,944.6532683,1e-08,36.25,34.75,0
3605,177,2,1059.043576,4.66e-08,36.75,34.75,0
3606,192,9,369.7331938,0.0,37.25,34.75,0
3607,170,9,144.8747437,0.0,37.75,34.75,0
3608,167,9,95.93482405,0.0,38.25,34.75,0
3609,163,9,83.83028991,0.0,38.75,34.75,0
3610,162,9,83.73533521,0.0,39.25,34.75,0
3611,167,9,149.7619074,6.27e-14,39.75,34.75,0
3612,160,9,493.3681553,2.04e-11,40.25,34.75,0
3613,154,2,2714.529396,0.001337258,40.75,34.75,0
3614,157,9,145.9866995,4.06e-10,41.25,34.75,0
3615,160,9,68.66760681,6.84e-11,41.75,34.75,0
3616,164,9,105.3165323,3.87e-12,42.25,34.75,0
3617,93,4,308.9682258,0.0,36.25,34.25,0
3618,170,9,688.521883,0.0,36.75,34.25,0
3619,170,9,127.975198,0.0,37.25,34.25,0
3620,193,9,69.9030924,0.0,37.75,34.25,0
3621,170,9,85.74771691,6.57e-11,38.25,34.25,0
3622,175,9,69.74355592,1.58e-14,38.75,34.25,0
3623,172,9,63.87855615,0.0,39.25,34.25,0
3624,174,9,74.96455536,2.06e-11,39.75,34.25,0
3625,168,9,354.5951476,1.1e-13,40.25,34.25,0
3626,169,9,104.6464488,3.15e-14,40.75,34.25,0
3627,167,9,121.4485741,0.00019563,41.25,34.25,0
3628,159,9,120.3564456,4.34e-12,41.75,34.25,0
3629,159,9,196.5065545,6.83e-12,42.25,34.25,0
3630,147,8,1826.822099,0.0,36.25,33.75,0
3631,171,9,748.2680479,0.0,36.75,33.75,0
3632,171,9,504.1687011,0.0,37.25,33.75,0
3633,174,9,54.68131639,2.58e-09,37.75,33.75,0
3634,174,9,39.15920415,7.55e-12,38.25,33.75,0
3635,176,9,46.98072302,0.036117983,38.75,33.75,0
3636,176,9,86.05020924,1.35e-12,39.25,33.75,0
3637,175,9,40.86101181,8.49e-10,39.75,33.75,0
3638,176,9,33.24962832,7.93e-13,40.25,33.75,0
3639,170,9,41.34644835,1.65e-12,40.75,33.75,0
3640,169,9,117.7536474,2.3e-12,41.25,33.75,0
3641,165,9,84.63192947,3.8e-13,41.75,33.75,0
3642,158,9,104.449867,1.6e-10,42.25,33.75,0
3643,180,8,1889.399131,0.0,36.25,33.25,0
3644,177,9,408.9403507,0.0,36.75,33.25,0
3645,167,9,599.6720104,0.0,37.25,33.25,0
3646,175,9,135.131278,0.0,37.75,33.25,0
3647,178,9,28.78678341,6.86e-13,38.25,33.25,0
3648,175,9,24.73725461,0.0,38.75,33.25,0
3649,178,9,44.95300163,7.41e-09,39.25,33.25,0
3650,176,9,43.84310547,1.02e-10,39.75,33.25,0
3651,178,9,48.30721058,3.1e-12,40.25,33.25,0
3652,176,9,35.11009859,3.03e-12,40.75,33.25,0
3653,167,9,32.45512571,5.66e-12,41.25,33.25,0
3654,165,9,60.10802199,2.84e-05,41.75,33.25,0
3655,163,9,51.64910728,0.000263917,42.25,33.25,0
3656,177,2,1776.045207,0.0,36.25,32.75,0
3657,198,4,118.2023429,0.0,36.75,32.75,0
3658,180,9,17.43566717,0.0,37.25,32.75,0
3659,176,9,12.87059088,0.0,37.75,32.75,0
3660,177,9,17.0520454,0.0,38.25,32.75,0
3661,178,9,10.99232466,0.0,38.75,32.75,0
3662,180,9,34.18491077,2.71e-09,39.25,32.75,0
3663,173,9,44.24435807,1.28e-10,39.75,32.75,0
3664,180,9,34.8094415,1.62e-11,40.25,32.75,0
3665,175,9,36.38203846,1.39e-11,40.75,32.75,0
3666,167,9,39.32076683,1.91e-10,41.25,32.75,0
3667,166,9,40.20214364,1.34e-09,41.75,32.75,0
3668,164,9,42.4849424,0.001342806,42.25,32.75,0
3669,147,4,4622.745213,0.0,80.25,9.75,0
3670,151,4,1995.561224,313.3549037,80.25,9.25,0
3671,151,4,2191.161321,1150.29858,80.75,9.25,0
3672,151,4,2358.940075,109.0881708,80.25,8.75,0
3673,152,4,1358.514424,678.4604632,80.75,8.75,0
3674,151,5,1672.516066,1211.780174,80.25,8.25,0
3675,155,5,1596.238044,249.826411,80.75,8.25,0
3676,146,4,1362.793656,370.6670456,81.25,8.25,0
3677,149,2,2126.137082,1086.509039,80.25,7.75,0
3678,144,2,1545.989626,431.2641739,80.75,7.75,0
3679,149,2,1991.957193,159.0365968,81.25,7.75,0
3680,160,4,523.2011504,264.1785186,80.25,7.25,0
3681,175,4,2359.86265,132.2750465,80.75,7.25,0
3682,165,4,905.8150015,1542.429654,81.25,7.25,0
3683,145,2,3641.021407,1670.445206,81.75,7.25,0
3684,145,4,161.5233988,381.9845662,80.25,6.75,0
3685,104,4,250.9788302,221.5331591,80.75,6.75,0
3686,154,2,1060.031732,576.5232893,81.25,6.75,0
3687,145,4,0.0,0.0,81.75,6.75,0
3688,145,5,445.7702122,624.7840232,80.25,6.25,0
3689,145,2,858.5149127,1654.08226,80.75,6.25,0
3690,145,2,1520.906593,973.1412054,81.25,6.25,0
3691,151,2,904.3400499,0.0,19.25,45.75,0
3692,151,2,1066.829042,0.0,19.75,45.75,0
3693,150,2,1253.919829,0.0,20.25,45.75,0
3694,150,1,397.4000455,0.240045813,20.75,45.75,0
3695,152,4,349.5572882,0.0,19.75,45.25,0
3696,151,2,470.455277,0.0,20.25,45.25,0
3697,154,2,544.78293,0.0,20.75,45.25,0
3698,152,2,1512.409189,0.0,19.75,44.75,0
3699,150,2,473.6126597,0.0,20.25,44.75,0
3700,150,4,404.9362187,0.0,20.75,44.75,0
3701,147,1,404.0250024,0.0,21.25,44.75,0
3702,166,2,1523.946823,0.0,19.75,44.25,0
3703,159,2,430.1519907,0.0,20.25,44.25,0
3704,163,2,1188.075769,0.0,20.75,44.25,0
3705,161,2,880.4047031,0.0,21.25,44.25,0
3706,160,2,360.6174874,0.0,21.75,44.25,0
3707,168,3,244.015057,0.0,22.25,44.25,0
3708,186,1,601.3794074,0.0,19.75,43.75,0
3709,165,4,1044.258872,0.0,20.25,43.75,0
3710,156,1,1214.876689,0.0,20.75,43.75,0
3711,156,2,446.8702027,0.0,21.25,43.75,0
3712,167,4,388.6004988,0.0,21.75,43.75,0
3713,152,4,308.5093377,0.0,22.25,43.75,0
3714,164,2,102.9524497,0.03824424,22.75,43.75,0
3715,184,4,645.6373083,0.0,19.25,43.25,0
3716,186,4,363.4449205,0.0,19.75,43.25,0
3717,176,2,1079.566566,0.0,20.25,43.25,0
3718,152,2,766.1553727,0.0,21.25,43.25,0
3719,157,2,485.577697,0.0,21.75,43.25,0
3720,191,4,46.89790317,0.0,22.25,43.25,0
3721,155,2,188.3163258,0.0,22.75,43.25,0
3722,176,4,394.7467143,0.0,19.25,42.75,0
3723,157,4,548.1908323,0.0,19.75,42.75,0
3724,185,4,500.0567729,0.0,21.75,42.75,0
3725,198,4,156.8329071,0.0,22.25,42.75,0
3726,169,4,330.1806536,0.532052647,22.75,42.75,0
3727,147,11,0.0,0.0,19.25,42.25,0
3728,152,4,808.1463792,0.0,19.75,42.25,0
3729,151,4,1140.51243,0.0,20.25,42.25,0
3730,174,2,620.4410395,0.374475001,21.75,42.25,0
3731,135,4,562.0941322,0.883214041,22.25,42.25,0
3732,165,4,15.2685941,0.004661163,22.75,42.25,0
3733,151,2,2536.07618,0.0,34.75,31.75,0
3734,160,9,9.145161204,0.0,35.25,31.75,0
3735,205,2,198.4346352,0.0,35.75,31.75,0
3736,180,9,3.406031835,0.0,36.25,31.75,0
3737,171,9,2.611681001,0.0,36.75,31.75,0
3738,170,9,2.628028313,0.0,37.25,31.75,0
3739,183,9,19.07085431,0.0,37.75,31.75,0
3740,179,9,0.0,0.0,38.25,31.75,0
3741,177,9,0.0,0.0,38.75,31.75,0
3742,180,9,0.0,0.0,39.25,31.75,0
3743,173,9,0.0,0.0,39.75,31.75,0
3744,174,9,0.0,0.0,40.25,31.75,0
3745,173,9,48.38800501,0.000131075,40.75,31.75,0
3746,169,9,24.37358366,0.000115677,41.25,31.75,0
3747,165,9,44.46242531,0.000458331,41.75,31.75,0
3748,162,9,31.57366434,8.91e-05,42.25,31.75,0
3749,160,9,39.49263222,0.000286235,42.75,31.75,0
3750,163,9,57.04031089,0.000568426,43.25,31.75,0
3751,157,9,195.4114278,77.59417966,43.75,31.75,0
3752,151,9,227.9907321,52.52105846,44.25,31.75,0
3753,145,2,1173.589755,135.5622872,44.75,31.75,0
3754,147,2,934.2420629,88.62227661,45.25,31.75,0
3755,145,9,552.8576069,49.52157686,45.75,31.75,0
3756,145,2,1333.522025,324.2037872,46.25,31.75,0
3757,147,2,630.3294886,76.01013735,46.75,31.75,0
3758,147,2,769.1332379,201.7100897,47.25,31.75,0
3759,145,9,640.3104758,73.74214854,47.75,31.75,0
3760,149,9,321.3417481,0.00651005,48.25,31.75,0
3761,146,2,2318.792983,0.261472964,48.75,31.75,0
3762,166,5,448.0352745,0.000825127,49.25,31.75,0
3763,178,8,651.4720901,0.00042997,49.75,31.75,0
3764,123,4,712.4862405,0.00011128,50.25,31.75,0
3765,116,5,722.8758204,7.33e-07,50.75,31.75,0
3766,190,2,470.2413031,1.86e-09,51.25,31.75,0
3767,178,5,418.9420812,0.0,51.75,31.75,0
3768,202,5,353.6579499,0.0,52.25,31.75,0
3769,195,9,283.1341228,0.0,52.75,31.75,0
3770,187,5,41.96024264,0.0,53.25,31.75,0
3771,180,5,116.9252124,0.0,53.75,31.75,0
3772,212,2,103.7244323,0.0,54.25,31.75,0
3773,191,9,123.6313491,0.0,54.75,31.75,0
3774,181,9,29.02633945,0.0,55.25,31.75,0
3775,166,8,511.3053639,0.0,34.75,31.25,0
3776,148,9,493.2787173,0.0,35.25,31.25,0
3777,194,9,0.928138198,0.0,35.75,31.25,0
3778,181,9,0.0,0.0,36.25,31.25,0
3779,174,8,0.0,0.0,36.75,31.25,0
3780,173,9,0.0,0.0,37.25,31.25,0
3781,169,9,0.0,0.0,37.75,31.25,0
3782,181,9,0.0,0.0,38.25,31.25,0
3783,176,9,0.0,0.0,38.75,31.25,0
3784,180,9,0.0,0.0,39.25,31.25,0
3785,178,9,0.0,0.0,39.75,31.25,0
3786,178,9,0.0,0.0,40.25,31.25,0
3787,172,9,0.0,0.0,40.75,31.25,0
3788,167,9,0.0,0.0,41.25,31.25,0
3789,169,9,30.02561713,6.4e-08,41.75,31.25,0
3790,162,9,35.71610795,0.001466514,42.25,31.25,0
3791,162,9,36.48727542,0.000289718,42.75,31.25,0
3792,166,9,87.69473708,50.04613586,43.25,31.25,0
3793,162,9,136.043211,55.50804917,43.75,31.25,0
3794,156,9,131.9379519,60.51675935,44.25,31.25,0
3795,149,9,89.40623635,104.1613826,44.75,31.25,0
3796,147,6,599.9437522,205.5089807,45.25,31.25,0
3797,147,6,576.0485194,314.6686774,45.75,31.25,0
3798,147,2,1425.58539,434.9421479,46.25,31.25,0
3799,147,9,433.7083877,139.3289419,46.75,31.25,0
3800,147,6,437.6370695,448.6550885,47.25,31.25,0
3801,145,5,0.0,0.0,47.75,31.25,0
3802,145,5,983.0803643,0.434420447,48.25,31.25,0
3803,145,5,1051.743854,0.295332043,48.75,31.25,0
3804,148,5,713.4951514,0.644418633,49.25,31.25,0
3805,163,5,527.0261407,0.000582466,49.75,31.25,0
3806,217,4,289.2856137,0.0,50.25,31.25,0
3807,200,5,327.4704094,0.0,50.75,31.25,0
3808,145,5,813.4291143,0.0,51.25,31.25,0
3809,173,5,434.9936484,0.0,51.75,31.25,0
3810,199,5,175.5119571,1.37e-10,52.25,31.25,0
3811,201,5,86.77756193,1.16e-09,52.75,31.25,0
3812,184,9,140.0055967,0.0,53.25,31.25,0
3813,186,5,81.53259907,0.0,53.75,31.25,0
3814,193,5,57.90457525,0.0,54.25,31.25,0
3815,193,6,22.98971213,0.0,54.75,31.25,0
3816,171,9,24.61237487,0.0,55.25,31.25,0
3817,181,9,164.5117365,0.0,34.75,30.75,0
3818,132,9,228.6288514,8.537840888,35.25,30.75,0
3819,185,9,125.9921893,0.0,35.75,30.75,0
3820,181,9,0.0,0.0,36.25,30.75,0
3821,178,8,2.67e-11,0.0,36.75,30.75,0
3822,176,9,0.0,0.0,37.25,30.75,0
3823,172,9,3.28e-14,0.0,37.75,30.75,0
3824,173,9,1.53e-12,0.0,38.25,30.75,0
3825,173,9,0.0,0.0,38.75,30.75,0
3826,181,9,1.15e-13,0.0,39.25,30.75,0
3827,177,9,1.33e-12,0.0,39.75,30.75,0
3828,175,9,0.0,0.0,40.25,30.75,0
3829,176,9,9.84e-14,0.0,40.75,30.75,0
3830,170,9,0.0,0.0,41.25,30.75,0
3831,170,9,0.0,0.0,41.75,30.75,0
3832,168,9,0.0,0.0,42.25,30.75,0
3833,164,9,42.70970864,0.00022384,42.75,30.75,0
3834,169,9,93.38676779,49.31563025,43.25,30.75,0
3835,168,9,79.87782639,28.19353975,43.75,30.75,0
3836,162,9,118.3221555,46.0139811,44.25,30.75,0
3837,158,9,37.5235202,1.91318749,44.75,30.75,0
3838,155,9,28.46429306,10.09788761,45.25,30.75,0
3839,147,6,44.12188977,195.052197,45.75,30.75,0
3840,147,9,35.2217247,153.9946113,46.25,30.75,0
3841,147,6,0.0,188.6432993,46.75,30.75,0
3842,145,9,312.1746408,432.8509885,47.25,30.75,0
3843,147,9,244.6333157,306.901785,47.75,30.75,0
3844,145,9,329.1428239,1.145196792,48.25,30.75,0
3845,145,5,753.5074407,0.314285056,48.75,30.75,0
3846,145,5,680.7469608,0.064612596,49.25,30.75,0
3847,155,5,628.7827031,0.60317726,49.75,30.75,0
3848,178,3,464.0038875,4.3e-05,50.25,30.75,0
3849,173,5,366.4449374,0.0,50.75,30.75,0
3850,170,4,498.7293865,0.0,51.25,30.75,0
3851,195,3,508.080119,0.0,51.75,30.75,0
3852,154,5,129.931654,1.41e-10,52.25,30.75,0
3853,149,5,144.5091446,6.16e-11,52.75,30.75,0
3854,194,3,231.2776555,7.68e-11,53.25,30.75,0
3855,196,9,46.59047748,0.0,53.75,30.75,0
3856,188,2,31.28482562,0.0,54.25,30.75,0
3857,210,5,53.12816351,0.0,54.75,30.75,0
3858,190,5,99.23025011,0.0,55.25,30.75,0
3859,158,9,60.5079611,0.0,34.75,30.25,0
3860,170,9,9.181514037,0.0,35.25,30.25,0
3861,175,9,6.98e-08,0.0,35.75,30.25,0
3862,176,9,0.0,0.0,36.25,30.25,0
3863,180,9,0.0,0.0,36.75,30.25,0
3864,176,9,5.28e-13,0.0,37.25,30.25,0
3865,174,9,0.0,0.0,37.75,30.25,0
3866,174,2,0.002552164,0.0,38.25,30.25,0
3867,171,9,3.94e-06,0.0,38.75,30.25,0
3868,178,9,1.65e-14,0.0,39.25,30.25,0
3869,176,9,1.65e-14,0.0,39.75,30.25,0
3870,172,9,2.47e-07,0.0,40.25,30.25,0
3871,172,9,0.0,0.0,40.75,30.25,0
3872,172,9,0.0,0.0,41.25,30.25,0
3873,172,9,0.0,0.0,41.75,30.25,0
3874,167,9,0.0,0.0,42.25,30.25,0
3875,169,9,0.0,0.0,42.75,30.25,0
3876,170,9,0.0,0.0,43.25,30.25,0
3877,165,9,74.90597717,25.243225,43.75,30.25,0
3878,165,9,22.65489368,1.29313547,44.25,30.25,0
3879,162,9,39.4622255,1.408125981,44.75,30.25,0
3880,161,9,30.75686433,1.288842059,45.25,30.25,0
3881,158,9,33.98229554,9.599250655,45.75,30.25,0
3882,152,9,19.35059525,3.718141549,46.25,30.25,0
3883,150,9,66.05720107,97.88845792,46.75,30.25,0
3884,149,9,94.32139294,102.1947515,47.25,30.25,0
3885,145,1,425.1963647,392.7704632,47.75,30.25,0
3886,147,6,280.9684845,424.6778799,48.25,30.25,0
3887,144,9,277.1294442,0.396935807,48.75,30.25,0
3888,145,9,169.6583946,0.07370042,49.25,30.25,0
3889,147,5,369.0784501,0.153543268,49.75,30.25,0
3890,152,5,51.20608093,0.000492785,50.25,30.25,0
3891,178,5,237.9482135,0.0,50.75,30.25,0
3892,178,5,226.5337237,3.48e-11,51.25,30.25,0
3893,153,5,377.3629409,2.95e-10,51.75,30.25,0
3894,182,5,501.250024,1.79e-10,52.25,30.25,0
3895,157,5,244.7977004,4.62e-11,52.75,30.25,0
3896,189,5,373.0558683,1.42e-10,53.25,30.25,0
3897,210,5,231.7130628,1.18e-10,53.75,30.25,0
3898,184,2,33.9163483,0.0,54.25,30.25,0
3899,184,5,66.70229688,0.0,54.75,30.25,0
3900,174,5,104.329008,0.0,55.25,30.25,0
3901,179,8,0.023478051,0.0,34.75,29.75,0
3902,155,9,0.190333821,0.0,35.25,29.75,0
3903,167,9,1.74e-11,0.0,35.75,29.75,0
3904,164,9,0.010814726,0.0,36.25,29.75,0
3905,182,9,0.0,0.0,36.75,29.75,0
3906,182,9,0.0,0.0,37.25,29.75,0
3907,179,9,0.0,0.0,37.75,29.75,0
3908,173,9,0.007663017,0.0,38.25,29.75,0
3909,173,2,0.462929753,0.0,38.75,29.75,0
3910,181,9,0.0,0.0,39.25,29.75,0
3911,176,9,4.01e-10,0.0,39.75,29.75,0
3912,176,9,4.97e-14,0.0,40.25,29.75,0
3913,175,9,1.49e-13,0.0,40.75,29.75,0
3914,173,9,6.62e-14,0.0,41.25,29.75,0
3915,175,9,0.0,0.0,41.75,29.75,0
3916,173,9,0.0,0.0,42.25,29.75,0
3917,172,9,0.0,0.0,42.75,29.75,0
3918,172,9,0.0,0.0,43.25,29.75,0
3919,167,9,0.0,0.0,43.75,29.75,0
3920,169,9,23.61877756,5.58332773,44.25,29.75,0
3921,164,9,24.43426562,0.868944239,44.75,29.75,0
3922,162,9,30.5582019,0.931365532,45.25,29.75,0
3923,160,9,25.80133268,0.937447374,45.75,29.75,0
3924,162,9,16.51815022,0.635267258,46.25,29.75,0
3925,158,9,20.20600811,51.50889106,46.75,29.75,0
3926,155,9,170.6130848,0.0,47.25,29.75,0
3927,147,9,217.6522394,0.0,47.75,29.75,0
3928,145,9,354.3751447,0.0,48.25,29.75,0
3929,166,5,58.28691502,0.0,50.75,29.75,0
3930,169,5,154.7303686,9.79e-10,51.25,29.75,0
3931,168,4,392.3008078,1.43e-09,51.75,29.75,0
3932,208,5,472.1448248,1.37e-07,52.25,29.75,0
3933,210,3,0.0,9e-09,52.75,29.75,0
3934,176,5,360.8646498,1.5e-09,53.25,29.75,0
3935,188,1,306.7779232,1.67e-10,53.75,29.75,0
3936,167,5,102.7169414,0.0,54.25,29.75,0
3937,203,5,66.94627506,0.0,54.75,29.75,0
3938,189,9,93.82615387,0.0,55.25,29.75,0
3939,192,9,9.48e-13,0.0,35.25,29.25,0
3940,171,9,7.16e-13,0.0,35.75,29.25,0
3941,175,9,0.0,0.0,36.25,29.25,0
3942,189,9,0.0,0.0,36.75,29.25,0
3943,167,9,0.0,0.0,37.25,29.25,0
3944,176,9,0.0,0.0,37.75,29.25,0
3945,178,9,4.99e-14,0.0,38.25,29.25,0
3946,178,9,0.0,0.0,38.75,29.25,0
3947,181,9,0.0,0.0,39.25,29.25,0
3948,170,9,0.0,0.0,39.75,29.25,0
3949,180,9,0.0,0.0,40.25,29.25,0
3950,178,9,0.0,0.0,40.75,29.25,0
3951,175,9,0.0,0.0,41.25,29.25,0
3952,176,9,0.0,0.0,41.75,29.25,0
3953,177,9,0.0,0.0,42.25,29.25,0
3954,175,9,0.0,0.0,42.75,29.25,0
3955,173,9,0.0,0.0,43.25,29.25,0
3956,172,9,0.0,0.0,43.75,29.25,0
3957,166,9,0.0,0.0,44.25,29.25,0
3958,164,8,0.0,0.521697927,44.75,29.25,0
3959,167,8,25.28464991,0.49541923,45.25,29.25,0
3960,162,9,26.18497745,0.570051946,45.75,29.25,0
3961,164,9,20.12263037,0.485993986,46.25,29.25,0
3962,165,9,176.7164494,0.0,46.75,29.25,0
3963,161,9,153.5540998,0.0,47.25,29.25,0
3964,148,9,195.1925583,0.0,47.75,29.25,0
3965,145,5,315.835672,0.0,50.75,29.25,0
3966,159,5,429.8389023,0.0,51.25,29.25,0
3967,155,2,345.8747208,7.89e-08,51.75,29.25,0
3968,195,5,401.6455865,2.24e-10,52.25,29.25,0
3969,186,2,440.8168758,3.08e-09,52.75,29.25,0
3970,192,5,151.9164978,1.35e-10,53.25,29.25,0
3971,165,5,109.6617029,3.69e-09,53.75,29.25,0
3972,191,4,90.59425395,1.75e-10,54.25,29.25,0
3973,146,5,70.03512703,8.2e-10,54.75,29.25,0
3974,163,5,129.6258407,0.0,55.25,29.25,0
3975,195,9,0.008801207,0.0,35.25,28.75,0
3976,178,9,0.002767144,0.0,35.75,28.75,0
3977,178,2,1.88381286,0.0,36.25,28.75,0
3978,178,9,1.67e-14,0.0,36.75,28.75,0
3979,178,9,0.0,0.0,37.25,28.75,0
3980,175,9,8.53e-13,0.0,37.75,28.75,0
3981,182,9,0.0,0.0,38.25,28.75,0
3982,174,9,0.424563176,0.0,38.75,28.75,0
3983,179,9,0.0,0.0,39.25,28.75,0
3984,176,9,0.0,0.0,39.75,28.75,0
3985,176,9,0.000737658,0.0,40.25,28.75,0
3986,179,9,0.000622244,0.0,40.75,28.75,0
3987,174,9,0.004009118,0.0,41.25,28.75,0
3988,178,9,0.001755822,0.0,41.75,28.75,0
3989,177,9,0.0,0.0,42.25,28.75,0
3990,172,9,0.0,0.0,42.75,28.75,0
3991,177,9,0.0,0.0,43.25,28.75,0
3992,170,9,0.0,0.0,43.75,28.75,0
3993,172,9,0.0,0.0,44.25,28.75,0
3994,169,9,0.0,0.0,44.75,28.75,0
3995,168,9,0.0,0.0,45.25,28.75,0
3996,167,9,11.44157095,0.0,45.75,28.75,0
3997,159,9,10.96917644,0.0,46.25,28.75,0
3998,162,9,5.594094925,0.0,46.75,28.75,0
3999,159,9,7.546973498,0.0,47.25,28.75,0
4000,159,9,10.83318289,0.0,47.75,28.75,0
4001,145,9,16.12405065,0.0,48.25,28.75,0
4002,141,5,49.18108708,0.0,51.25,28.75,0
4003,160,5,54.28963577,0.0,51.75,28.75,0
4004,179,5,102.7191034,5.56e-11,52.25,28.75,0
4005,164,4,257.055328,7.23e-10,52.75,28.75,0
4006,221,5,298.9825427,1.07e-09,53.25,28.75,0
4007,187,5,384.9669326,5.91e-09,53.75,28.75,0
4008,173,3,163.338581,2.74e-10,54.25,28.75,0
4009,142,5,138.5823651,2.81e-10,54.75,28.75,0
4010,189,5,85.61994889,3.01e-11,55.25,28.75,0
4011,151,9,0.017635698,0.0,34.75,28.25,0
4012,141,9,0.020434316,0.0,35.25,28.25,0
4013,176,9,0.000676212,0.0,35.75,28.25,0
4014,180,9,0.00035057,0.0,36.25,28.25,0
4015,180,9,5.775050029,0.0,36.75,28.25,0
4016,182,9,0.008479518,0.0,37.25,28.25,0
4017,177,9,0.074955869,0.0,37.75,28.25,0
4018,176,9,0.426723034,0.0,38.25,28.25,0
4019,175,9,0.0,0.0,38.75,28.25,0
4020,181,9,0.000271544,0.0,39.25,28.25,0
4021,182,9,0.000610093,0.0,39.75,28.25,0
4022,181,9,0.000386281,0.0,40.25,28.25,0
4023,180,9,0.038447947,0.0,40.75,28.25,0
4024,176,9,0.005377041,0.0,41.25,28.25,0
4025,176,9,0.007204329,0.0,41.75,28.25,0
4026,176,9,0.008463423,0.0,42.25,28.25,0
4027,178,9,0.007663715,0.0,42.75,28.25,0
4028,173,9,0.014126833,0.0,43.25,28.25,0
4029,172,9,0.00302476,0.0,43.75,28.25,0
4030,173,9,0.0,0.0,44.25,28.25,0
4031,168,9,0.0,0.0,44.75,28.25,0
4032,166,9,0.0,0.0,45.25,28.25,0
4033,162,9,33.31336471,0.0,45.75,28.25,0
4034,165,9,70.97579274,0.0,46.25,28.25,0
4035,163,9,11.36806441,0.0,46.75,28.25,0
4036,161,9,8.034144925,0.0,47.25,28.25,0
4037,158,9,6.367399676,0.0,47.75,28.25,0
4038,147,9,14.16029856,0.0,48.25,28.25,0
4039,152,5,21.38550713,0.0,51.75,28.25,0
4040,176,5,128.4750605,1.38e-08,52.25,28.25,0
4041,164,5,107.2118441,1.4e-10,52.75,28.25,0
4042,173,5,91.20131501,5.32e-11,53.25,28.25,0
4043,152,5,141.7696643,9.91e-12,53.75,28.25,0
4044,178,5,71.05602968,3.26e-11,54.25,28.25,0
4045,187,5,69.83659454,1.29e-11,54.75,28.25,0
4046,169,2,61.23394695,4.05e-09,55.25,28.25,0
4047,136,9,0.004409275,0.0,35.75,27.75,0
4048,190,9,0.002071342,0.0,36.25,27.75,0
4049,192,9,0.000695357,0.0,36.75,27.75,0
4050,179,9,0.000147271,0.0,37.25,27.75,0
4051,181,9,0.001136953,0.0,37.75,27.75,0
4052,175,9,0.952627759,0.0,38.25,27.75,0
4053,180,9,0.002368125,0.0,38.75,27.75,0
4054,182,9,0.000347926,0.0,39.25,27.75,0
4055,182,9,0.000329899,0.0,39.75,27.75,0
4056,178,9,0.000132141,0.0,40.25,27.75,0
4057,173,9,0.000431025,0.0,40.75,27.75,0
4058,182,9,0.006391818,0.0,41.25,27.75,0
4059,180,9,0.707067358,0.0,41.75,27.75,0
4060,181,9,0.009838734,0.0,42.25,27.75,0
4061,175,9,0.01270276,0.0,42.75,27.75,0
4062,176,9,0.003873899,0.0,43.25,27.75,0
4063,175,9,0.004425798,0.0,43.75,27.75,0
4064,171,9,0.010219188,0.0,44.25,27.75,0
4065,171,9,0.0,0.0,44.75,27.75,0
4066,168,9,21.13017038,0.0,45.25,27.75,0
4067,166,9,23.55494355,0.0,45.75,27.75,0
4068,164,9,8.406824145,0.0,46.25,27.75,0
4069,159,9,15.51841348,0.0,46.75,27.75,0
4070,164,9,18.74766805,0.0,47.25,27.75,0
4071,160,9,126.1910144,0.0,47.75,27.75,0
4072,155,9,5.684182591,0.0,48.25,27.75,0
4073,145,9,86.70745639,0.0,48.75,27.75,0
4074,150,5,52.52735324,0.0,52.25,27.75,0
4075,172,5,359.3618824,2.29e-10,52.75,27.75,0
4076,184,2,88.08966499,2.69e-11,53.25,27.75,0
4077,173,5,76.18709631,1.09e-09,53.75,27.75,0
4078,164,2,93.73071667,1.91e-10,54.25,27.75,0
4079,164,2,42.28792297,3.84e-09,54.75,27.75,0
