index,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,y
1613,11600,57436.0,72460.0,,Other,11.0,0.0,0.0,255.12603024,0.0,27.0,28.945531785,0
1832,12300,90006.0,121122.0,DebtCon,Office,9.0,0.0,0.0,133.49754075,1.0,21.0,36.91048167,0
1270,10300,51787.0,86200.0,HomeImp,Other,17.0,0.0,0.0,203.73276258,0.0,16.0,34.435246045,0
5231,28300,104686.0,136033.0,HomeImp,ProfExe,13.0,0.0,2.0,291.17166139,1.0,27.0,5.7629948717,1
3203,17200,6126.0,88603.0,HomeImp,Other,13.0,0.0,1.0,287.26088687,0.0,23.0,30.098796701,0
2614,15000,46867.0,67529.0,DebtCon,Other,7.0,0.0,0.0,133.78758095,3.0,48.0,31.486460831,0
3373,17900,51080.0,92051.0,HomeImp,Mgr,10.0,0.0,0.0,117.08978536,0.0,31.0,42.373232999,1
5210,28200,44363.0,72966.0,DebtCon,Mgr,16.0,1.0,0.0,82.270594585,6.0,16.0,34.980525368,0
640,7900,42400.0,53000.0,DebtCon,Other,2.0,0.0,1.0,95.366666667,0.0,20.0,,0
3529,18600,100144.0,153751.0,HomeImp,ProfExe,4.0,0.0,0.0,93.662170489,0.0,16.0,34.892733618,0
5816,50000,38000.0,,DebtCon,ProfExe,26.0,7.0,6.0,150.2,0.0,25.0,,1
3279,17500,76100.0,98500.0,DebtCon,Other,5.0,10.0,1.0,59.833333333,5.0,16.0,,1
3574,18800,166737.0,199303.0,DebtCon,ProfExe,9.0,0.0,0.0,270.88268753,1.0,38.0,25.532128787,0
2224,13700,35825.0,66612.0,DebtCon,Office,22.0,0.0,0.0,231.9014789,2.0,29.0,26.702473442,0
768,8400,62583.0,77481.0,DebtCon,Office,6.0,0.0,0.0,98.672705089,2.0,15.0,26.308380329,0
1038,9600,53277.0,60843.0,DebtCon,Office,0.0,0.0,0.0,180.28406155,0.0,21.0,37.950787581,0
4010,21000,94063.0,139868.0,DebtCon,ProfExe,,0.0,0.0,207.21003554,0.0,21.0,30.247822552,0
391,6400,44968.0,62747.0,HomeImp,Other,0.0,1.0,,101.39144532,,12.0,36.602947343,0
5703,41600,,44157.0,DebtCon,Other,,0.0,2.0,202.15154595,0.0,15.0,34.908631723,1
5211,28200,61038.0,87534.0,DebtCon,Other,8.0,0.0,0.0,137.48781925,3.0,30.0,39.360018601,0
2070,13100,59608.0,72561.0,HomeImp,Other,30.0,1.0,2.0,195.53871125,1.0,24.0,36.611072985,0
2761,15500,116543.0,133986.0,DebtCon,,17.0,0.0,0.0,164.6813583,1.0,18.0,37.570819629,0
960,9200,57375.0,69040.0,DebtCon,Other,0.0,0.0,1.0,116.41879645,2.0,18.0,36.625629459,0
5675,40500,66895.0,113770.0,DebtCon,Mgr,14.0,0.0,0.0,188.14041683,0.0,22.0,38.085328131,0
5419,31800,70680.0,114720.0,HomeImp,Other,5.0,,,115.85024915,11.0,20.0,43.06942356,0
4713,24900,139241.0,171296.0,DebtCon,Other,6.0,1.0,0.0,220.68715833,0.0,19.0,35.591655668,0
4153,21700,62506.0,96588.0,HomeImp,ProfExe,18.0,0.0,1.0,615.13337324,0.0,24.0,21.972675195,0
1495,11100,27861.0,47737.0,HomeImp,Other,8.0,0.0,0.0,89.492116658,0.0,4.0,34.050949362,0
3122,16900,43643.0,80639.0,DebtCon,Mgr,3.0,0.0,0.0,128.58182369,1.0,8.0,28.895954854,0
848,8700,30716.0,84778.0,HomeImp,ProfExe,19.0,0.0,0.0,219.08523561,0.0,10.0,23.808894154,0
2315,14000,42000.0,60000.0,DebtCon,Mgr,27.0,1.0,0.0,281.06666667,1.0,17.0,,0
2606,15000,42000.0,111351.0,DebtCon,Other,6.0,,6.0,225.63333333,0.0,17.0,,1
3268,17400,166345.0,202989.0,DebtCon,ProfExe,10.0,0.0,0.0,276.06634632,0.0,37.0,24.356593557,0
3855,20200,125647.0,166423.0,DebtCon,Office,1.0,,0.0,395.14876133,,51.0,36.132509986,0
5573,36300,25867.0,43823.0,DebtCon,Mgr,6.0,0.0,0.0,56.127339168,0.0,6.0,33.676739548,0
607,7700,35100.0,45000.0,DebtCon,Office,10.0,0.0,0.0,206.96666667,1.0,23.0,,0
2841,15800,69928.0,,,Other,23.0,0.0,3.0,82.443985587,1.0,14.0,32.327262456,1
1002,9400,109991.0,125146.0,DebtCon,Self,7.0,0.0,1.0,171.67981114,0.0,18.0,34.813468594,0
3292,17500,91000.0,116000.0,DebtCon,ProfExe,0.5,0.0,0.0,188.73333333,3.0,26.0,,1
1978,12800,85251.0,114023.0,DebtCon,ProfExe,1.0,1.0,2.0,143.68279591,0.0,33.0,31.913272413,0
5587,36600,32590.0,58157.0,DebtCon,Other,,0.0,0.0,,6.0,0.0,33.016931024,0
3145,17000,6778.0,60065.0,DebtCon,Sales,0.0,0.0,0.0,326.51841443,0.0,5.0,38.836601841,0
3571,18800,77025.0,103322.0,HomeImp,ProfExe,8.0,0.0,0.0,87.133722098,0.0,15.0,33.405896838,0
5867,52700,23905.0,82670.0,HomeImp,Other,4.0,2.0,0.0,253.35130183,7.0,14.0,42.836955133,0
5919,68000,191000.0,288000.0,DebtCon,Self,11.0,0.0,0.0,218.1,3.0,25.0,,0
628,7800,109000.0,123500.0,DebtCon,Self,6.0,0.0,1.0,174.46666667,0.0,19.0,,0
5592,36900,111151.0,155000.0,HomeImp,ProfExe,12.0,0.0,0.0,137.96666667,0.0,40.0,,1
1225,10100,54873.0,73085.0,HomeImp,Other,5.0,0.0,1.0,252.25289259,1.0,16.0,38.727417297,0
5366,30600,78355.0,124426.0,DebtCon,Mgr,11.0,0.0,0.0,81.223397569,1.0,34.0,25.942577765,0
2239,13700,84996.0,112522.0,HomeImp,ProfExe,9.0,0.0,1.0,171.95341056,0.0,28.0,32.843504905,0
232,5400,45509.0,57453.0,DebtCon,Sales,4.0,0.0,0.0,95.6,0.0,22.0,,1
3120,16900,53252.0,89720.0,DebtCon,Office,29.0,0.0,0.0,204.58793388,0.0,22.0,33.016153118,0
2335,14100,43927.0,60000.0,DebtCon,Other,0.0,0.0,0.0,0.0,12.0,8.0,,1
2354,14200,,49060.0,DebtCon,Other,,,,,,,24.701641997,1
585,7500,,71799.0,HomeImp,Mgr,4.0,0.0,3.0,177.5,0.0,22.0,,1
145,5000,47479.0,61690.0,DebtCon,,5.0,,0.0,65.032969007,,16.0,36.699414922,0
748,8300,,41438.0,HomeImp,Other,,,,302.85663286,,12.0,30.104071436,0
1130,10000,63218.0,76500.0,DebtCon,Office,5.0,2.0,3.0,183.66666667,3.0,30.0,,0
884,8800,55990.0,89673.0,HomeImp,Other,18.0,0.0,0.0,184.62596594,0.0,29.0,27.701649739,0
1264,10200,65803.0,85155.0,HomeImp,Other,15.0,0.0,0.0,218.48175459,0.0,36.0,36.182192009,0
1649,11800,67678.0,108092.0,HomeImp,ProfExe,13.0,0.0,7.0,126.65823161,0.0,36.0,37.162689687,1
2202,13600,30200.0,43600.0,HomeImp,Other,0.0,8.0,1.0,230.3,0.0,18.0,,1
5254,28600,32136.0,51599.0,DebtCon,Other,35.0,0.0,0.0,284.08384845,0.0,23.0,39.547733785,0
4377,22800,76733.0,105624.0,DebtCon,Mgr,1.0,,,225.32750789,5.0,23.0,40.691953683,0
825,8600,41126.0,55500.0,DebtCon,Other,6.0,0.0,0.0,73.033333333,1.0,11.0,,0
5059,26900,45763.0,73797.0,DebtCon,Other,23.0,,0.0,291.59168152,1.0,29.0,39.370858155,0
985,9300,53772.0,71497.0,HomeImp,Mgr,2.0,0.0,2.0,136.08002985,0.0,23.0,29.686670844,0
1162,10000,34767.0,51000.0,HomeImp,Other,23.0,0.0,1.0,121.73333333,0.0,23.0,,0
4741,25000,,113000.0,DebtCon,Mgr,9.0,1.0,0.0,168.4,0.0,27.0,,0
5711,42000,9999.0,50681.0,HomeImp,ProfExe,3.0,0.0,0.0,326.06798565,5.0,15.0,12.386741311,1
2570,15000,86177.0,111500.0,DebtCon,Other,14.0,0.0,0.0,133.93333333,2.0,9.0,,0
446,6800,76074.0,88178.0,HomeImp,Other,22.0,0.0,0.0,341.46505556,0.0,46.0,27.523246143,0
1041,9600,42357.0,99756.0,HomeImp,Office,4.0,1.0,4.0,354.65022495,0.0,30.0,36.525172928,1
2462,14700,63000.0,89250.0,DebtCon,ProfExe,4.0,0.0,0.0,87.466666667,0.0,28.0,,1
4763,25000,123184.0,200000.0,DebtCon,Other,12.0,0.0,1.0,160.3,1.0,32.0,,1
561,7500,57340.0,80000.0,DebtCon,ProfExe,4.0,0.0,5.0,86.233333333,3.0,14.0,,1
554,7400,56596.0,72861.0,HomeImp,Mgr,3.0,0.0,1.0,141.96214925,0.0,23.0,28.300245637,0
4634,24300,21660.0,48475.0,DebtCon,Other,26.0,0.0,0.0,102.78283553,0.0,10.0,23.247958281,0
1500,11100,52029.0,71376.0,HomeImp,Other,4.0,0.0,1.0,250.25216481,2.0,16.0,38.483648445,0
3173,17000,170636.0,188899.0,DebtCon,,1.0,4.0,0.0,67.408284966,1.0,13.0,44.751572195,1
584,7500,49100.0,85650.0,HomeImp,Other,18.0,0.0,0.0,178.33466667,0.0,29.0,,0
4237,22000,61251.0,91744.0,DebtCon,Office,0.0,0.0,0.0,145.48915532,0.0,21.0,34.347908749,0
5568,36200,38010.0,59111.0,DebtCon,Other,,0.0,0.0,,6.0,0.0,31.332141485,0
3929,20600,67086.0,108006.0,DebtCon,Office,6.0,,1.0,116.32865754,2.0,18.0,36.966325226,0
583,7500,,26850.0,HomeImp,Office,20.0,0.0,0.0,185.63333333,1.0,16.0,,0
552,7400,,54138.0,HomeImp,,1.0,0.0,0.0,,0.0,0.0,12.219679961,0
2173,13500,47900.0,135500.0,DebtCon,Other,2.0,0.0,0.0,276.06666667,5.0,43.0,,0
3871,20200,130401.0,171686.0,DebtCon,ProfExe,7.0,0.0,0.0,178.94254482,0.0,38.0,20.327137907,0
3067,16700,,29387.0,DebtCon,Other,13.0,,,80.820591457,2.0,8.0,33.364491337,0
360,6200,75623.0,89634.0,HomeImp,Other,24.0,0.0,0.0,324.68682941,0.0,47.0,28.285532103,0
2395,14400,75360.0,105737.0,HomeImp,ProfExe,8.0,0.0,0.0,121.298029,1.0,27.0,24.761899592,0
5692,41100,59463.0,112626.0,DebtCon,Mgr,16.0,0.0,0.0,210.20396948,0.0,22.0,40.439555696,0
851,8700,57141.0,70244.0,HomeImp,Other,8.0,0.0,0.0,106.85542816,0.0,19.0,31.891314262,1
699,8100,54841.0,71400.0,DebtCon,Office,6.0,0.0,0.0,89.233333333,2.0,15.0,,0
300,5900,25972.0,41856.0,DebtCon,Other,2.0,0.0,2.0,157.96001139,3.0,27.0,40.628278175,1
1756,12000,88210.0,114224.0,DebtCon,ProfExe,8.0,0.0,0.0,203.46897898,1.0,36.0,41.572971522,0
2985,16400,71264.0,94726.0,DebtCon,Other,1.0,0.0,0.0,177.2573424,1.0,31.0,35.034481355,0
2305,14000,37019.0,57125.0,DebtCon,Other,,0.0,0.0,69.823553128,0.0,15.0,41.637058771,0
5146,27600,112753.0,155166.0,DebtCon,ProfExe,6.0,0.0,0.0,124.9909552,3.0,26.0,32.088681352,0
802,8500,49266.0,64461.0,DebtCon,Other,22.0,0.0,0.0,264.40802314,3.0,29.0,37.976757922,0
4208,21900,61423.0,103075.0,DebtCon,Office,7.0,,1.0,125.52302355,1.0,17.0,37.006766746,0
111,4400,53969.0,63869.0,DebtCon,ProfExe,7.0,0.0,3.0,162.39001067,0.0,30.0,23.581079239,0
4620,24200,22763.0,47622.0,DebtCon,Other,23.0,0.0,0.0,126.92269121,1.0,10.0,23.040944709,0
5555,35600,20552.0,46697.0,DebtCon,Mgr,7.0,0.0,0.0,45.14448683,0.0,6.0,36.062827417,0
3255,17400,24687.0,37391.0,,Office,2.0,0.0,0.0,217.74427464,0.0,16.0,38.251392033,0
1946,12700,58606.0,83010.0,DebtCon,Other,1.0,0.0,0.0,125.32588539,3.0,11.0,35.999610723,0
1788,12100,85121.0,113744.0,DebtCon,ProfExe,0.0,0.0,2.0,139.48533969,0.0,34.0,33.943437719,0
2047,13000,36223.0,,DebtCon,Other,9.0,1.0,0.0,132.86666667,0.0,14.0,,1
2201,13600,55864.0,87500.0,DebtCon,ProfExe,9.0,0.0,0.0,193.76666667,0.0,20.0,,0
5755,43800,5884.0,64890.0,HomeImp,Office,,0.0,0.0,309.82754765,0.0,19.0,16.160450862,0
5530,34600,169960.0,224716.0,DebtCon,Mgr,2.0,0.0,0.0,182.06846112,2.0,21.0,32.710204856,1
3783,20000,32000.0,56373.0,DebtCon,Other,1.0,0.0,0.0,113.56666667,1.0,17.0,,0
2975,16300,49868.0,76131.0,DebtCon,Other,9.0,0.0,0.0,81.274155797,2.0,9.0,40.372556541,1
1446,11000,89275.0,108653.0,DebtCon,Other,15.0,0.0,0.0,206.90348089,2.0,15.0,37.743047077,0
404,6500,48000.0,61000.0,DebtCon,Other,1.0,1.0,0.0,97.299756098,6.0,38.0,,1
2530,15000,163000.0,207562.0,DebtCon,ProfExe,6.0,0.0,0.0,247.58424908,1.0,27.0,,1
1250,10200,54900.0,79000.0,DebtCon,Office,14.0,0.0,0.0,113.63333333,0.0,24.0,,0
4923,25900,21852.0,57518.0,HomeImp,Other,2.0,0.0,0.0,80.168479422,2.0,11.0,31.983686037,1
2346,14200,,31671.0,DebtCon,Other,13.0,,,82.99126514,2.0,8.0,33.215104024,0
2503,14900,44588.0,72331.0,DebtCon,ProfExe,6.0,0.0,0.0,156.33174453,2.0,11.0,28.164440536,0
2852,15900,79660.0,96393.0,DebtCon,Other,4.0,2.0,0.0,84.205779001,1.0,21.0,22.113193096,0
832,8600,76703.0,100862.0,HomeImp,Other,0.0,0.0,1.0,174.55712019,0.0,31.0,34.386230664,0
1747,12000,15231.0,42845.01,DebtCon,Office,6.5,0.0,1.0,65.966666667,2.0,18.0,,1
655,8000,28000.0,41950.0,DebtCon,Office,2.0,0.0,0.0,103.4,1.0,20.0,,1
1716,12000,96000.0,135000.0,HomeImp,ProfExe,14.0,0.0,0.0,126.8,5.0,22.0,,0
2249,13800,76537.0,108747.0,DebtCon,Other,5.0,0.0,0.0,73.075238088,1.0,14.0,34.2526057,0
3299,17600,,96188.0,,Other,,0.0,0.0,181.29504647,0.0,9.0,30.879317294,0
1869,12500,157312.0,181050.0,DebtCon,ProfExe,7.0,,0.0,209.70673679,4.0,25.0,40.905619756,0
4940,26000,47067.0,63292.0,DebtCon,Office,17.0,0.0,0.0,174.62101544,2.0,21.0,33.673146444,0
932,9000,12340.0,36133.0,,,,,,,,,31.703814722,0
66,3600,61327.0,76484.0,HomeImp,Mgr,9.0,,2.0,202.51077515,0.0,25.0,41.516389699,0
5156,27700,25947.0,49836.0,DebtCon,Other,24.0,0.0,0.0,120.02585206,0.0,10.0,23.810173362,0
4126,21500,10193.0,75649.0,DebtCon,Office,,0.0,0.0,247.81397141,0.0,22.0,39.148512421,0
3797,20000,132436.0,180000.0,DebtCon,ProfExe,22.0,0.0,0.0,221.16666667,1.0,24.0,,0
1871,12500,83276.0,129116.0,DebtCon,Office,7.0,0.0,0.0,138.68795496,0.0,22.0,39.589961826,0
4879,25600,105480.0,126389.0,DebtCon,Mgr,25.0,0.0,2.0,307.40290366,2.0,35.0,36.763824165,1
1384,10700,54091.0,67661.0,HomeImp,Other,27.0,0.0,2.0,188.53398908,0.0,24.0,38.589372345,0
4159,21700,24771.0,48361.0,DebtCon,Other,0.0,,,309.02844551,,24.0,33.877264297,0
4676,24600,83099.0,113245.0,DebtCon,ProfExe,9.0,0.0,1.0,122.74921636,0.0,19.0,28.125731087,0
795,8500,54000.0,62533.0,DebtCon,Other,4.0,0.0,1.0,313.46666667,0.0,10.0,,0
2870,15900,90017.0,114267.0,DebtCon,ProfExe,8.0,0.0,0.0,205.21832935,2.0,36.0,41.230512181,0
4366,22700,93413.0,134653.0,DebtCon,ProfExe,,0.0,0.0,219.57065379,1.0,21.0,27.284560734,0
2196,13600,58539.0,67899.0,HomeImp,Other,29.0,1.0,2.0,194.27383376,1.0,23.0,37.134421937,0
2908,16000,140979.0,181166.0,DebtCon,Mgr,9.0,0.0,0.0,236.70711828,0.0,21.0,27.841339881,0
1292,10400,62442.0,73197.0,DebtCon,ProfExe,8.0,0.0,0.0,47.610677633,1.0,24.0,38.88482776,0
1821,12300,69499.0,104045.0,DebtCon,Other,8.0,0.0,0.0,219.09048911,0.0,20.0,18.58475695,0
5800,48900,41260.0,102771.0,HomeImp,Self,8.0,0.0,0.0,192.2261774,3.0,35.0,41.218714523,0
4736,25000,126462.0,207200.0,DebtCon,ProfExe,10.0,0.0,0.0,239.8,3.0,27.0,,0
354,6200,70793.0,71552.0,HomeImp,Sales,3.0,2.0,0.0,162.94515692,0.0,23.0,40.315396587,0
5629,38700,,60000.0,DebtCon,Other,0.0,0.0,0.0,235.36666667,1.0,15.0,,1
3904,20500,82638.0,109915.0,DebtCon,Other,,0.0,0.0,176.3666652,1.0,25.0,37.864832833,0
2818,15800,25344.0,79736.0,HomeImp,Other,,0.0,0.0,249.9837678,0.0,50.0,42.435562666,0
1596,11500,22758.0,36922.0,DebtCon,Office,7.0,0.0,1.0,103.04811711,0.0,16.0,19.020168304,0
5372,30800,29226.0,44735.0,DebtCon,Other,1.0,0.0,0.0,66.244719761,0.0,7.0,13.783965436,0
1015,9400,56675.0,66976.0,HomeImp,Other,6.0,0.0,0.0,128.07164796,0.0,33.0,35.033371132,0
4222,22000,64000.0,89000.0,DebtCon,ProfExe,8.0,1.0,1.0,133.26666667,4.0,26.0,,0
3030,16500,67000.0,109500.0,DebtCon,Mgr,2.0,4.0,0.0,217.1,2.0,24.0,,1
925,9000,43881.0,56000.0,DebtCon,Other,5.0,0.0,3.0,73.033333333,3.0,28.0,,1
2694,15300,42100.0,65000.0,DebtCon,Other,7.0,0.0,0.0,95.333333333,3.0,15.0,,0
1193,10000,50070.0,60670.0,HomeImp,Other,5.0,2.0,0.0,15.233333333,0.0,1.0,,1
4446,23100,83458.0,107589.0,DebtCon,Mgr,24.0,,0.0,314.06637396,1.0,43.0,38.043726208,0
865,8700,56904.0,64122.0,DebtCon,Mgr,5.0,,4.0,119.55547341,2.0,11.0,38.695614603,0
4806,25100,143881.0,243809.0,HomeImp,ProfExe,27.0,0.0,0.0,353.99083647,1.0,18.0,39.87670703,0
3078,16700,,56374.0,DebtCon,Office,1.0,0.0,0.0,73.428942397,1.0,9.0,40.829128728,0
4272,22300,24622.0,51631.0,DebtCon,Other,28.0,0.0,0.0,316.69747461,,12.0,30.676434449,0
119,4500,57000.0,,HomeImp,Other,5.0,,,222.6,1.0,13.0,,1
5525,34300,146171.0,196270.0,DebtCon,ProfExe,19.0,0.0,0.0,195.55580104,1.0,21.0,37.949593407,0
612,7700,76056.0,83643.0,HomeImp,Other,22.0,0.0,0.0,353.19562851,0.0,47.0,28.544528867,0
810,8500,20959.0,62956.0,HomeImp,Office,20.0,0.0,0.0,315.70739138,1.0,13.0,41.077590657,0
1970,12800,11986.0,48309.0,HomeImp,Office,23.0,0.0,0.0,265.2270609,0.0,20.0,28.493861936,0
1383,10700,50210.0,64838.0,HomeImp,Other,9.0,0.0,0.0,95.039168276,2.0,34.0,40.396233444,0
3132,17000,54218.0,75000.0,DebtCon,Mgr,5.0,1.0,0.0,177.5,6.0,35.0,,1
494,7000,83000.0,97635.0,HomeImp,Other,5.6,3.0,0.0,141.0,0.0,10.0,,1
387,6400,76732.0,78084.0,HomeImp,Other,8.0,0.0,0.0,109.19302137,0.0,26.0,37.964554318,0
5316,29900,73506.0,115000.0,DebtCon,Mgr,11.0,0.0,0.0,77.133333333,1.0,35.0,,0
2616,15000,65584.0,92582.0,DebtCon,Other,10.0,0.0,0.0,82.948973217,2.0,10.0,34.317240799,0
2400,14400,111914.0,142105.0,DebtCon,ProfExe,3.0,0.0,0.0,284.51696603,1.0,46.0,32.911384663,0
3400,18000,12900.0,21500.0,HomeImp,Office,5.0,3.0,0.0,109.56666667,0.0,33.0,,1
4404,22900,61067.0,96306.0,DebtCon,Other,5.0,0.0,0.0,228.898609,1.0,20.0,36.134959463,0
2131,13300,25698.0,58760.0,HomeImp,Self,15.0,0.0,0.0,147.91098236,1.0,10.0,30.962076653,1
5789,47500,,76836.0,HomeImp,Office,11.0,0.0,0.0,290.6493233,0.0,13.0,34.146892704,0
2186,13500,117321.0,138746.0,DebtCon,ProfExe,14.0,,1.0,183.26200947,0.0,33.0,31.486796668,0
931,9000,50866.0,73064.0,DebtCon,Mgr,5.0,,,118.57000497,,23.0,40.1860615,0
474,7000,58128.0,93740.0,HomeImp,ProfExe,5.0,0.0,0.0,213.36302767,2.0,24.0,34.475301929,0
5740,43200,120310.0,178938.0,DebtCon,Self,10.0,0.0,0.0,196.28157917,0.0,5.0,40.165488129,0
5758,43900,120527.0,174003.0,DebtCon,Self,13.0,0.0,0.0,167.20836635,0.0,4.0,39.289348981,0
3508,18500,81938.0,106187.0,DebtCon,ProfExe,2.0,0.0,0.0,282.90060926,1.0,21.0,40.038841103,0
634,7900,40827.0,55757.0,DebtCon,Other,14.0,0.0,0.0,87.603462439,0.0,11.0,31.850563903,0
4621,24200,63229.0,89394.0,DebtCon,Other,15.0,0.0,0.0,84.668791549,0.0,16.0,35.604886706,0
5853,51500,42041.0,67770.0,DebtCon,Office,6.0,0.0,,205.65657649,1.0,16.0,31.029002604,0
2013,12900,56957.0,73181.0,HomeImp,Other,29.0,1.0,3.0,179.09616602,1.0,23.0,36.394795447,0
3313,17600,106381.0,134476.0,DebtCon,Other,0.0,0.0,0.0,294.07325413,0.0,47.0,38.581658717,0
3743,19900,128219.0,162012.0,DebtCon,Office,1.0,,0.0,374.02376692,,52.0,37.888166956,0
1306,10500,,53907.0,HomeImp,Other,10.0,0.0,0.0,308.21326219,2.0,13.0,34.408948419,0
1246,10200,52310.0,74117.0,DebtCon,Other,13.0,0.0,3.0,118.69578554,2.0,23.0,,1
3845,20100,57192.0,82870.0,DebtCon,Other,5.0,,,91.701436768,0.0,7.0,36.635230799,0
5511,33800,15648.0,43726.0,DebtCon,Other,29.0,0.0,0.0,198.45117369,0.0,14.0,42.511975049,0
312,6000,32446.0,54904.0,HomeImp,Other,2.0,0.0,0.0,51.733333333,1.0,9.0,,1
1704,12000,50581.0,70171.0,HomeImp,Other,,0.0,2.0,206.3192338,1.0,12.0,29.843136669,1
277,5700,80437.0,109647.0,HomeImp,ProfExe,9.5,0.0,0.0,104.4,0.0,14.0,,1
1054,9700,29094.0,51990.0,,Other,30.0,0.0,0.0,246.19523933,0.0,19.0,20.743364711,0
165,5000,,94119.0,HomeImp,Other,19.0,,,,,,,1
5933,77200,83962.0,215000.0,HomeImp,Self,8.0,1.0,2.0,71.533131923,3.0,14.0,,1
4556,23800,188250.0,233800.0,DebtCon,ProfExe,2.0,0.0,0.0,307.57275263,1.0,27.0,36.690724403,0
3489,18400,110580.0,137926.0,DebtCon,ProfExe,6.0,0.0,0.0,93.432749909,0.0,13.0,29.116887715,0
1993,12900,102905.0,117694.0,HomeImp,Office,1.0,0.0,0.0,137.14247311,1.0,21.0,35.865466207,0
5904,63300,202000.0,281000.0,DebtCon,ProfExe,2.0,0.0,0.0,99.433333333,2.0,21.0,,1
3107,16800,115870.0,130809.0,DebtCon,,15.0,0.0,0.0,177.63228248,0.0,17.0,39.567208162,0
2630,15100,,57940.0,DebtCon,Office,0.0,0.0,0.0,86.894929919,1.0,8.0,38.850348541,0
1886,12500,50097.0,73846.0,DebtCon,Other,1.0,0.0,0.0,267.86545832,0.0,20.0,29.159609493,0
331,6000,129731.0,154113.0,HomeImp,ProfExe,12.0,0.0,0.0,213.53333333,0.0,19.0,,0
2571,15000,23473.0,74000.0,HomeImp,Other,,0.0,0.0,244.76666667,1.0,50.0,,0
2924,16100,33209.0,52000.0,DebtCon,Other,8.0,0.0,0.0,91.3,1.0,15.0,,1
2207,13600,7627.0,59173.0,HomeImp,Other,7.0,2.0,0.0,362.51225026,1.0,22.0,14.26712754,0
4516,23500,,116983.0,HomeImp,Other,,0.0,1.0,143.4146448,0.0,10.0,35.060319852,1
482,7000,18000.0,46520.0,HomeImp,Office,17.0,0.0,1.0,183.1,0.0,23.0,,1
2756,15500,46846.0,70082.0,DebtCon,ProfExe,7.0,0.0,0.0,152.16806013,2.0,12.0,30.131497225,0
912,9000,56930.0,67557.0,DebtCon,Other,0.0,0.0,1.0,118.69951614,2.0,18.0,36.686882044,0
2857,15900,48563.0,64679.0,DebtCon,ProfExe,4.0,0.0,0.0,156.10138093,2.0,12.0,27.808547086,0
3961,20700,32817.0,101720.0,HomeImp,Other,5.0,0.0,0.0,132.94093789,0.0,15.0,31.606217408,0
5141,27600,,117581.0,DebtCon,Mgr,10.0,0.0,0.0,165.00583942,0.0,27.0,34.998727775,0
998,9400,57000.0,70000.0,DebtCon,Other,4.0,0.0,0.0,179.56666667,2.0,17.0,,0
5437,32100,127901.0,176592.0,DebtCon,Mgr,12.0,0.0,0.0,186.6022388,2.0,27.0,40.959377082,0
1062,9700,108000.0,210000.0,HomeImp,ProfExe,2.3,0.0,0.0,124.83333333,1.0,15.0,,0
2343,14200,102512.0,128657.0,HomeImp,ProfExe,8.0,0.0,0.0,178.33902633,3.0,32.0,27.541140882,0
292,5800,,34704.0,HomeImp,,,,,,,,34.174055545,0
5803,49500,247500.0,,,Other,0.0,0.0,4.0,160.33333333,2.0,25.0,,1
5425,31900,34498.0,82962.0,DebtCon,Other,,,,285.2974893,0.0,16.0,41.155241247,0
5836,50400,40140.0,103789.0,HomeImp,Self,9.0,0.0,0.0,208.76657482,3.0,35.0,40.015262668,0
1563,11400,125486.0,195284.0,HomeImp,Office,0.0,0.0,0.0,354.29028718,0.0,15.0,38.143068786,0
3541,18600,,95085.0,,Other,,0.0,0.0,175.78799489,1.0,10.0,32.250915334,0
287,5800,,41119.0,HomeImp,Other,2.0,0.0,0.0,261.40521864,0.0,26.0,42.191941556,0
3217,17200,85977.0,109238.0,HomeImp,ProfExe,3.0,0.0,0.0,115.55751256,1.0,25.0,38.948918735,0
3765,20000,68958.0,99875.0,DebtCon,ProfExe,11.0,1.0,1.0,117.66666667,0.0,23.0,,1
5129,27500,131269.0,211014.0,DebtCon,ProfExe,10.0,0.0,0.0,234.35128879,2.0,26.0,18.735147443,0
3735,19800,51454.0,68073.0,HomeImp,Office,1.0,0.0,0.0,130.97479082,0.0,17.0,32.304944123,0
1205,10000,133879.0,157446.0,HomeImp,ProfExe,6.0,0.0,1.0,421.36287218,1.0,42.0,30.606998702,0
5418,31800,126316.0,180750.0,DebtCon,Mgr,14.0,0.0,0.0,167.85725585,2.0,28.0,42.633437183,0
3215,17200,48999.0,76544.0,DebtCon,ProfExe,5.0,0.0,0.0,240.52274651,3.0,31.0,32.841753914,0
4373,22700,,57156.0,DebtCon,Other,,0.0,0.0,289.54567264,0.0,19.0,40.162944538,0
1842,12300,11300.0,39000.0,,Other,,5.0,1.0,170.43333333,3.0,21.0,,1
5600,37400,96798.0,145550.0,DebtCon,Other,12.0,0.0,0.0,63.901676947,1.0,35.0,40.594851726,0
3209,17200,43996.0,79419.0,DebtCon,Mgr,5.0,0.0,0.0,140.97340097,0.0,9.0,28.662173401,0
3323,17700,64964.0,88856.0,DebtCon,Office,5.0,0.0,0.0,114.66761831,0.0,19.0,21.933006318,0
4779,25000,39000.0,72500.0,DebtCon,Other,3.0,0.0,1.0,114.66666667,3.0,22.0,,1
5884,53900,,91309.0,HomeImp,Other,,0.0,0.0,349.79574811,0.0,6.0,22.061329914,0
