index,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ
1687,11900,63833.0,,DebtCon,Other,3.0,,
1688,11900,78959.0,104371.0,DebtCon,Mgr,1.0,0.0,0.0
1689,11900,83877.0,208924.0,HomeImp,Self,15.0,0.0,0.0
1690,11900,114329.0,143915.0,DebtCon,ProfExe,15.0,,1.0
1691,11900,81318.0,105454.0,HomeImp,ProfExe,6.0,0.0,0.0
1692,11900,61094.0,74842.0,,Other,12.0,0.0,0.0
1693,12000,84172.0,123415.0,DebtCon,Office,9.0,0.0,0.0
1694,12000,83560.0,126479.0,HomeImp,Other,8.0,,
1695,12000,63019.0,74204.0,DebtCon,Office,6.0,0.0,0.0
1696,12000,41182.0,59947.0,HomeImp,Other,23.0,0.0,0.0
1697,12000,57371.0,69076.0,DebtCon,Mgr,10.0,1.0,0.0
1698,12000,76799.0,83864.0,DebtCon,Mgr,8.0,0.0,0.0
1699,12000,35028.0,55079.0,HomeImp,Other,23.0,0.0,1.0
1700,12000,30777.0,43157.0,DebtCon,Other,8.0,,0.0
1701,12000,7804.0,65395.0,HomeImp,Other,8.0,2.0,0.0
1702,12000,38130.0,68707.0,DebtCon,Office,23.0,0.0,0.0
1703,12000,15756.0,53079.0,HomeImp,Office,23.0,0.0,0.0
1704,12000,50581.0,70171.0,HomeImp,Other,,0.0,2.0
1705,12000,69796.0,93757.0,DebtCon,Office,16.0,0.0,1.0
1706,12000,102109.0,121229.0,DebtCon,,2.0,0.0,0.0
1707,12000,79844.0,98139.0,HomeImp,ProfExe,8.0,0.0,0.0
1708,12000,76345.0,89036.0,HomeImp,Other,8.0,0.0,0.0
1709,12000,35721.0,52938.0,HomeImp,Other,23.0,0.0,1.0
1710,12000,72786.0,84595.0,DebtCon,Office,4.0,2.0,2.0
1711,12000,42000.0,60000.0,DebtCon,Other,4.0,1.0,2.0
1712,12000,69000.0,92900.0,HomeImp,ProfExe,2.0,0.0,0.0
1713,12000,74427.0,96270.0,DebtCon,Other,18.0,0.0,1.0
1714,12000,,,HomeImp,Other,3.0,0.0,2.0
1715,12000,43000.0,64000.0,DebtCon,Other,1.0,0.0,0.0
1716,12000,96000.0,135000.0,HomeImp,ProfExe,14.0,0.0,0.0
1717,12000,46000.0,60200.0,DebtCon,Other,4.0,0.0,0.0
1718,12000,87000.0,101200.0,DebtCon,Sales,13.0,,2.0
1719,12000,98000.0,123385.0,HomeImp,ProfExe,10.0,0.0,0.0
1720,12000,76187.0,93100.0,DebtCon,Other,0.5,0.0,0.0
1721,12000,73000.0,94900.0,DebtCon,ProfExe,9.0,3.0,0.0
1722,12000,150000.0,175065.0,DebtCon,ProfExe,7.0,,1.0
1723,12000,29600.0,61250.0,DebtCon,ProfExe,7.5,0.0,0.0
1724,12000,,63000.0,,,0.0,0.0,0.0
1725,12000,94000.0,112125.0,HomeImp,Office,2.0,0.0,0.0
1726,12000,72000.0,106000.0,DebtCon,Other,6.0,0.0,0.0
1727,12000,42482.0,67800.0,DebtCon,ProfExe,19.0,0.0,0.0
1728,12000,53800.0,80000.0,DebtCon,Other,0.3,0.0,0.0
1729,12000,88000.0,118750.0,HomeImp,Mgr,3.0,0.0,3.0
1730,12000,44000.0,59500.0,DebtCon,Other,3.7,0.0,0.0
1731,12000,81000.0,105250.0,DebtCon,ProfExe,9.0,0.0,0.0
1732,12000,36346.0,54000.0,DebtCon,Other,,0.0,0.0
1733,12000,81000.0,99000.0,HomeImp,Other,20.0,0.0,0.0
1734,12000,64000.0,80000.0,DebtCon,Other,2.0,0.0,0.0
1735,12000,,87000.0,DebtCon,Other,13.0,,
1736,12000,85039.0,111100.0,DebtCon,ProfExe,0.2,1.0,2.0
1737,12000,87000.0,113850.0,DebtCon,Office,11.0,0.0,0.0
1738,12000,,,HomeImp,Other,19.0,0.0,8.0
1739,12000,75373.0,102602.0,HomeImp,Other,6.0,2.0,0.0
1740,12000,36000.0,51900.0,DebtCon,Other,0.1,0.0,0.0
1741,12000,114390.0,132800.0,DebtCon,Mgr,10.0,0.0,0.0
1742,12000,28298.0,72000.0,DebtCon,Other,8.0,,
1743,12000,118000.0,139350.0,HomeImp,ProfExe,2.0,0.0,0.0
1744,12000,87917.0,,,Other,12.9,0.0,1.0
1745,12000,58730.0,80000.0,DebtCon,Office,10.0,,4.0
1746,12000,59099.0,82000.0,DebtCon,Other,10.0,0.0,2.0
1747,12000,15231.0,42845.01,DebtCon,Office,6.5,0.0,1.0
1748,12000,48786.0,89800.0,HomeImp,ProfExe,29.9,0.0,5.0
1749,12000,74265.0,91000.0,HomeImp,Other,7.0,1.0,0.0
1750,12000,42000.0,58000.0,DebtCon,Other,5.0,0.0,1.0
1751,12000,76674.0,97936.0,DebtCon,Mgr,5.0,0.0,0.0
1752,12000,54257.0,82764.0,,Other,14.0,1.0,1.0
1753,12000,36072.0,62960.0,DebtCon,ProfExe,8.0,0.0,0.0
1754,12000,97650.0,115931.0,DebtCon,ProfExe,11.0,0.0,0.0
1755,12000,,67446.0,HomeImp,Other,,0.0,0.0
1756,12000,88210.0,114224.0,DebtCon,ProfExe,8.0,0.0,0.0
1757,12000,84191.0,100654.0,HomeImp,ProfExe,0.0,0.0,0.0
1758,12000,63589.0,75959.0,HomeImp,Office,14.0,1.0,0.0
1759,12000,,33879.0,DebtCon,Other,,1.0,0.0
1760,12000,48189.0,53969.0,DebtCon,Other,5.0,0.0,0.0
1761,12000,98428.0,114820.0,DebtCon,Other,16.0,0.0,1.0
1762,12100,56335.0,86648.0,HomeImp,Other,17.0,0.0,0.0
1763,12100,48622.0,83158.0,HomeImp,Other,4.0,0.0,2.0
1764,12100,58556.0,76724.0,HomeImp,Other,3.0,0.0,1.0
1765,12100,186062.0,227171.0,HomeImp,ProfExe,0.0,0.0,0.0
1766,12100,13218.0,82386.0,DebtCon,Other,7.0,0.0,0.0
1767,12100,96439.0,126328.0,HomeImp,Mgr,3.0,0.0,3.0
1768,12100,44484.0,64398.0,DebtCon,Other,3.0,0.0,0.0
1769,12100,29097.0,72647.0,DebtCon,Other,8.0,,
1770,12100,90917.0,102400.0,DebtCon,Sales,11.0,,2.0
1771,12100,50100.0,66410.0,DebtCon,Other,3.0,0.0,0.0
1772,12100,68941.0,75029.0,HomeImp,Office,14.0,0.0,0.0
1773,12100,50150.0,65565.0,DebtCon,Other,4.0,0.0,0.0
1774,12100,50973.0,74183.0,DebtCon,Mgr,6.0,,
1775,12100,22000.0,38750.0,DebtCon,Other,0.8,0.0,0.0
1776,12100,12000.0,33938.0,DebtCon,Mgr,9.0,0.0,0.0
1777,12100,31400.0,48000.0,DebtCon,Other,6.0,1.0,0.0
1778,12100,67000.0,79100.0,DebtCon,Mgr,5.0,0.0,0.0
1779,12100,67927.0,94126.0,DebtCon,Other,2.0,0.0,0.0
1780,12100,,72731.0,,,0.0,0.0,0.0
1781,12100,74594.0,90555.0,DebtCon,Mgr,4.0,0.0,0.0
1782,12100,83557.0,98881.0,HomeImp,ProfExe,6.0,0.0,0.0
1783,12100,61868.0,66874.0,HomeImp,Other,30.0,0.0,3.0
1784,12100,46152.0,72773.0,DebtCon,Other,0.0,0.0,0.0
1785,12100,97185.0,113004.0,DebtCon,Other,13.0,0.0,0.0
1786,12100,105104.0,144712.0,HomeImp,ProfExe,13.0,0.0,0.0
1787,12100,71060.0,79744.0,DebtCon,Other,3.0,,
1788,12100,85121.0,113744.0,DebtCon,ProfExe,0.0,0.0,2.0
1789,12100,28193.0,34705.0,DebtCon,Other,0.0,,
1790,12100,18728.0,34443.0,DebtCon,Mgr,9.0,0.0,0.0
1791,12100,55147.0,72553.0,DebtCon,Other,0.0,0.0,0.0
1792,12100,48149.0,74539.0,DebtCon,ProfExe,17.0,0.0,0.0
1793,12200,61929.0,83102.0,HomeImp,Office,14.0,0.0,0.0
1794,12200,110088.0,137794.0,DebtCon,ProfExe,3.0,0.0,0.0
1795,12200,57785.0,72971.0,DebtCon,Other,2.0,0.0,0.0
1796,12200,67474.0,88473.0,DebtCon,Other,2.0,0.0,0.0
1797,12200,136866.0,162906.0,HomeImp,ProfExe,4.0,0.0,0.0
1798,12200,80336.0,102618.0,HomeImp,ProfExe,2.0,0.0,0.0
1799,12200,97000.0,109800.0,HomeImp,ProfExe,5.0,0.0,0.0
1800,12200,91000.0,114053.0,DebtCon,Other,11.0,0.0,0.0
1801,12200,206613.0,232176.0,HomeImp,ProfExe,10.0,0.0,1.0
1802,12200,45095.0,64736.0,DebtCon,Other,9.0,0.0,0.0
1803,12200,70722.0,81760.0,DebtCon,Other,0.0,0.0,0.0
1804,12200,199232.0,229929.0,HomeImp,ProfExe,11.0,0.0,0.0
1805,12200,82904.0,125057.0,DebtCon,Office,8.0,0.0,0.0
1806,12200,61302.0,90873.0,DebtCon,Other,2.0,0.0,0.0
1807,12200,27118.0,87982.0,HomeImp,ProfExe,19.0,0.0,0.0
1808,12200,53242.0,70400.0,DebtCon,Other,14.0,0.0,0.0
1809,12200,57112.0,76050.0,DebtCon,Other,1.0,0.0,0.0
1810,12200,90154.0,110479.0,DebtCon,ProfExe,9.0,0.0,0.0
1811,12200,86775.0,111572.0,DebtCon,ProfExe,0.0,1.0,1.0
1812,12300,79838.0,85209.0,DebtCon,ProfExe,8.0,0.0,0.0
1813,12300,114035.0,137208.0,DebtCon,ProfExe,15.0,,1.0
1814,12300,89333.0,106107.0,HomeImp,Other,19.0,0.0,0.0
1815,12300,24552.0,48278.0,DebtCon,Other,0.0,0.0,0.0
1816,12300,61253.0,85825.0,DebtCon,Sales,5.0,0.0,0.0
1817,12300,152107.0,179793.0,DebtCon,ProfExe,7.0,,1.0
1818,12300,48866.0,73023.0,HomeImp,Office,11.0,3.0,1.0
1819,12300,48238.0,66603.0,HomeImp,Office,6.0,0.0,1.0
1820,12300,112373.0,136202.0,DebtCon,ProfExe,16.0,,1.0
1821,12300,69499.0,104045.0,DebtCon,Other,8.0,0.0,0.0
1822,12300,60200.0,77079.0,HomeImp,Office,13.0,0.0,0.0
1823,12300,,50530.0,HomeImp,Mgr,5.0,,
1824,12300,78000.0,101200.0,HomeImp,Other,0.4,0.0,0.0
1825,12300,50230.0,70000.0,DebtCon,Sales,1.0,0.0,
1826,12300,49800.0,64000.0,DebtCon,ProfExe,23.0,0.0,2.0
1827,12300,77000.0,94000.0,DebtCon,Mgr,41.0,,4.0
1828,12300,114457.0,144284.0,DebtCon,ProfExe,1.0,0.0,0.0
1829,12300,52622.0,64407.0,DebtCon,Other,0.0,0.0,0.0
1830,12300,152274.0,177940.0,HomeImp,Office,4.0,0.0,0.0
1831,12300,27859.0,48393.0,HomeImp,Other,10.0,0.0,0.0
1832,12300,90006.0,121122.0,DebtCon,Office,9.0,0.0,0.0
1833,12300,159798.0,177853.0,DebtCon,ProfExe,6.0,,0.0
1834,12300,81590.0,90050.0,DebtCon,Mgr,6.0,0.0,0.0
1835,12300,35651.0,59795.0,HomeImp,Other,22.0,0.0,0.0
1836,12300,50441.0,56656.0,DebtCon,Office,1.0,0.0,0.0
1837,12300,33061.0,46277.0,DebtCon,Other,8.0,,1.0
1838,12300,102908.0,124217.0,HomeImp,ProfExe,9.0,0.0,0.0
1839,12300,141020.0,157511.0,HomeImp,ProfExe,4.0,0.0,1.0
1840,12300,92573.0,119325.0,DebtCon,ProfExe,2.0,1.0,2.0
1841,12300,73099.0,84250.0,DebtCon,ProfExe,4.0,,
1842,12300,11300.0,39000.0,,Other,,5.0,1.0
1843,12300,68024.0,78800.0,DebtCon,Sales,7.0,0.0,0.0
1844,12300,64265.0,90956.0,DebtCon,Other,10.0,0.0,1.0
1845,12400,132894.0,198168.0,HomeImp,Office,0.0,0.0,1.0
1846,12400,31303.0,57444.0,,Other,29.0,0.0,0.0
1847,12400,80510.0,97548.0,HomeImp,ProfExe,1.0,0.0,0.0
1848,12400,137927.0,160566.0,HomeImp,ProfExe,6.0,0.0,1.0
1849,12400,45604.0,65501.0,DebtCon,Other,9.0,0.0,1.0
1850,12400,26768.0,52411.0,HomeImp,Other,0.0,0.0,0.0
1851,12400,203902.0,234454.0,HomeImp,ProfExe,9.0,0.0,0.0
1852,12400,16375.0,36672.0,DebtCon,Mgr,8.0,0.0,0.0
1853,12400,49264.0,57923.0,DebtCon,Other,0.0,0.0,0.0
1854,12400,36034.0,62953.0,DebtCon,ProfExe,9.0,0.0,0.0
1855,12400,,69350.0,,,0.0,0.0,0.0
1856,12400,94000.0,112000.0,DebtCon,Mgr,4.0,0.0,0.0
1857,12400,115902.0,146813.0,DebtCon,ProfExe,1.0,0.0,0.0
1858,12400,115004.0,144760.0,DebtCon,ProfExe,2.0,0.0,0.0
1859,12400,57105.0,74582.0,DebtCon,Other,12.0,0.0,0.0
1860,12400,34055.0,40739.0,DebtCon,Other,9.0,,0.0
1861,12400,50573.0,84008.0,DebtCon,Other,15.0,1.0,0.0
1862,12400,,65317.0,HomeImp,Other,,0.0,0.0
1863,12400,25805.0,31414.0,DebtCon,Other,2.0,,
1864,12400,24769.0,87665.0,HomeImp,ProfExe,21.0,0.0,0.0
1865,12400,83018.0,96637.0,DebtCon,Other,2.0,0.0,0.0
1866,12500,93538.0,118369.0,DebtCon,ProfExe,0.0,0.0,1.0
1867,12500,37562.0,57081.0,HomeImp,Other,22.0,0.0,1.0
1868,12500,69117.0,101503.0,HomeImp,ProfExe,13.0,0.0,7.0
1869,12500,157312.0,181050.0,DebtCon,ProfExe,7.0,,0.0
1870,12500,10035.0,61897.0,HomeImp,Other,6.0,1.0,1.0
1871,12500,83276.0,129116.0,DebtCon,Office,7.0,0.0,0.0
1872,12500,57294.0,66615.0,DebtCon,Other,3.0,0.0,1.0
1873,12500,101047.0,118913.0,HomeImp,Office,2.0,0.0,0.0
1874,12500,56960.0,69014.0,DebtCon,Other,4.0,0.0,0.0
1875,12500,83924.0,100114.0,HomeImp,ProfExe,0.0,0.0,0.0
1876,12500,79900.0,94660.0,DebtCon,Mgr,19.0,0.0,0.0
1877,12500,,52026.0,HomeImp,Mgr,6.0,,
1878,12500,41000.0,64680.0,DebtCon,Other,2.0,0.0,0.0
1879,12500,41301.0,60000.0,DebtCon,Other,2.0,0.0,0.0
1880,12500,55000.0,75393.0,DebtCon,Other,0.75,0.0,1.0
1881,12500,77100.0,90550.0,HomeImp,Office,,0.0,0.0
1882,12500,71582.0,93400.0,DebtCon,Other,6.0,3.0,0.0
1883,12500,53060.0,67500.0,DebtCon,Office,16.0,0.0,5.0
1884,12500,69192.0,105300.0,DebtCon,Mgr,4.0,0.0,0.0
1885,12500,62000.0,102600.0,HomeImp,Other,10.0,2.0,6.0
1886,12500,50097.0,73846.0,DebtCon,Other,1.0,0.0,0.0
1887,12500,77792.0,100812.0,DebtCon,ProfExe,10.0,2.0,0.0
1888,12500,53354.0,79893.0,HomeImp,Office,10.0,2.0,0.0
1889,12500,66163.0,83727.0,DebtCon,Office,4.0,1.0,2.0
1890,12500,81865.0,101048.0,DebtCon,Other,1.0,0.0,0.0
1891,12500,17659.0,31843.0,DebtCon,Office,7.0,0.0,1.0
1892,12500,55228.0,66569.0,DebtCon,Mgr,3.0,0.0,0.0
1893,12500,77937.0,89710.0,DebtCon,Mgr,19.0,0.0,0.0
1894,12500,26286.0,36002.0,DebtCon,Other,2.0,,
1895,12500,,39200.0,HomeImp,Other,0.0,0.0,0.0
1896,12500,56791.0,72974.0,HomeImp,Other,29.0,0.0,3.0
1897,12500,,,,,,,
1898,12600,71370.0,90316.0,HomeImp,Office,26.0,0.0,0.0
1899,12600,84933.0,110253.0,DebtCon,ProfExe,8.0,0.0,0.0
1900,12600,80612.0,93802.0,DebtCon,Mgr,5.0,0.0,0.0
1901,12600,68800.0,86000.0,DebtCon,Mgr,3.0,2.0,1.0
1902,12600,41169.82,57000.0,DebtCon,Other,5.5,1.0,0.0
1903,12600,83921.0,90876.0,DebtCon,Other,3.0,0.0,0.0
1904,12600,45633.0,77578.0,DebtCon,ProfExe,19.0,0.0,0.0
1905,12600,103946.0,113900.0,DebtCon,Other,17.0,0.0,2.0
1906,12600,125688.0,198602.0,HomeImp,Office,0.0,0.0,1.0
1907,12600,86785.0,110400.0,DebtCon,Other,0.7,1.0,
1908,12600,72854.0,86209.0,,ProfExe,2.0,0.0,0.0
1909,12600,67860.0,103426.0,DebtCon,Other,9.0,0.0,0.0
1910,12600,103960.0,127384.0,DebtCon,,2.0,0.0,0.0
1911,12600,32742.0,41299.0,DebtCon,Other,10.0,,1.0
1912,12600,25000.0,37882.0,HomeImp,Other,8.8,0.0,0.0
1913,12600,48983.0,65000.0,DebtCon,Other,5.0,1.0,0.0
1914,12600,62493.0,77141.0,,Other,13.0,0.0,0.0
1915,12600,55415.0,74307.0,HomeImp,Other,29.0,1.0,2.0
1916,12600,58247.0,72189.0,HomeImp,Other,30.0,0.0,3.0
1917,12600,100590.0,138649.0,HomeImp,ProfExe,14.0,0.0,0.0
1918,12600,85335.0,97094.0,DebtCon,Other,2.0,0.0,0.0
1919,12600,83552.0,107186.0,HomeImp,Other,21.0,0.0,0.0
1920,12600,37699.0,59874.0,HomeImp,Other,22.0,0.0,0.0
1921,12600,76002.0,94236.0,DebtCon,Other,11.0,0.0,0.0
1922,12600,49986.0,67896.0,DebtCon,Mgr,3.0,0.0,0.0
1923,12700,204038.0,230920.0,HomeImp,ProfExe,10.0,0.0,0.0
1924,12700,79448.0,91004.0,DebtCon,Mgr,20.0,0.0,0.0
1925,12700,149272.0,176467.0,HomeImp,Office,7.0,0.0,0.0
1926,12700,29471.0,48362.0,HomeImp,Other,9.0,0.0,0.0
1927,12700,72760.0,83604.0,DebtCon,Office,6.0,2.0,3.0
1928,12700,,41396.0,HomeImp,Other,0.0,0.0,0.0
1929,12700,79383.0,107590.0,DebtCon,Other,5.0,0.0,0.0
1930,12700,30428.0,47387.0,DebtCon,ProfExe,2.0,0.0,0.0
1931,12700,103034.0,124116.0,DebtCon,,2.0,0.0,0.0
1932,12700,58293.0,82594.0,DebtCon,Office,13.0,0.0,0.0
1933,12700,30061.0,58714.0,,Other,29.0,0.0,0.0
1934,12700,27459.0,38577.0,HomeImp,Mgr,16.0,0.0,0.0
1935,12700,77068.0,98436.0,HomeImp,ProfExe,7.0,0.0,1.0
1936,12700,130867.0,201245.0,HomeImp,Office,0.0,0.0,1.0
1937,12700,61840.0,73541.0,DebtCon,ProfExe,1.0,0.0,0.0
1938,12700,79898.0,101989.0,DebtCon,ProfExe,9.0,2.0,0.0
1939,12700,105293.0,121416.0,,Office,14.0,0.0,0.0
1940,12700,60122.0,93741.0,DebtCon,Other,0.0,0.0,0.0
1941,12700,72164.0,104220.0,DebtCon,Office,10.0,0.0,0.0
1942,12700,48139.0,64842.0,DebtCon,Other,0.0,1.0,0.0
1943,12700,9038.0,65969.0,HomeImp,Other,7.0,1.0,1.0
1944,12700,59440.0,88690.0,DebtCon,Other,0.0,0.0,0.0
1945,12700,53199.0,82567.0,HomeImp,Other,3.0,0.0,1.0
1946,12700,58606.0,83010.0,DebtCon,Other,1.0,0.0,0.0
1947,12700,159661.0,183244.0,DebtCon,ProfExe,7.0,,1.0
1948,12700,107653.0,129752.0,HomeImp,ProfExe,8.0,0.0,0.0
1949,12700,37346.0,53511.0,HomeImp,Other,23.0,0.0,0.0
1950,12800,99160.0,114619.0,HomeImp,Office,2.0,0.0,0.0
1951,12800,66293.0,92423.0,HomeImp,Office,27.0,0.0,0.0
1952,12800,117391.0,210072.0,HomeImp,ProfExe,1.0,0.0,0.0
1953,12800,54546.0,62906.0,DebtCon,Mgr,3.0,0.0,0.0
1954,12800,49349.0,70078.0,DebtCon,Other,9.0,0.0,0.0
1955,12800,56516.0,78392.0,HomeImp,Other,0.0,0.0,1.0
1956,12800,40932.0,72172.0,DebtCon,Other,20.0,0.0,0.0
1957,12800,100241.0,113073.0,DebtCon,Other,17.0,0.0,1.0
1958,12800,73624.0,103213.0,DebtCon,Other,10.0,0.0,0.0
1959,12800,,,,,,,
1960,12800,,,,,,,
1961,12800,206527.0,227737.0,HomeImp,ProfExe,11.0,0.0,0.0
1962,12800,54151.0,83828.0,DebtCon,Other,13.0,0.0,0.0
1963,12800,81030.0,100333.0,DebtCon,Mgr,11.0,0.0,1.0
1964,12800,67867.0,78660.0,DebtCon,Other,3.0,,
1965,12800,48437.0,65311.0,DebtCon,Other,0.0,1.0,0.0
1966,12800,51800.0,68000.0,HomeImp,ProfExe,6.0,,
1967,12800,111000.0,124500.0,DebtCon,Sales,7.0,1.0,0.0
1968,12800,76783.0,95007.0,DebtCon,Mgr,6.0,0.0,0.0
1969,12800,58592.0,87002.0,DebtCon,Office,13.0,0.0,0.0
1970,12800,11986.0,48309.0,HomeImp,Office,23.0,0.0,0.0
1971,12800,46043.0,62531.0,DebtCon,Other,4.0,0.0,0.0
1972,12800,42801.0,51123.0,HomeImp,Other,23.0,0.0,1.0
1973,12800,67060.0,83989.0,DebtCon,Office,9.0,,3.0
1974,12800,91040.0,114331.0,DebtCon,Other,12.0,0.0,0.0
1975,12800,71531.0,87256.0,HomeImp,Office,26.0,0.0,0.0
1976,12800,75139.0,105289.0,HomeImp,ProfExe,8.0,0.0,0.0
1977,12800,77318.0,97616.0,DebtCon,Mgr,6.0,0.0,0.0
1978,12800,85251.0,114023.0,DebtCon,ProfExe,1.0,1.0,2.0
1979,12800,79151.0,110583.0,DebtCon,Other,4.0,0.0,0.0
1980,12800,29100.0,39264.0,HomeImp,Other,7.0,0.0,0.0
1981,12800,81694.0,101680.0,DebtCon,Other,0.0,0.0,0.0
1982,12800,68729.0,90127.0,HomeImp,Office,23.0,0.0,0.0
1983,12900,69770.0,87000.0,DebtCon,Other,6.0,0.0,0.0
1984,12900,94000.0,,DebtCon,Office,8.0,0.0,1.0
1985,12900,34655.0,57787.0,,Other,31.0,0.0,0.0
1986,12900,64245.0,83823.0,DebtCon,Office,13.0,0.0,0.0
1987,12900,39401.0,53758.0,HomeImp,Other,22.0,0.0,0.0
1988,12900,58566.0,74655.0,DebtCon,Mgr,5.0,,
1989,12900,105638.0,112608.0,DebtCon,Other,17.0,0.0,2.0
1990,12900,59191.0,72716.0,DebtCon,Other,2.0,0.0,0.0
1991,12900,29891.0,76571.0,HomeImp,Other,2.0,0.0,0.0
1992,12900,151991.0,179521.0,HomeImp,Office,6.0,0.0,0.0
1993,12900,102905.0,117694.0,HomeImp,Office,1.0,0.0,0.0
1994,12900,92734.0,114285.0,HomeImp,Mgr,11.0,0.0,0.0
1995,12900,87270.0,97929.0,HomeImp,ProfExe,0.0,0.0,0.0
1996,12900,90646.0,100744.0,HomeImp,Other,19.0,0.0,0.0
1997,12900,66126.0,84472.0,DebtCon,Other,2.0,,
1998,12900,67038.0,110955.0,DebtCon,Office,9.0,0.0,0.0
1999,12900,89510.0,102628.0,HomeImp,Other,20.0,0.0,0.0
2000,12900,46266.0,62000.0,DebtCon,Other,7.0,0.0,0.0
2001,12900,83886.0,100782.0,HomeImp,ProfExe,5.0,0.0,0.0
2002,12900,31498.0,42695.0,HomeImp,Mgr,14.0,0.0,0.0
2003,12900,149297.0,177044.0,HomeImp,Office,4.0,0.0,0.0
2004,12900,117900.0,143433.0,DebtCon,Mgr,6.0,0.0,0.0
2005,12900,55673.0,64582.0,DebtCon,Other,4.0,0.0,0.0
2006,12900,88304.0,122178.0,DebtCon,Office,10.0,0.0,0.0
2007,12900,50636.0,57838.0,DebtCon,Other,0.0,1.0,0.0
2008,12900,52353.0,62740.0,DebtCon,Other,2.0,0.0,0.0
2009,12900,89492.0,110007.0,HomeImp,ProfExe,10.0,0.0,2.0
2010,12900,19688.0,77998.0,DebtCon,ProfExe,20.0,0.0,2.0
2011,12900,70167.0,90812.0,HomeImp,Office,25.0,0.0,0.0
2012,12900,45215.0,66162.0,DebtCon,Other,4.0,0.0,0.0
2013,12900,56957.0,73181.0,HomeImp,Other,29.0,1.0,3.0
2014,12900,56798.0,71364.0,DebtCon,Other,1.0,0.0,0.0
2015,12900,61031.0,71550.0,HomeImp,Other,28.0,0.0,2.0
2016,12900,18106.0,37881.0,DebtCon,Mgr,8.0,0.0,0.0
2017,13000,64499.0,86000.0,HomeImp,Other,1.0,0.0,0.0
2018,13000,15374.0,59309.0,HomeImp,Other,6.0,2.0,0.0
2019,13000,27787.0,44901.0,DebtCon,Other,8.0,,1.0
2020,13000,81972.0,102295.0,HomeImp,ProfExe,5.0,0.0,0.0
2021,13000,,28981.0,HomeImp,,28.0,0.0,0.0
2022,13000,61509.0,77065.0,DebtCon,Other,6.0,0.0,0.0
2023,13000,80587.0,110064.0,DebtCon,Other,6.0,0.0,0.0
2024,13000,72931.0,96803.0,DebtCon,Other,6.0,0.0,0.0
2025,13000,29461.0,49326.0,HomeImp,ProfExe,11.0,0.0,0.0
2026,13000,78766.0,106450.0,HomeImp,ProfExe,6.0,0.0,0.0
2027,13000,49268.0,72430.0,DebtCon,ProfExe,19.0,0.0,0.0
2028,13000,39386.0,53149.0,DebtCon,Other,4.0,0.0,0.0
2029,13000,67395.0,94355.0,DebtCon,Office,8.0,0.0,0.0
2030,13000,53951.0,70095.0,HomeImp,Other,28.0,0.0,3.0
2031,13000,,72175.0,HomeImp,Other,,0.0,0.0
2032,13000,29196.0,42682.0,DebtCon,Other,9.0,,0.0
2033,13000,96172.0,112123.0,DebtCon,ProfExe,14.0,0.0,0.0
2034,13000,88614.0,116994.0,HomeImp,ProfExe,13.0,0.0,2.0
2035,13000,16913.0,48587.0,HomeImp,Office,23.0,0.0,0.0
2036,13000,125969.0,144076.0,DebtCon,Other,4.0,0.0,0.0
2037,13000,70000.0,90704.0,DebtCon,Other,15.0,0.0,3.0
2038,13000,34000.0,65000.0,HomeImp,Other,4.5,0.0,1.0
2039,13000,38200.0,64764.0,HomeImp,ProfExe,4.0,0.0,0.0
2040,13000,6793.0,47700.0,DebtCon,ProfExe,4.0,0.0,0.0
2041,13000,59000.0,83187.0,HomeImp,Other,,0.0,0.0
2042,13000,61612.0,99132.0,HomeImp,ProfExe,8.0,0.0,0.0
2043,13000,,25425.0,DebtCon,Other,13.0,,
2044,13000,20200.0,37245.0,DebtCon,ProfExe,21.0,0.0,1.0
2045,13000,7200.0,24869.0,HomeImp,Other,0.7,9.0,1.0
2046,13000,41193.0,58000.0,DebtCon,Other,18.0,3.0,2.0
2047,13000,36223.0,,DebtCon,Other,9.0,1.0,0.0
2048,13000,43744.0,60000.0,DebtCon,Self,22.0,0.0,1.0
2049,13000,94941.0,120000.0,DebtCon,ProfExe,0.1,0.0,0.0
2050,13000,137618.0,159000.0,DebtCon,ProfExe,9.0,2.0,6.0
2051,13000,47000.0,60000.0,HomeImp,Self,1.0,0.0,0.0
2052,13000,177000.0,200000.0,DebtCon,Mgr,3.0,0.0,2.0
2053,13000,60000.0,86400.0,DebtCon,Other,12.0,0.0,2.0
2054,13000,111000.0,137813.0,,Mgr,6.0,2.0,2.0
2055,13000,152029.0,173750.0,HomeImp,ProfExe,20.0,0.0,0.0
2056,13000,26863.0,44218.0,HomeImp,Other,10.0,0.0,0.0
2057,13000,110094.0,145807.0,DebtCon,ProfExe,2.0,0.0,0.0
2058,13000,66014.0,85528.0,DebtCon,Office,4.0,2.0,3.0
2059,13000,61865.0,72045.0,DebtCon,ProfExe,0.0,0.0,0.0
2060,13000,,25552.0,HomeImp,,28.0,0.0,0.0
2061,13000,77355.0,114400.0,,,,,
2062,13000,44875.0,57713.0,DebtCon,Other,0.0,1.0,0.0
2063,13000,110097.0,210595.0,HomeImp,ProfExe,3.0,0.0,0.0
2064,13000,60719.0,73677.0,,Other,11.0,0.0,0.0
2065,13000,80277.0,106799.0,DebtCon,Other,3.0,0.0,0.0
2066,13000,40996.0,58938.0,DebtCon,Mgr,,,
