index,CLAGE,NINQ,CLNO,DEBTINC,y
1385,190.02108492,1.0,55.0,34.698162391,0
1386,174.34182326,0.0,19.0,31.75799058,0
1387,178.6374675,0.0,19.0,31.888936384,0
1388,110.67744165,,23.0,42.939294407,0
1389,205.00760033,3.0,28.0,41.587201191,0
1390,144.81717461,7.0,28.0,36.784582009,0
1391,236.36666667,0.0,22.0,,0
1392,97.861325762,0.0,36.0,36.996385659,1
1393,270.26516526,0.0,16.0,33.658292221,0
1394,,,,38.490246959,0
1395,179.89655998,1.0,20.0,53.584883008,1
1396,268.9,0.0,20.0,,0
1397,172.79930087,3.0,30.0,38.588823585,0
1398,202.53743039,0.0,13.0,29.551583139,0
1399,129.73199214,0.0,22.0,38.042767861,0
1400,212.22346879,0.0,19.0,33.920789966,0
1401,,,,35.265437376,0
1402,113.42514573,2.0,31.0,41.474073805,0
1403,171.75957905,2.0,17.0,33.227793593,0
1404,329.16666667,1.0,14.0,,1
1405,,,,,0
1406,101.46666667,2.0,19.0,,1
1407,110.56666667,5.0,26.0,,1
1408,102.66507078,0.0,23.0,30.09500969,0
1409,163.27383179,1.0,12.0,38.383498378,0
1410,75.458150356,,4.0,28.370130884,1
1411,179.91736263,0.0,28.0,25.210739655,0
1412,179.83082878,0.0,12.0,40.291951983,0
1413,308.75917568,0.0,9.0,34.095785093,0
1414,94.518067782,2.0,15.0,28.088524645,0
1415,176.83333333,0.0,36.0,,1
1416,141.16529822,,8.0,21.079998939,0
1417,119.14584404,1.0,26.0,40.978635322,0
1418,58.892731331,8.0,21.0,23.875946186,0
1419,89.124526305,0.0,6.0,38.8031464,0
1420,346.9796514,1.0,22.0,16.48162968,0
1421,,,,40.780527152,0
1422,68.810826166,0.0,11.0,30.518229752,0
1423,228.98545319,3.0,32.0,37.91433471,0
1424,103.43333333,0.0,19.0,,1
1425,115.31274905,,24.0,39.510985743,0
1426,,,,22.392611597,0
1427,191.81512308,0.0,13.0,30.124555686,0
1428,248.58340866,0.0,10.0,39.204625006,0
1429,59.548702675,1.0,2.0,24.195903631,1
1430,349.75236213,0.0,7.0,34.34334852,0
1431,404.9043933,0.0,11.0,23.610124369,0
1432,225.88904146,0.0,9.0,34.727875189,0
1433,,,,37.10471224,0
1434,180.81810233,0.0,12.0,29.555406533,0
1435,231.73414438,0.0,10.0,36.025683828,0
1436,177.08584488,0.0,19.0,33.849092539,0
1437,72.494660925,0.0,23.0,35.667645974,0
1438,78.833617625,2.0,23.0,36.174955236,1
1439,256.63415201,0.0,11.0,22.447943315,0
1440,224.71557646,2.0,15.0,39.526852362,0
1441,107.34006616,0.0,22.0,37.699108592,0
1442,126.77192888,1.0,17.0,40.031393322,1
1443,175.41182666,0.0,12.0,39.216775179,0
1444,241.06079106,0.0,10.0,25.21859995,0
1445,173.8298837,0.0,34.0,33.897772554,0
1446,206.90348089,2.0,15.0,37.743047077,0
1447,215.43179389,3.0,32.0,36.569347898,0
1448,240.68258102,0.0,10.0,24.404335112,0
1449,244.01777452,3.0,32.0,36.542570221,0
1450,88.606023456,0.0,22.0,38.026151095,0
1451,90.230329762,0.0,20.0,38.255862022,0
1452,352.37913787,0.0,28.0,28.030214206,1
1453,319.79577127,0.0,10.0,33.596170858,0
1454,173.16666667,0.0,18.0,,1
1455,91.0,3.0,32.0,,1
1456,277.0,1.0,46.0,,0
1457,102.43333333,0.0,17.0,,0
1458,108.53333333,1.0,27.0,,0
1459,240.43333333,0.0,25.0,,0
1460,125.8,1.0,26.0,,0
1461,170.43333333,2.0,14.0,,0
1462,115.6,1.0,25.0,,1
1463,215.06666667,0.0,65.0,,1
1464,123.76666667,1.0,17.0,,1
1465,101.5,0.0,13.0,,1
1466,123.76666667,3.0,34.0,,1
1467,,,,,1
1468,116.7,2.0,30.0,,1
1469,132.93333333,1.0,9.0,,1
1470,440.42125368,0.0,42.0,26.904766453,0
1471,181.07079325,1.0,32.0,30.032845485,0
1472,323.19292763,0.0,10.0,33.299628394,0
1473,255.28741537,0.0,24.0,29.434867143,0
1474,242.24976115,2.0,16.0,37.680169764,0
1475,84.444746145,0.0,20.0,36.673648152,0
1476,155.37122034,4.0,22.0,42.539685706,0
1477,67.636289053,1.0,11.0,28.689928357,0
1478,115.55852962,0.0,26.0,26.91192966,0
1479,190.48216428,1.0,21.0,29.578148133,0
1480,197.12004536,0.0,23.0,41.441052018,1
1481,131.01191573,0.0,25.0,32.80374334,0
1482,208.89848526,2.0,16.0,39.250433285,0
1483,9.1,3.0,15.0,,1
1484,308.43564919,2.0,13.0,31.075616581,0
1485,237.09808129,0.0,9.0,22.003376409,0
1486,224.48075013,1.0,18.0,34.947076581,0
1487,108.21716051,,24.0,40.091831822,0
1488,175.75688747,,8.0,22.956863758,0
1489,194.48489733,1.0,12.0,30.797674365,1
1490,179.64827359,1.0,12.0,40.670904725,0
1491,102.97207872,0.0,22.0,29.655713203,0
1492,403.96540093,1.0,12.0,21.758642612,0
1493,,2.0,0.0,,1
1494,167.36102992,0.0,27.0,35.763333479,0
1495,89.492116658,0.0,4.0,34.050949362,0
1496,108.53256364,0.0,26.0,26.099258701,0
1497,90.881292261,2.0,31.0,38.120810575,0
1498,364.37597582,0.0,7.0,36.674734318,0
1499,117.9983043,0.0,14.0,36.044251755,1
1500,250.25216481,2.0,16.0,38.483648445,0
1501,243.71377409,1.0,16.0,36.564119563,0
1502,113.68878037,1.0,26.0,33.896642978,0
1503,183.20620747,0.0,29.0,26.87488997,0
1504,93.110352698,,8.0,40.761453071,1
1505,163.70355537,1.0,12.0,39.271884779,0
1506,239.05055657,0.0,19.0,20.961272939,0
1507,,,,26.232459223,0
1508,125.76577489,0.0,16.0,35.506774068,0
1509,139.51391501,0.0,16.0,35.892436102,0
1510,213.28149573,0.0,20.0,19.078651168,0
1511,109.28434579,0.0,3.0,36.159805919,0
1512,198.80971711,0.0,55.0,33.538726152,0
1513,226.78110513,0.0,9.0,24.190326625,0
1514,80.368196976,0.0,20.0,37.490798825,0
1515,80.843216818,0.0,10.0,28.793166271,0
1516,151.28586742,7.0,29.0,38.019135045,0
1517,152.92982848,1.0,12.0,39.640828981,0
1518,205.11724572,3.0,16.0,39.126130259,0
1519,224.39489458,0.0,11.0,26.129627304,0
1520,173.96189741,1.0,21.0,37.456622102,0
1521,221.4180934,0.0,10.0,25.462641527,0
1522,254.01968935,3.0,36.0,41.433943797,0
1523,267.97010945,0.0,13.0,22.089199918,0
1524,213.56666667,1.0,36.0,,1
1525,144.79522043,0.0,17.0,33.8858765,0
1526,12.176928574,0.0,1.0,33.241218883,1
1527,226.56590487,3.0,31.0,38.339798053,0
1528,154.42736766,0.0,12.0,37.575436102,0
1529,186.249507,0.0,55.0,33.995565356,0
1530,120.88581123,2.0,23.0,43.159875329,1
1531,165.76801721,,9.0,22.302234366,0
1532,399.24269191,1.0,12.0,23.374504567,0
1533,91.219961165,1.0,15.0,25.140279716,0
1534,332.72338954,0.0,15.0,40.120168319,0
1535,88.789155967,2.0,14.0,27.899267889,0
1536,98.224144195,1.0,14.0,25.52507894,0
1537,357.14381933,0.0,6.0,34.601973808,0
1538,117.3762292,0.0,34.0,27.694521271,0
1539,176.91298776,1.0,24.0,38.544441857,0
1540,229.44157776,1.0,17.0,36.334814357,0
1541,146.81015408,2.0,26.0,39.466964223,0
1542,356.31348584,0.0,16.0,41.634017956,0
1543,190.92092996,1.0,16.0,28.086854837,0
1544,129.75806208,0.0,23.0,38.425881111,0
1545,190.03121757,0.0,15.0,39.008673024,0
1546,91.633333333,4.0,11.0,,1
1547,52.8,12.0,20.0,,1
1548,173.71183851,3.0,29.0,38.556929453,0
1549,403.51499966,0.0,12.0,22.168244524,0
1550,112.38484554,1.0,27.0,28.298733642,0
1551,132.09765987,1.0,15.0,26.251830338,0
1552,295.33466966,0.0,19.0,28.600252229,1
1553,,,,,1
1554,116.99879949,0.0,26.0,34.683071467,0
1555,,,,22.577246193,0
1556,85.664833722,0.0,34.0,35.947854706,0
1557,207.93025578,1.0,15.0,38.955124742,0
1558,88.886975341,0.0,10.0,37.658388771,0
1559,143.10103259,2.0,27.0,42.169926729,0
1560,212.78328271,0.0,16.0,31.120132652,0
1561,96.292020222,2.0,14.0,27.173232225,0
1562,234.33024049,4.0,31.0,39.351470851,0
1563,354.29028718,0.0,15.0,38.143068786,0
1564,114.98297904,0.0,23.0,39.481662901,0
1565,127.62547457,0.0,16.0,33.027143557,0
1566,99.104082616,0.0,20.0,38.235312929,0
1567,163.27459468,,9.0,23.481116639,0
1568,208.17711251,0.0,5.0,23.830110576,0
1569,229.17795924,0.0,10.0,25.489994512,0
1570,34.914371682,,7.0,18.84034872,0
1571,271.23803732,1.0,46.0,33.251079314,0
1572,4.4127700608,,8.0,19.112485067,0
1573,192.31448267,2.0,16.0,34.343755724,0
1574,188.88668235,1.0,12.0,26.950451284,0
1575,199.08772113,0.0,13.0,29.462134076,0
1576,200.41695429,0.0,16.0,34.019837692,0
1577,266.12105655,0.0,16.0,34.082178462,0
1578,191.39688748,0.0,16.0,34.368650887,0
1579,132.09363428,0.0,14.0,26.864568467,0
1580,193.74248539,0.0,21.0,27.623493964,0
1581,135.80047603,0.0,16.0,35.851614414,0
1582,169.40165199,0.0,11.0,40.174430056,0
1583,262.89018789,3.0,36.0,39.547882702,0
1584,173.31832075,0.0,20.0,38.191626025,0
1585,164.59640287,1.0,12.0,39.449692717,0
1586,129.7,0.0,5.0,,1
1587,89.4,0.0,7.0,,1
1588,,,,,1
1589,177.56666667,2.0,34.0,,1
1590,162.11625392,1.0,35.0,39.791198955,0
1591,149.06474483,,35.0,28.975940118,0
1592,61.915444655,0.0,9.0,30.702428546,0
1593,203.70020243,1.0,16.0,37.596951452,0
1594,354.17458076,0.0,7.0,34.355739238,0
1595,312.54739604,0.0,9.0,31.181801354,0
1596,103.04811711,0.0,16.0,19.020168304,0
1597,,0.0,3.0,29.893621477,0
1598,201.36992202,3.0,29.0,35.795804943,0
1599,206.8225881,3.0,16.0,39.111039466,0
1600,178.09322168,0.0,29.0,21.334651908,1
1601,91.99164592,0.0,12.0,72.264093333,1
1602,225.18169134,0.0,9.0,24.95259473,0
1603,128.12359751,0.0,21.0,37.523324709,0
1604,85.57207035,0.0,16.0,19.223872665,0
1605,78.133333333,0.0,15.0,,0
1606,34.466666667,4.0,15.0,,1
1607,304.36666667,3.0,27.0,,1
1608,176.22191092,2.0,17.0,34.757740199,0
1609,158.0847883,7.0,29.0,38.477504842,0
1610,237.81896639,0.0,19.0,20.181582401,0
1611,247.1205918,0.0,19.0,23.661084029,0
1612,150.26333198,1.0,34.0,43.239187116,0
1613,255.12603024,0.0,27.0,28.945531785,0
1614,341.04732919,0.0,16.0,39.963258508,0
1615,152.249875,0.0,33.0,34.249620743,0
1616,93.727138031,0.0,10.0,37.202953562,0
1617,122.03036183,0.0,23.0,40.083144531,0
1618,204.02559324,1.0,38.0,,1
1619,128.36067425,2.0,27.0,41.952681795,0
1620,192.25318228,0.0,16.0,35.064864675,0
1621,177.92669579,1.0,17.0,34.490564131,0
1622,8.0552650769,3.0,15.0,32.012658582,1
1623,125.36336996,4.0,20.0,,1
1624,194.76099992,1.0,13.0,27.610844064,0
1625,238.48646158,0.0,32.0,44.474917703,0
1626,74.998098598,0.0,15.0,39.49702872,0
1627,,,,23.766832127,0
1628,,0.0,4.0,30.330811492,0
1629,233.24887936,3.0,37.0,40.075275838,0
1630,37.566666667,2.0,4.0,,0
1631,80.1,0.0,22.0,,1
1632,216.06666667,2.0,24.0,,1
1633,162.57983695,2.0,51.0,69.480650392,1
1634,,,,37.010948765,0
1635,116.75680052,0.0,23.0,28.019227084,0
1636,245.29516293,0.0,26.0,28.439965842,0
1637,378.82581852,1.0,11.0,20.090783327,0
1638,198.03271759,0.0,16.0,33.931163419,0
1639,69.805697668,2.0,24.0,38.448387115,0
1640,199.41069924,2.0,16.0,27.616338511,0
1641,177.43269886,0.0,13.0,30.998694504,0
1642,198.54334807,1.0,16.0,38.721259448,0
1643,214.86981675,2.0,15.0,40.287411441,0
1644,175.65856785,,35.0,30.253969922,0
1645,117.91881998,,16.0,58.295989944,1
1646,181.17206513,0.0,18.0,33.200397325,0
1647,160.74993141,0.0,21.0,37.129512042,0
1648,105.25389259,0.0,34.0,36.070978869,0
1649,126.65823161,0.0,36.0,37.162689687,1
1650,357.33268218,0.0,7.0,34.327276537,0
1651,104.01163591,0.0,16.0,19.408461231,0
1652,74.156045076,0.0,14.0,42.81224294,0
1653,108.46940045,1.0,18.0,32.783483568,0
1654,251.14419571,0.0,31.0,43.372372819,0
1655,255.31353476,3.0,36.0,40.878428241,0
1656,148.17649241,1.0,22.0,37.884449327,0
1657,170.54003506,1.0,33.0,30.785003591,0
1658,82.527794351,0.0,14.0,40.88273326,0
1659,231.59994452,0.0,29.0,25.701276422,0
1660,305.5667157,2.0,13.0,32.500059069,0
1661,171.88954687,2.0,13.0,42.488517052,0
1662,126.78778068,,24.0,41.047754879,0
1663,195.86291677,1.0,16.0,36.871699423,0
1664,170.70050749,0.0,32.0,29.942492402,0
1665,243.5,0.0,18.0,,0
1666,182.6,2.0,23.0,,1
1667,123.47114722,0.0,22.0,37.154902302,0
1668,119.85940967,0.0,24.0,38.861656969,0
1669,175.54256546,0.0,28.0,33.670908179,0
1670,60.377932903,3.0,21.0,49.418114378,1
1671,118.61259022,1.0,18.0,32.665746304,0
1672,81.394829612,0.0,9.0,35.503664257,0
1673,238.46666667,11.0,24.0,,0
1674,,,,39.430730627,0
1675,234.92961744,0.0,28.0,28.391039297,0
1676,239.45711772,0.0,10.0,24.534997192,0
1677,170.9458328,1.0,32.0,29.099981214,0
1678,69.433333333,1.0,19.0,,1
1679,123.6,0.0,20.0,,1
1680,228.0753508,1.0,29.0,25.728837383,0
1681,240.6943608,0.0,11.0,40.775677146,0
1682,82.639505382,1.0,34.0,36.50598321,0
1683,132.4016914,0.0,4.0,36.611156973,1
1684,239.74336633,0.0,22.0,33.776336963,0
1685,196.56812795,2.0,15.0,37.99899138,0
1686,250.46824187,0.0,24.0,30.305388108,0
1687,,,,40.932766781,1
1688,79.081397224,1.0,23.0,40.02421108,0
1689,12.752046941,,7.0,18.249721916,0
1690,185.57266828,0.0,32.0,28.977738657,0
1691,92.136821036,1.0,33.0,37.525751033,0
1692,250.19983439,0.0,26.0,29.734874071,0
1693,139.01844935,1.0,21.0,38.582669884,0
1694,,,,38.928315685,0
1695,98.591738332,2.0,14.0,24.490438355,0
1696,118.17993915,0.0,22.0,37.131064161,0
1697,83.251972039,1.0,19.0,29.632108256,0
1698,102.20427433,0.0,22.0,27.17193008,0
1699,108.63396857,0.0,23.0,40.797457548,0
1700,151.69943102,7.0,28.0,38.177742947,0
1701,347.12332582,0.0,21.0,16.816307486,0
1702,234.88798047,1.0,29.0,26.301236902,0
1703,259.55504435,0.0,20.0,29.397478217,0
1704,206.3192338,1.0,12.0,29.843136669,1
1705,91.432675908,0.0,8.0,24.459383678,0
1706,104.48259122,0.0,25.0,34.767288887,0
1707,156.95475827,0.0,34.0,31.700124322,0
1708,91.97034976,1.0,19.0,50.173065029,1
1709,125.928071,0.0,22.0,38.627024993,0
1710,198.76932508,3.0,30.0,38.090209026,0
1711,145.53333333,0.0,23.0,,1
1712,115.9,0.0,15.0,,1
1713,169.73333333,2.0,40.0,,1
1714,213.66666667,1.0,15.0,,1
1715,262.96666667,0.0,21.0,,0
1716,126.8,5.0,22.0,,0
1717,176.5,0.0,14.0,,0
1718,151.13333333,1.0,18.0,,0
1719,170.43333333,3.0,32.0,,0
1720,144.06666667,0.0,23.0,,0
1721,189.7,1.0,30.0,,0
1722,206.66666667,4.0,26.0,,0
1723,264.8,1.0,16.0,,0
1724,,0.0,0.0,,0
1725,143.03333333,1.0,22.0,,0
1726,78.066666667,2.0,14.0,,0
1727,199.9,0.0,16.0,,0
1728,124.76666667,4.0,11.0,,0
1729,153.5,0.0,26.0,,0
1730,172.5,0.0,14.0,,0
1731,200.9,2.0,37.0,,0
1732,114.66666667,2.0,19.0,,0
1733,136.0,4.0,24.0,,0
1734,239.53333333,3.0,26.0,,0
1735,,,,,1
1736,144.06666667,1.0,34.0,,0
1737,216.13333333,0.0,12.0,,0
1738,195.83333333,0.0,13.0,,1
1739,99.366666667,0.0,21.0,,1
1740,247.5,1.0,10.0,,1
1741,95.733333333,0.0,25.0,,1
1742,105.5,2.0,22.0,,1
1743,153.16666667,2.0,17.0,,1
1744,71.0,0.0,12.0,,1
1745,123.1,3.0,25.0,,1
1746,219.13333333,0.0,33.0,,1
1747,65.966666667,2.0,18.0,,1
1748,220.13333333,1.0,16.0,,1
1749,137.0,0.0,3.0,,1
1750,113.63333333,1.0,18.0,,1
1751,147.91420273,2.0,27.0,41.225763159,0
1752,188.33742177,2.0,31.0,38.942759641,1
1753,288.5298732,0.0,16.0,22.423002459,0
1754,199.82804201,1.0,17.0,34.387943973,0
1755,356.93333041,0.0,7.0,37.934443412,0
1756,203.46897898,1.0,36.0,41.572971522,0
1757,79.677885378,1.0,20.0,33.773303262,0
1758,253.61692796,1.0,31.0,43.15970058,0
1759,121.37953588,0.0,4.0,39.69469137,1
1760,276.38174269,0.0,18.0,65.495243152,1
1761,188.14820819,2.0,15.0,36.737721285,0
1762,206.24709466,0.0,17.0,35.127874351,0
1763,191.56929158,0.0,12.0,29.204499555,0
1764,234.65854468,1.0,16.0,37.639252934,0
1765,67.780848026,,4.0,26.990532996,1
1766,262.39425427,0.0,14.0,18.430472375,0
1767,156.31913094,0.0,26.0,39.279313253,0
1768,263.04470405,0.0,20.0,28.803982547,0
1769,109.51487945,1.0,22.0,45.304760569,1
1770,159.87451797,0.0,17.0,33.453728495,0
1771,176.00986434,0.0,14.0,28.548603692,0
1772,254.18965549,0.0,31.0,43.89784955,0
1773,166.23170863,0.0,13.0,26.644324791,0
1774,122.69182705,,24.0,41.128085307,0
1775,167.4,1.0,17.0,,1
1776,118.76666667,0.0,11.0,,0
1777,107.53333333,2.0,16.0,,0
1778,155.2,1.0,32.0,,1
1779,35.53887812,2.0,3.0,38.847597081,0
1780,,0.0,0.0,0.7202950067,0
1781,123.77662458,2.0,27.0,41.634847306,0
1782,102.22570446,1.0,26.0,25.782787088,0
1783,170.43863924,0.0,23.0,37.915020999,0
1784,270.48998006,0.0,20.0,29.495115994,0
1785,202.6225313,2.0,15.0,37.716646112,0
1786,129.51880811,5.0,22.0,37.413774661,0
1787,179.86634886,,35.0,29.89415099,0
1788,139.48533969,0.0,34.0,33.943437719,0
1789,,,,37.618026904,0
1790,117.64828293,0.0,10.0,21.589836378,0
1791,229.40617542,0.0,10.0,35.867729634,0
1792,200.03256163,0.0,15.0,23.130971888,0
1793,238.52492741,1.0,32.0,44.449670971,0
1794,251.15189185,1.0,46.0,33.517117222,0
1795,166.89946021,1.0,16.0,34.709643927,0
1796,234.77599668,3.0,26.0,29.097298793,0
1797,427.92359149,0.0,43.0,30.182122904,0
1798,79.730260623,2.0,19.0,34.405482343,0
1799,152.13333333,3.0,33.0,,1
1800,173.5,0.0,27.0,,0
1801,237.31576972,0.0,22.0,30.689439205,0
1802,249.67377106,0.0,18.0,31.635302623,0
1803,219.78527278,3.0,26.0,30.277005376,0
1804,223.43811683,0.0,21.0,31.370272297,0
1805,131.6590526,1.0,21.0,37.273139992,0
1806,35.973541612,1.0,4.0,39.973613155,0
1807,232.23699614,0.0,11.0,25.235438798,0
1808,169.93066352,0.0,18.0,34.629427656,1
1809,235.22926877,0.0,9.0,35.113185331,0
1810,196.92640591,2.0,37.0,43.189031502,0
1811,138.61008049,1.0,33.0,34.351808356,0
1812,173.83862388,0.0,11.0,37.824470796,0
1813,173.71432273,0.0,33.0,32.056072286,0
1814,120.25788605,3.0,24.0,28.774702133,0
1815,171.07510456,0.0,16.0,29.299550944,1
1816,130.02625897,0.0,34.0,27.20337824,0
1817,212.78299558,3.0,25.0,43.134095051,0
1818,251.62906201,1.0,29.0,32.876870739,0
1819,80.38898294,1.0,11.0,40.01910455,1
1820,179.8829733,0.0,32.0,30.488268105,0
1821,219.09048911,0.0,20.0,18.58475695,0
1822,242.24413818,1.0,32.0,45.394168545,0
1823,163.54095996,,9.0,20.02628441,0
1824,145.06666667,1.0,19.0,,1
1825,184.36666667,2.0,20.0,,1
1826,232.33333333,3.0,17.0,,1
1827,212.86666667,4.0,17.0,,1
1828,252.6592531,0.0,45.0,32.497145096,0
1829,191.0774254,1.0,13.0,26.203067291,0
1830,196.87675772,0.0,56.0,33.722769149,0
1831,82.760160333,0.0,3.0,34.385367068,0
1832,133.49754075,1.0,21.0,36.91048167,0
1833,206.81707264,4.0,25.0,41.42504139,0
1834,136.7467587,1.0,26.0,41.732675815,0
1835,118.65306415,0.0,23.0,40.662981652,0
1836,186.45101665,0.0,21.0,35.452607421,0
1837,154.8992783,7.0,28.0,39.701782857,0
1838,159.99402639,2.0,31.0,27.707443896,0
1839,403.74892984,0.0,43.0,29.583184253,0
1840,157.6206429,0.0,33.0,34.775102513,0
1841,,,,40.222283144,1
1842,170.43333333,3.0,21.0,,1
1843,125.50405141,0.0,35.0,29.293344354,0
1844,233.15612479,0.0,32.0,32.908823864,1
1845,355.1639113,0.0,16.0,40.540295366,0
1846,246.71682738,0.0,18.0,20.205907521,0
1847,74.404263327,1.0,19.0,36.457349926,0
1848,436.75177987,0.0,42.0,29.272556814,0
1849,70.337530564,1.0,24.0,35.212181264,1
1850,253.31804334,0.0,11.0,38.821021323,0
1851,213.45544748,0.0,22.0,33.64852105,0
1852,120.67492799,0.0,11.0,24.089437148,0
1853,182.00104146,2.0,13.0,27.00877688,0
1854,262.07934525,0.0,16.0,21.345227351,0
1855,,0.0,0.0,2.3651954133,0
1856,,0.0,0.0,,1
1857,288.46762658,0.0,45.0,33.054284333,0
1858,279.5221733,1.0,46.0,35.614731425,0
1859,134.03176787,0.0,20.0,36.925736414,1
1860,147.01282696,6.0,29.0,39.930947359,0
1861,76.042086926,0.0,7.0,41.027966747,1
1862,349.27961082,0.0,6.0,35.714418429,0
1863,,,,38.237225598,0
1864,238.38276937,0.0,11.0,25.332201314,0
1865,95.902131333,2.0,32.0,41.244779194,0
1866,132.82371179,0.0,33.0,34.833864806,0
1867,129.48684395,0.0,23.0,39.083002442,0
1868,145.95301782,0.0,36.0,36.759984664,1
1869,209.70673679,4.0,25.0,40.905619756,0
1870,368.73779632,0.0,21.0,14.733594833,0
1871,138.68795496,0.0,22.0,39.589961826,0
1872,321.38758675,0.0,9.0,31.380899093,0
1873,156.60549165,1.0,22.0,35.899287842,0
1874,307.63666403,0.0,10.0,30.362483817,0
1875,71.304197606,1.0,20.0,34.712768805,0
1876,252.34969818,10.0,24.0,35.800492028,0
1877,173.7172393,,8.0,21.621195099,0
1878,70.9,3.0,30.0,,1
1879,77.233333333,0.0,12.0,,1
1880,113.03333333,1.0,16.0,,1
1881,173.46666667,1.0,26.0,,0
1882,74.066666667,1.0,21.0,,0
1883,183.63333333,0.0,15.0,,1
1884,282.03333333,1.0,23.0,,1
1885,226.43333333,4.0,42.0,,1
1886,267.86545832,0.0,20.0,29.159609493,0
1887,182.9569956,1.0,29.0,27.385873237,0
1888,249.43595428,1.0,29.0,35.020885785,0
1889,176.93524748,3.0,30.0,36.774639954,0
1890,147.40222744,0.0,23.0,38.855162721,0
1891,107.74109478,0.0,16.0,19.300854446,0
1892,198.81516721,1.0,17.0,27.996872759,0
1893,223.5874152,10.0,24.0,35.951998648,0
1894,,,,38.438681858,0
1895,309.4,1.0,9.0,,0
1896,182.0664052,0.0,24.0,35.691622815,0
1897,,,,27.352644226,0
1898,162.3574415,2.0,14.0,39.875483802,0
1899,192.42260626,1.0,37.0,40.845077791,0
1900,141.61314558,2.0,26.0,40.74903888,0
1901,202.86666667,8.0,26.0,,1
1902,98.433333333,10.0,18.0,,1
1903,106.93739665,1.0,32.0,41.473001084,0
1904,209.72551959,0.0,15.0,23.915614881,0
1905,194.35993932,1.0,16.0,36.414572822,0
1906,344.7479335,0.0,16.0,39.483820073,0
1907,89.066666667,2.0,27.0,,1
1908,118.06964742,0.0,14.0,36.051487179,1
1909,202.15263385,0.0,20.0,18.347529385,0
1910,129.01549941,0.0,25.0,34.479454764,0
1911,170.40710644,7.0,29.0,37.802669594,0
1912,87.2,2.0,12.0,,0
1913,58.7,7.0,23.0,,1
1914,266.33310144,0.0,26.0,27.007872196,0
1915,198.8467209,0.0,23.0,36.837741045,0
1916,198.24317597,0.0,23.0,35.794259842,0
1917,138.16470464,4.0,22.0,34.598727401,0
1918,116.08660902,1.0,32.0,40.845246192,0
1919,128.66024536,4.0,24.0,28.723017625,0
1920,114.23595157,0.0,23.0,38.682676037,0
1921,164.76230423,5.0,21.0,39.52570494,0
1922,190.1599072,1.0,17.0,29.266317175,0
1923,242.91289344,0.0,22.0,29.801627319,0
1924,227.50739015,10.0,23.0,34.464302149,0
1925,191.90446359,1.0,55.0,33.902320006,0
1926,79.902871414,0.0,4.0,36.020607901,0
1927,189.9194249,3.0,29.0,37.368560459,0
1928,302.87005049,1.0,8.0,27.989466591,0
1929,78.299273534,2.0,14.0,33.581116502,0
1930,164.49002127,0.0,36.0,38.874158603,1
1931,137.43869242,0.0,25.0,31.603100931,0
1932,105.05041496,0.0,23.0,36.700445544,0
1933,230.8801537,0.0,19.0,20.637917598,0
1934,72.329572042,0.0,9.0,31.605665455,0
1935,148.28809958,0.0,34.0,33.463697469,0
1936,340.79534444,0.0,15.0,40.168827023,0
1937,157.89244671,2.0,35.0,41.651691707,0
1938,214.99645978,1.0,29.0,29.306071113,0
1939,250.01888053,0.0,16.0,35.287166428,0
1940,38.334923849,1.0,3.0,42.109347732,0
1941,165.4307821,0.0,13.0,37.539963363,0
1942,192.47915219,2.0,13.0,26.54684008,0
1943,346.58010279,0.0,22.0,13.347212679,0
1944,129.15261505,3.0,11.0,37.838273531,0
1945,185.32503543,0.0,13.0,27.390380405,0
1946,125.32588539,3.0,11.0,35.999610723,0
1947,210.11522091,4.0,26.0,43.768191776,0
1948,181.0272753,2.0,32.0,29.466721027,0
1949,136.95694068,0.0,22.0,39.431663733,0
1950,142.2125619,0.0,22.0,35.949877053,0
1951,169.72388834,1.0,14.0,41.232162564,0
1952,136.6209694,1.0,14.0,27.124889306,0
1953,175.51987453,1.0,16.0,28.648185714,0
1954,240.90805914,0.0,17.0,31.754053954,0
1955,195.72332191,0.0,13.0,27.337441385,0
1956,162.04401039,0.0,16.0,37.51836575,1
1957,197.27367923,1.0,15.0,39.467588446,0
1958,201.65084421,0.0,20.0,19.557272829,0
1959,,,,25.132448542,0
1960,,,,24.659670477,0
1961,225.20132562,0.0,22.0,31.12184071,0
1962,132.16026989,0.0,16.0,23.477426284,1
1963,80.148943035,4.0,29.0,42.319370392,1
1964,159.80149338,,34.0,30.010909605,0
1965,260.55523624,0.0,21.0,29.516289851,0
1966,,,,,1
1967,203.9,2.0,40.0,,1
1968,140.97202234,2.0,26.0,42.153616933,0
1969,139.53084276,0.0,24.0,37.531077087,0
1970,265.2270609,0.0,20.0,28.493861936,0
1971,183.98210054,0.0,13.0,26.100802572,0
1972,127.83966204,0.0,22.0,39.389594605,0
1973,116.46675743,2.0,24.0,43.572307509,1
1974,175.87735007,0.0,26.0,34.747185039,0
1975,167.1637357,1.0,14.0,40.376137593,0
1976,151.85116589,0.0,35.0,31.210704737,0
1977,125.53480182,2.0,27.0,39.462663394,0
1978,143.68279591,0.0,33.0,31.913272413,0
1979,79.371384496,1.0,13.0,33.586691632,0
1980,93.395002466,2.0,12.0,31.283061018,0
1981,159.35410405,1.0,22.0,40.111578298,0
1982,163.98927891,1.0,14.0,39.424487787,0
1983,201.93333333,3.0,19.0,,0
1984,205.93333333,0.0,19.0,,1
