index,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,y
27018,48,Private,146268,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688,0,40,United-States,1
31719,53,Private,173020,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1
2135,45,Private,264514,Bachelors,13,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Philippines,0
43044,78,,74795,Assoc-acdm,12,Widowed,,Not-in-family,White,Female,0,0,4,United-States,0
31760,62,Private,131117,7th-8th,4,Divorced,Tech-support,Unmarried,White,Female,0,0,38,Columbia,0
580,25,Private,281627,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,1564,30,United-States,1
7501,46,Federal-gov,55237,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,0
8815,21,Private,202373,Assoc-voc,11,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,0
6794,64,Private,101077,Prof-school,15,Widowed,Prof-specialty,Not-in-family,White,Female,0,2444,40,United-States,1
30298,25,Private,257562,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,0
13177,40,Private,42703,Assoc-voc,11,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,0
3757,33,Private,321709,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,White,Female,0,0,15,United-States,1
41928,33,Private,91666,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
29398,23,Private,51985,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,38,United-States,0
10129,24,Private,263498,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
9947,30,Private,255885,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0
6808,32,Private,33117,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
6328,61,Federal-gov,95680,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,3103,0,40,United-States,1
27047,53,Local-gov,216691,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,10520,0,40,United-States,1
24680,29,Private,124680,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,13550,0,35,United-States,1
23353,21,Private,232591,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,8,United-States,0
8446,30,Private,231826,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
6811,28,Self-emp-not-inc,237466,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States,1
39608,19,,182590,10th,6,Never-married,,Not-in-family,White,Female,0,0,38,United-States,0
39794,32,Self-emp-not-inc,121058,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,0
39498,35,Private,106967,Masters,14,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,0
14920,41,Self-emp-inc,125831,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1887,55,United-States,1
10635,19,Self-emp-not-inc,63574,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,0
738,64,Private,137205,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,0
9994,47,Local-gov,103540,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
15898,47,Private,161311,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,30,United-States,0
41395,56,Self-emp-not-inc,174564,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1
13154,49,Self-emp-inc,131826,Prof-school,15,Widowed,Prof-specialty,Unmarried,White,Male,99999,0,50,United-States,1
22704,67,Self-emp-inc,127605,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,2174,40,United-States,1
37219,28,Private,110408,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,0
40298,42,Private,42703,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States,0
6682,32,Private,553405,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,99999,0,50,United-States,1
37739,47,Private,98524,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
38752,30,Private,160784,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,0
34847,45,Private,180931,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,0
38261,57,Self-emp-not-inc,27385,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,10,United-States,0
24935,28,Private,302406,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,0
32634,43,Private,163215,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,,1
31349,57,Self-emp-inc,107617,HS-grad,9,Separated,Farming-fishing,Not-in-family,White,Male,0,0,60,United-States,1
43193,24,Private,235722,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
25893,35,Self-emp-not-inc,28996,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
12703,39,Federal-gov,135500,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
21981,35,Private,297767,Some-college,10,Separated,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,0
43339,28,Private,349751,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Male,2174,0,50,United-States,0
33632,53,Private,155963,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,0
13355,77,Local-gov,120408,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,20,United-States,0
24047,20,,182117,Some-college,10,Never-married,,Own-child,White,Male,0,0,40,United-States,0
38354,35,Self-emp-not-inc,278632,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
26029,51,Self-emp-not-inc,43878,Doctorate,16,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,1
15110,64,Private,344014,Some-college,10,Divorced,Tech-support,Unmarried,Black,Female,0,1741,40,United-States,0
22754,37,Private,177895,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,5013,0,40,United-States,0
13975,26,Private,197967,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
26979,47,Private,197702,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
27054,21,Private,411068,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,0
20322,18,State-gov,391257,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
31717,32,Private,220690,11th,7,Divorced,Other-service,Not-in-family,White,Male,0,0,33,United-States,0
1008,42,Private,107563,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1
13817,35,Private,126569,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0,0,20,United-States,0
19616,63,Private,162772,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,1
33796,31,Private,163516,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
32254,42,Private,22831,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
37543,55,,216941,HS-grad,9,Married-civ-spouse,,Wife,White,Female,2885,0,40,United-States,0
24071,25,Private,202033,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
28971,30,Private,186932,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178,0,75,United-States,1
36644,48,Private,123075,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,1
4422,24,Local-gov,38707,Bachelors,13,Never-married,Transport-moving,Own-child,White,Male,0,0,20,United-States,0
8340,39,State-gov,112812,HS-grad,9,Married-civ-spouse,Protective-serv,Other-relative,White,Female,0,0,40,United-States,0
10644,28,Private,265074,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
33141,62,State-gov,162678,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
19962,43,Private,358677,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,0
33735,39,Private,326342,11th,7,Married-civ-spouse,Other-service,Husband,Black,Male,2635,0,37,United-States,0
2026,28,Private,173858,HS-grad,9,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,35,China,0
33785,22,Private,186365,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
28233,26,Private,116991,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
22316,34,Private,97933,9th,5,Separated,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,0
30898,51,Self-emp-not-inc,155963,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,0
19388,31,Self-emp-not-inc,234537,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,0
17135,26,Private,45869,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
3198,31,Local-gov,381153,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,15024,0,56,United-States,1
36015,28,Private,205337,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
34378,32,Private,496743,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,0
21756,26,Private,64293,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,0
35520,31,Private,152109,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,0
31877,29,Local-gov,148182,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,0
27101,63,Private,67903,9th,5,Separated,Farming-fishing,Not-in-family,Black,Male,0,0,40,United-States,0
34862,49,Private,169180,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,1876,35,United-States,0
19990,37,Federal-gov,214542,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
13232,17,Self-emp-inc,183784,10th,6,Never-married,Sales,Own-child,White,Male,0,0,15,United-States,0
25140,46,Private,222011,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,0
245,49,Private,101320,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,75,United-States,0
19147,40,Private,192381,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1
42504,19,Private,208656,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,594,0,20,United-States,0
6200,40,Self-emp-inc,102226,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
24825,53,Private,374588,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,60,United-States,0
14044,73,Local-gov,205580,5th-6th,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,6,United-States,0
6500,26,Private,136309,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
25233,21,Private,23813,10th,6,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
31323,27,Private,181822,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
1552,48,Self-emp-not-inc,139212,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
34825,43,Private,169031,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
29794,50,Self-emp-inc,195322,Doctorate,16,Separated,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,1
3206,32,Private,279173,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,45,United-States,0
20527,18,Private,183315,11th,7,Never-married,Sales,Own-child,Black,Female,0,0,10,United-States,0
36082,33,Private,147700,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,40,United-States,0
30059,65,Private,258561,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States,0
24261,29,Private,196420,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,0
15314,53,Local-gov,132304,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
9937,31,Self-emp-not-inc,37284,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
25235,31,Private,94235,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,0
29436,67,Self-emp-not-inc,221252,Masters,14,Divorced,Sales,Not-in-family,Other,Male,0,0,40,United-States,0
38984,39,Self-emp-not-inc,193689,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,65,United-States,0
7800,46,State-gov,265554,HS-grad,9,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,0
12415,52,Private,163948,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,1
37677,39,Private,252327,9th,5,Separated,Craft-repair,Own-child,White,Male,0,0,35,Mexico,0
20303,64,,239529,11th,7,Widowed,,Not-in-family,White,Female,3674,0,35,United-States,0
35075,46,Private,95864,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,0
3177,32,Private,115854,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,41,United-States,0
13200,19,,185619,Some-college,10,Never-married,,Own-child,White,Female,0,0,20,United-States,0
10200,63,Private,75813,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,60,United-States,1
17156,27,Private,298635,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Hong,1
39694,28,Private,77760,HS-grad,9,Never-married,Other-service,Unmarried,White,Male,0,0,40,United-States,0
6065,39,Private,176296,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,60,United-States,0
16266,68,Self-emp-not-inc,335701,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
8922,51,Private,166934,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1
36296,57,Self-emp-not-inc,87584,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,25,United-States,0
33144,33,Private,249438,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,0
26828,45,Private,270842,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
2866,43,Private,220609,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,50,United-States,0
31343,24,Private,110371,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,0
32392,42,Private,173628,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
32736,60,Self-emp-inc,142494,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
40477,60,Private,208915,HS-grad,9,Widowed,Craft-repair,Other-relative,Asian-Pac-Islander,Female,0,0,40,Cambodia,0
4755,58,Local-gov,368797,Masters,14,Widowed,Prof-specialty,Unmarried,White,Male,0,0,35,United-States,1
30811,23,Local-gov,307267,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,10,United-States,0
6790,38,Private,115336,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,70,United-States,0
16214,62,,188650,7th-8th,4,Married-civ-spouse,,Husband,White,Male,0,0,10,United-States,0
8016,59,Private,99131,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0
36523,68,,140282,7th-8th,4,Married-civ-spouse,,Husband,White,Male,0,0,8,United-States,0
29303,30,Self-emp-not-inc,116666,Masters,14,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,50,India,1
3369,56,Self-emp-not-inc,249368,HS-grad,9,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States,0
23113,29,Private,105422,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
24343,43,Self-emp-not-inc,193459,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,0
13901,27,Private,38918,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,1876,75,United-States,0
7690,28,Private,129882,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
13831,52,Private,162576,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1
40126,27,Private,188171,10th,6,Never-married,Adm-clerical,Own-child,White,Male,0,0,60,United-States,0
10216,31,Private,408208,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,30,United-States,0
7237,29,Private,199118,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,Nicaragua,0
13717,46,Private,30111,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,1
41616,27,Private,155057,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,70,United-States,0
801,68,Private,357233,HS-grad,9,Widowed,Handlers-cleaners,Other-relative,White,Female,0,0,10,United-States,0
24709,27,,188711,Some-college,10,Divorced,,Not-in-family,White,Male,0,0,30,United-States,0
31318,41,Private,409902,10th,6,Separated,Other-service,Unmarried,Black,Female,0,0,33,United-States,0
33718,17,Private,31007,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,0
9780,18,Private,188476,11th,7,Never-married,Exec-managerial,Own-child,White,Male,0,0,20,United-States,0
22338,45,Private,101452,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,England,1
17475,25,Private,97789,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,50,United-States,0
34111,35,Private,155611,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Female,114,0,40,United-States,0
4493,64,State-gov,114650,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
965,18,Private,414166,12th,8,Never-married,Other-service,Own-child,Black,Female,0,0,32,United-States,0
3345,72,Private,56559,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,12,United-States,0
22686,38,Self-emp-not-inc,233571,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States,0
9129,46,Private,271828,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
12142,35,Local-gov,211073,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,61,United-States,1
32558,20,Private,129024,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,0
36678,42,Private,657397,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,0
5217,51,Local-gov,182985,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0
17273,31,Private,74501,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,30,United-States,0
4987,30,Private,209900,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
13265,35,Private,194490,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,0
40108,24,Private,137876,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,0
27346,41,Self-emp-inc,124330,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,30,United-States,0
18079,19,Private,172893,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,30,United-States,0
25736,41,Self-emp-not-inc,143046,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,99999,0,50,United-States,1
23216,50,Private,283676,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
28826,41,Private,469454,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
10442,54,Private,324023,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,0
43379,44,Private,99212,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,35,United-States,0
21250,31,Private,442429,HS-grad,9,Separated,Craft-repair,Unmarried,White,Female,0,0,40,Mexico,0
43239,24,Private,228960,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
38958,44,Private,43711,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,7688,0,40,United-States,1
1762,32,Private,53373,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,36,United-States,0
40188,55,Private,105582,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3103,0,40,United-States,1
40547,41,Private,381510,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,50,United-States,0
5962,56,Private,75785,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
1425,54,Self-emp-not-inc,236157,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
5676,23,Private,123586,Some-college,10,Never-married,Adm-clerical,Own-child,Other,Male,0,0,25,United-States,0
14304,47,Federal-gov,380127,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
15888,27,Private,101364,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,0
42203,17,Private,201412,10th,6,Never-married,Farming-fishing,Own-child,White,Male,594,0,5,United-States,0
3675,20,Private,192711,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,0
41417,17,,179861,10th,6,Never-married,,Own-child,White,Male,0,0,10,Poland,0
25960,36,Local-gov,197495,Bachelors,13,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,0
39559,28,Private,204516,10th,6,Never-married,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,0
21887,27,,90270,Assoc-acdm,12,Married-civ-spouse,,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
8302,62,Self-emp-not-inc,158712,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,6,United-States,0
8071,28,Private,228075,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
30333,52,Private,199688,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,0
13746,51,Private,159755,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,1
984,21,Private,316184,HS-grad,9,Never-married,Other-service,Other-relative,Black,Male,0,0,40,United-States,0
6456,67,Private,176388,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,0
36494,39,Local-gov,170263,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,30,United-States,1
19819,43,Self-emp-inc,151089,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0
42792,24,Private,42706,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,White,Male,0,0,60,United-States,0
24126,33,Self-emp-not-inc,134886,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,1
23547,23,Private,123490,11th,7,Divorced,Other-service,Unmarried,White,Female,0,0,35,United-States,0
20084,32,Private,323985,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,0
25698,33,State-gov,332379,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
15384,43,Private,40024,11th,7,Never-married,Transport-moving,Not-in-family,White,Male,0,0,42,United-States,0
2521,37,Federal-gov,243177,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,0
42995,22,State-gov,156773,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,15,,0
3981,30,Private,139838,10th,6,Separated,Other-service,Not-in-family,Black,Male,0,0,40,United-States,0
16791,55,State-gov,256335,Bachelors,13,Divorced,Exec-managerial,Unmarried,Black,Male,0,0,40,United-States,0
12584,36,Self-emp-inc,186035,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,1
7169,46,Private,330087,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,1
1143,19,Private,218956,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,20,United-States,0
15982,60,Private,141253,10th,6,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,48,United-States,0
10313,64,Private,217802,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,0
9622,57,Federal-gov,236048,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
18758,34,State-gov,221966,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,0
25200,59,Private,157831,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,16,United-States,0
7850,35,Private,183800,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
16614,32,Local-gov,209900,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,1
8102,52,Federal-gov,125796,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,0
11742,39,Self-emp-inc,34180,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,1
2260,19,Private,188864,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,0,0,20,United-States,0
29869,37,Private,328301,Some-college,10,Never-married,Tech-support,Unmarried,White,Female,4934,0,60,United-States,1
39352,17,Local-gov,340043,12th,8,Never-married,Adm-clerical,Own-child,White,Female,0,0,12,United-States,0
21096,46,Private,146919,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,1
34611,41,Self-emp-not-inc,49156,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States,0
36530,55,Private,76860,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,Male,0,0,40,Philippines,0
6087,62,Private,174711,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,32,United-States,0
36750,36,State-gov,36397,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,55,United-States,0
17279,60,Private,182687,Assoc-acdm,12,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
5594,26,Private,167350,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3137,0,50,United-States,0
34250,17,Private,268276,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,0
28482,31,State-gov,157673,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
9434,32,Private,140092,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
1470,63,Private,200127,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
7773,62,,197286,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,0
21171,25,,41107,Bachelors,13,Married-spouse-absent,,Not-in-family,White,Male,0,0,40,Canada,0
